Date,France_GtP,Belgium_GtP,Italy_GtP,GB_GtP,Germany_IndPower,Germany_GtP,Netherlands_IndPower,Netherlands_GtP,Total_Gas_to_Power_Demand
2021-04-25,3.03,7.83,41.58,41.54,134.95,19.59,42.64,11.9,125.47
2021-04-26,14.02,13.16,65.12,63.6,163.36,34.03,53.22,24.29,214.23
2021-04-27,14.41,13.2,71.22,61.11,156.53,33.17,52.82,25.81,218.92
2021-04-28,13.72,13.58,69.61,59.53,148.98,32.64,54.81,29.35,218.44
2021-04-29,14.61,16.42,72.32,70.27,154.27,32.91,52.2,24.41,230.94
2021-04-30,12.16,15.8,66.89,74.05,158.21,41.22,61.46,35.36,245.47
2021-05-01,2.59,7.58,38.97,67.87,124.13,22.52,42.69,13.81,153.35
2021-05-02,3.55,8.2,38.18,60.43,133.27,19.52,43.18,12.45,142.33
2021-05-03,5.69,8.63,60.03,30.08,151.66,26.5,49.89,21.62,152.54
2021-05-04,3.1,7.14,61.04,33.51,145.72,17.73,39.09,8.44,130.96
2021-05-05,6.14,7.43,56.05,61.15,156.95,17.81,44.39,12.75,161.33
2021-05-06,11.16,14.7,57.81,65.62,168.4,35.31,63.92,31.42,216.02
2021-05-07,7.7,12.77,52.18,60.96,159.45,30.83,56.99,36.83,201.26
2021-05-08,0.47,6.48,42.24,26.94,123.12,18.38,35.93,10.51,105.02
2021-05-09,0.79,6.75,38.38,26.74,104.4,11.82,37.98,8.15,92.63
2021-05-10,5.06,10.21,54.47,34.22,128.56,21.49,51.57,18.2,143.65
2021-05-11,6.9,11.81,56.11,54.6,138.1,28.5,62.15,38.78,196.7
2021-05-12,6.67,10.16,45.32,61.45,137.91,28.51,56.23,31.01,183.13
2021-05-13,1.66,6.01,42.37,63.96,119.07,16.23,42.53,13.18,143.42
2021-05-14,2.04,6.15,41.95,68.92,127.96,18.5,52.11,25.69,163.25
2021-05-15,0.06,7.07,32.79,58.84,116.66,16.47,41.56,13.62,128.85
2021-05-16,1.35,5.51,34.08,56.92,116.25,13.83,40.11,11.53,123.22
2021-05-17,6.37,7.64,46.54,66.21,141.39,22.29,55.37,27.94,176.99
2021-05-18,7.38,9.53,44.96,67.27,144.65,22.55,59.97,34.13,185.81
2021-05-19,8.82,10.87,43.81,66.65,147.36,25.51,64.35,40.37,196.03
2021-05-20,4.96,9.26,44.14,35.59,142.24,24.72,48.9,28.67,147.34
2021-05-21,0.15,5.57,46.06,30.38,126.98,15.44,37.67,7.77,105.37
2021-05-22,0.12,5.77,31.89,45.6,107.36,10.43,40.61,11.59,105.4
2021-05-23,0.86,5.14,35.61,25.48,103.97,10.27,38.37,10.35,87.71
2021-05-24,0.69,6.61,54.13,42.48,108.71,11.59,40.24,11.92,127.42
2021-05-25,3.22,7.1,51.64,48.15,138.46,15.96,42.39,15.31,141.38
2021-05-26,4.27,11.15,59.32,55.75,139.38,18.52,47.58,20.64,169.65
2021-05-27,8.54,11.19,56.89,58.82,144.9,24.26,57.54,27.95,187.65
2021-05-28,7.33,11.09,50.76,61.56,137.4,29.34,55.95,32.79,192.86
2021-05-29,0.38,6.15,39.0,48.95,112.97,18.26,38.01,11.59,124.33
2021-05-30,1.02,6.3,34.65,34.54,110.23,16.04,37.37,9.58,102.12
2021-05-31,4.59,8.95,46.31,30.33,128.54,25.25,47.69,19.96,135.38
2021-06-01,4.55,8.51,51.33,39.61,125.23,25.58,46.04,23.42,153.01
2021-06-02,1.55,7.23,45.98,38.87,116.78,20.04,39.64,14.46,128.13
2021-06-03,2.6,6.1,58.76,45.06,108.39,18.74,45.72,18.8,150.05
2021-06-04,7.64,10.08,56.86,48.79,113.31,27.41,49.0,26.5,177.29
2021-06-05,2.96,7.19,38.77,38.54,98.68,18.72,39.2,12.66,118.85
2021-06-06,2.21,6.98,38.58,45.72,100.71,16.18,39.63,12.64,122.32
2021-06-07,11.04,11.65,60.32,49.04,134.23,37.55,57.72,30.85,200.45
2021-06-08,9.91,11.32,60.99,40.47,134.09,41.73,56.98,34.48,198.91
2021-06-09,9.03,12.05,58.05,33.96,133.02,39.53,53.32,29.25,181.86
2021-06-10,9.86,11.69,55.1,34.56,131.52,39.74,52.19,30.43,181.38
2021-06-11,7.09,10.4,52.02,29.03,118.71,32.84,46.33,24.63,156.01
2021-06-12,0.68,6.1,40.23,29.21,93.84,15.58,41.28,14.81,106.61
2021-06-13,0.24,6.42,38.19,25.15,96.54,12.77,37.58,13.91,96.69
2021-06-14,7.26,10.5,60.23,37.66,119.91,23.05,46.98,21.21,159.91
2021-06-15,9.76,11.8,68.67,38.18,128.84,34.55,54.89,31.15,194.12
2021-06-16,8.97,12.06,78.07,48.76,128.01,39.65,53.56,33.52,221.03
2021-06-17,9.07,11.61,76.62,54.49,125.06,33.87,51.71,27.65,213.31
2021-06-18,6.27,11.18,72.52,46.67,119.03,34.84,47.05,32.84,204.31
2021-06-19,3.46,9.56,47.5,40.74,93.96,21.79,40.74,20.9,143.96
2021-06-20,0.81,6.11,45.99,43.0,93.28,14.79,36.79,13.41,124.11
2021-06-21,6.64,9.52,74.55,44.28,119.21,26.73,50.65,26.55,188.27
2021-06-22,8.05,10.35,84.33,48.98,133.23,37.46,57.02,33.15,222.33
2021-06-23,9.11,12.73,88.27,55.63,134.61,39.7,62.76,39.24,244.69
2021-06-24,8.43,11.3,83.42,50.59,136.43,42.83,60.52,40.86,237.42
2021-06-25,8.27,9.18,75.61,44.15,127.8,38.33,55.12,36.51,212.05
2021-06-26,2.84,7.2,53.35,40.16,98.2,21.32,34.99,13.74,138.6
2021-06-27,1.56,7.55,54.24,39.43,95.62,15.89,36.06,10.99,129.66
2021-06-28,8.71,11.41,81.82,58.89,126.74,33.3,57.11,31.33,225.46
2021-06-29,9.48,12.37,82.79,55.46,133.5,36.8,58.41,35.55,232.46
2021-06-30,10.01,10.56,82.95,52.32,135.47,35.61,59.9,38.66,230.11
2021-07-01,9.88,9.67,78.54,54.3,138.01,33.67,57.99,33.56,219.62
2021-07-02,10.54,8.04,73.21,52.47,126.72,36.64,55.36,35.89,216.79
2021-07-03,3.81,6.02,52.54,40.21,98.3,19.88,41.28,16.89,139.34
2021-07-04,1.0,5.85,52.42,36.75,98.35,18.4,37.69,11.61,126.03
2021-07-05,9.67,7.26,75.08,45.13,124.39,29.84,47.06,23.97,190.96
2021-07-06,4.17,6.45,83.69,35.1,115.37,18.07,37.04,9.22,156.7
2021-07-07,10.56,8.0,87.27,48.16,131.23,28.38,51.62,24.68,207.06
2021-07-08,14.92,9.69,89.33,58.64,135.06,35.45,60.73,37.12,245.17
2021-07-09,13.0,10.16,76.9,59.12,124.89,31.84,55.16,36.08,227.1
2021-07-10,4.52,6.3,52.35,50.82,99.25,14.57,38.81,14.12,142.68
2021-07-11,3.8,6.11,46.13,45.84,100.34,14.71,37.92,11.47,128.06
2021-07-12,11.59,9.03,84.07,59.47,124.6,26.9,53.72,26.41,217.47
2021-07-13,10.24,9.73,80.67,49.47,128.09,31.64,53.76,34.14,215.89
2021-07-14,2.38,8.13,67.06,38.0,127.3,29.17,41.3,17.48,162.22
2021-07-15,4.33,9.17,70.3,42.68,124.92,32.58,46.55,19.5,178.56
2021-07-16,3.54,8.07,72.15,39.48,112.92,25.21,43.34,20.22,168.67
2021-07-17,2.14,6.69,50.07,33.67,91.13,11.63,35.76,10.65,114.83
2021-07-18,1.29,5.96,41.56,43.2,91.96,10.83,34.55,7.9,110.74
2021-07-19,10.9,6.2,76.79,55.5,116.48,22.43,51.3,25.33,197.14
2021-07-20,10.31,6.6,82.01,55.11,121.15,27.6,51.09,28.37,210.0
2021-07-21,11.86,8.48,88.21,61.67,121.5,29.14,51.93,30.13,229.49
2021-07-22,8.17,8.11,86.42,61.79,120.34,31.74,46.17,25.25,221.48
2021-07-23,3.59,7.91,84.44,54.2,112.02,30.3,40.11,19.0,199.44
2021-07-24,0.54,5.73,59.17,50.9,89.98,13.37,34.94,11.39,141.09
2021-07-25,0.93,5.74,53.1,53.23,91.26,12.93,34.17,10.77,136.69
2021-07-26,8.42,6.75,85.4,57.13,114.89,26.53,45.84,22.9,207.12
2021-07-27,3.03,6.82,92.35,58.31,114.22,24.29,40.55,19.26,204.07
2021-07-28,0.42,6.58,90.26,36.03,107.36,16.14,31.79,7.2,156.62
2021-07-29,0.02,5.72,86.37,35.03,104.28,11.28,31.91,5.73,144.14
2021-07-30,0.4,5.34,85.97,49.71,100.04,13.26,31.4,7.68,162.36
2021-07-31,0.25,5.46,57.0,42.83,87.7,10.29,31.18,5.98,121.81
2021-08-01,0.32,5.86,43.8,48.0,91.12,10.6,32.63,8.36,116.93
2021-08-02,1.28,6.38,76.95,58.38,107.4,12.73,34.77,11.23,166.95
2021-08-03,2.81,7.68,75.32,57.9,112.37,18.53,37.29,12.79,175.04
2021-08-04,2.62,7.01,74.44,49.07,114.57,22.69,36.23,14.66,170.49
2021-08-05,0.79,5.68,58.76,30.41,110.99,18.8,33.23,10.02,124.46
2021-08-06,0.1,6.34,57.67,29.17,101.4,13.17,30.25,6.09,112.54
2021-08-07,0.25,6.24,45.82,28.91,90.62,12.21,31.07,7.19,100.63
2021-08-08,0.32,5.07,41.15,24.56,89.73,10.5,29.87,5.24,86.84
2021-08-09,1.07,5.37,58.99,47.02,105.71,12.86,32.78,7.97,133.28
2021-08-10,3.96,6.14,62.51,53.72,109.96,15.81,36.29,11.69,153.83
2021-08-11,5.49,6.52,67.36,42.5,111.13,18.5,38.16,14.62,154.98
2021-08-12,5.49,6.03,70.97,32.74,109.94,22.0,37.91,16.37,153.6
2021-08-13,1.83,5.46,66.78,22.01,100.74,14.36,33.28,9.2,119.63
2021-08-14,0.59,5.73,55.83,38.07,87.82,10.85,33.03,8.52,119.59
2021-08-15,0.04,4.97,55.38,34.39,88.15,12.2,32.12,9.18,116.16
2021-08-16,0.04,5.15,58.09,37.24,107.46,13.21,30.87,6.59,120.32
2021-08-17,0.16,5.29,54.11,38.83,110.65,12.63,34.78,9.52,120.54
2021-08-18,1.36,5.77,53.31,49.45,110.79,14.72,34.33,9.93,134.54
2021-08-19,2.29,6.39,57.16,62.06,112.54,17.79,37.5,12.43,158.12
2021-08-20,3.66,7.37,57.28,56.77,108.77,16.86,38.84,15.33,157.26
2021-08-21,2.81,5.71,48.55,53.7,91.41,13.71,35.12,11.32,135.8
2021-08-22,1.54,5.8,47.62,49.49,91.72,11.67,34.83,11.46,127.58
2021-08-23,3.06,5.64,65.85,57.42,112.07,16.8,34.38,10.4,159.18
2021-08-24,2.95,6.43,71.12,55.07,116.55,16.24,32.75,8.21,160.02
2021-08-25,3.06,6.4,70.32,48.41,112.15,13.25,32.49,8.38,149.82
2021-08-26,3.17,5.7,71.24,42.77,116.41,16.23,33.19,9.06,148.16
2021-08-27,3.23,5.69,63.59,51.13,112.32,17.47,32.54,7.82,148.93
2021-08-28,0.03,5.37,45.29,38.08,95.1,12.18,33.61,8.01,108.96
2021-08-29,0.3,5.48,42.59,33.25,96.14,12.04,32.62,7.34,101.01
2021-08-30,4.98,5.69,75.63,39.52,116.8,17.65,35.67,12.07,155.55
2021-08-31,4.73,6.26,82.75,52.03,120.62,21.86,38.35,12.79,180.42
2021-09-01,3.34,7.93,80.11,59.39,121.9,25.71,45.27,21.1,197.58
2021-09-02,3.61,6.63,75.83,63.6,122.76,25.43,43.61,20.83,195.93
2021-09-03,3.8,5.59,82.28,55.14,112.71,19.42,37.84,16.13,182.36
2021-09-04,2.05,5.33,61.67,49.54,93.4,12.88,33.66,10.35,141.82
2021-09-05,1.87,5.67,49.71,50.84,94.0,12.4,36.81,12.23,132.72
2021-09-06,10.23,9.22,82.81,61.19,119.45,25.13,51.65,27.58,216.17
2021-09-07,8.07,8.3,85.9,62.51,121.38,28.3,49.73,29.45,222.53
2021-09-08,7.67,6.61,87.81,60.86,118.81,27.6,47.25,25.2,215.75
2021-09-09,14.98,9.31,84.23,65.13,121.01,30.02,50.01,26.77,230.43
2021-09-10,14.61,8.29,83.56,61.73,120.57,30.63,49.68,33.2,232.02
2021-09-11,7.44,5.85,59.98,46.91,95.11,16.29,35.89,12.36,148.83
2021-09-12,2.04,6.32,51.54,57.8,93.68,14.67,36.8,13.85,146.23
2021-09-13,13.95,9.04,83.2,65.71,122.6,25.06,49.97,27.08,224.03
2021-09-14,13.41,9.42,91.52,67.98,120.2,27.82,51.13,28.34,238.49
2021-09-15,11.19,10.69,93.65,70.74,124.53,29.64,50.16,28.33,244.24
2021-09-16,10.97,7.94,81.88,62.48,129.24,30.8,46.8,21.29,215.35
2021-09-17,11.04,6.83,72.12,60.06,121.14,27.37,46.35,23.96,201.38
2021-09-18,2.58,5.13,53.22,55.06,94.83,13.77,36.75,13.45,143.23
2021-09-19,1.96,5.84,46.84,58.48,98.69,12.35,35.94,10.11,135.58
2021-09-20,13.48,7.82,74.85,60.42,127.95,28.1,51.75,29.05,213.73
2021-09-21,8.13,6.06,79.87,58.58,128.28,23.49,45.89,24.23,200.35
2021-09-22,7.63,5.79,72.66,41.78,127.17,21.87,39.51,17.52,167.25
2021-09-23,2.99,6.07,75.93,41.59,118.7,13.38,36.08,11.46,151.43
2021-09-24,4.65,6.21,77.63,37.8,112.38,16.73,37.07,13.34,156.35
2021-09-25,5.23,5.73,60.48,50.98,96.91,17.51,38.71,16.32,156.24
2021-09-26,2.54,7.0,57.07,27.14,93.27,13.86,35.81,11.55,119.16
2021-09-27,9.16,7.28,82.47,30.41,116.55,22.0,37.55,13.2,164.53
2021-09-28,11.44,7.02,82.01,47.52,128.79,25.26,42.65,19.98,193.22
2021-09-29,1.79,6.4,84.05,38.8,121.49,15.27,32.6,7.43,153.74
2021-09-30,2.94,6.49,77.0,35.74,104.3,16.08,33.1,7.94,146.2
2021-10-01,0.12,6.19,74.69,28.07,118.62,17.0,31.16,6.28,132.34
2021-10-02,0.07,5.02,53.9,31.39,97.95,13.09,30.38,6.92,110.38
2021-10-03,0.78,5.96,50.22,20.11,97.64,13.59,32.23,8.26,98.92
2021-10-04,11.64,7.68,74.14,46.61,128.67,22.32,33.52,8.98,171.37
2021-10-05,3.12,6.81,67.57,34.35,126.66,17.19,32.93,9.59,138.63
2021-10-06,5.99,8.71,69.53,51.17,137.29,19.43,38.75,14.05,168.88
2021-10-07,9.81,8.2,70.39,51.9,145.58,35.22,50.3,26.27,201.79
2021-10-08,7.62,6.8,66.39,61.53,136.67,29.06,43.6,23.84,195.24
2021-10-09,1.7,6.02,41.71,55.43,113.68,14.55,34.38,10.71,130.13
2021-10-10,2.25,5.78,43.51,40.5,118.38,14.15,34.36,11.36,117.54
2021-10-11,12.4,7.01,66.65,57.86,142.26,20.96,40.96,18.23,183.1
2021-10-12,9.83,8.52,76.2,64.09,149.12,25.27,44.51,23.18,207.1
2021-10-13,13.42,8.87,74.38,59.79,154.59,30.8,50.61,31.42,218.67
2021-10-14,12.47,6.52,65.54,41.13,143.93,24.59,38.81,20.5,170.76
2021-10-15,10.48,8.48,63.7,68.56,137.37,19.9,38.15,14.43,185.57
2021-10-16,5.52,5.2,49.72,57.16,123.71,18.17,32.64,11.91,147.68
2021-10-17,3.19,5.07,48.09,42.38,122.73,15.54,34.25,9.75,124.03
2021-10-18,14.83,7.98,80.77,47.26,144.84,24.63,44.57,25.0,200.47
2021-10-19,5.59,5.57,84.65,34.14,137.55,22.24,31.6,10.07,162.26
2021-10-20,1.42,5.33,80.02,38.31,124.84,15.75,30.34,7.38,148.21
2021-10-21,8.57,6.72,76.5,30.66,135.72,16.3,31.91,9.51,148.26
2021-10-22,17.31,8.42,78.16,56.81,138.59,16.49,39.28,13.48,190.66
2021-10-23,12.17,7.34,53.53,35.64,130.2,21.38,43.71,24.81,154.87
2021-10-24,6.49,5.38,41.61,20.78,127.0,11.38,33.84,10.44,96.08
2021-10-25,17.93,12.43,80.86,46.36,157.38,30.21,43.36,21.29,209.08
2021-10-26,15.26,10.55,84.01,38.27,150.6,27.64,41.5,21.74,197.48
2021-10-27,16.49,8.24,80.07,32.72,145.97,22.42,35.6,13.23,173.18
2021-10-28,12.23,7.93,82.22,36.1,147.0,20.33,35.6,14.71,173.53
2021-10-29,5.59,5.96,78.08,36.85,139.16,17.18,31.28,9.11,152.77
2021-10-30,1.99,5.36,64.07,29.88,124.83,14.64,33.8,9.42,125.36
2021-10-31,0.04,4.45,58.27,20.14,110.89,11.02,30.27,8.43,102.35
2021-11-01,3.37,5.98,61.94,38.3,132.82,15.7,33.87,8.89,134.18
2021-11-02,19.14,18.67,81.93,75.86,168.51,36.45,56.34,32.2,264.25
2021-11-03,18.01,17.6,81.41,62.84,176.46,45.04,58.55,38.15,263.06
2021-11-04,16.77,14.83,88.19,53.46,169.98,36.06,51.96,37.31,246.63
2021-11-05,20.41,16.27,83.31,54.76,161.0,30.1,48.53,29.54,234.39
2021-11-06,11.38,5.83,62.38,21.65,132.7,16.77,29.96,7.54,125.56
2021-11-07,10.71,10.07,57.14,28.99,132.19,14.28,32.63,7.16,128.35
2021-11-08,19.36,17.91,91.86,61.65,177.75,38.44,57.64,35.78,264.99
2021-11-09,21.41,16.41,92.7,59.33,175.0,39.73,49.58,33.18,262.76
2021-11-10,21.9,19.18,86.86,78.03,190.52,43.81,61.21,34.73,284.51
2021-11-11,20.36,19.8,92.94,61.61,190.36,49.69,61.12,43.45,287.85
2021-11-12,16.09,10.42,93.89,33.41,176.21,42.77,47.53,31.47,228.05
2021-11-13,16.6,10.63,75.85,49.09,151.31,31.82,50.2,28.55,212.53
2021-11-14,13.31,8.57,66.76,53.29,148.37,26.36,43.71,21.53,189.82
2021-11-15,18.62,20.14,98.65,73.02,190.75,46.67,64.57,41.7,298.81
2021-11-16,19.22,19.19,96.24,58.26,190.32,51.03,59.1,45.89,289.83
2021-11-17,18.72,15.77,95.55,43.96,174.57,34.2,48.2,29.27,237.47
2021-11-18,21.6,10.57,94.61,42.74,161.16,20.45,42.47,22.54,212.51
2021-11-19,21.23,11.33,88.87,52.37,153.51,21.41,42.27,21.1,216.31
2021-11-20,20.16,9.74,83.17,39.36,134.28,18.34,38.47,19.42,190.2
2021-11-21,18.07,9.63,72.94,32.99,148.83,22.55,32.58,10.4,166.58
2021-11-22,19.48,18.86,99.56,69.64,190.5,42.65,55.29,31.45,281.65
2021-11-23,20.48,19.39,102.19,78.78,199.77,46.73,58.54,36.79,304.37
2021-11-24,20.61,19.69,107.38,73.14,199.67,53.98,58.26,39.65,314.44
2021-11-25,21.86,18.54,107.87,58.49,199.15,49.35,46.09,28.36,284.47
2021-11-26,17.59,12.91,92.06,45.29,184.9,36.35,45.96,23.49,227.69
2021-11-27,16.65,11.78,70.64,45.12,169.76,36.61,55.18,32.79,213.6
2021-11-28,15.0,12.44,66.77,64.82,171.01,30.68,51.39,32.24,221.95
2021-11-29,22.72,16.72,99.27,67.29,201.3,43.89,54.78,34.89,284.78
2021-11-30,17.91,10.71,98.9,51.32,182.8,23.93,42.31,18.69,221.46
2021-12-01,18.36,9.75,95.35,49.32,171.51,20.03,38.98,13.31,206.11
2021-12-02,22.21,18.56,100.84,68.26,201.16,38.19,52.42,29.05,277.11
2021-12-03,21.37,14.54,98.6,67.53,187.42,26.22,39.26,12.78,241.06
2021-12-04,15.56,8.47,74.37,40.56,165.58,32.38,48.95,25.53,196.88
2021-12-05,19.4,12.3,68.15,58.22,170.63,30.53,45.25,18.91,207.5
2021-12-06,21.74,15.47,96.67,69.62,205.28,45.66,52.95,30.74,279.9
2021-12-07,18.19,14.06,91.41,60.33,200.3,41.22,48.66,23.98,249.2
2021-12-08,18.72,12.12,75.25,60.37,201.27,34.62,46.19,18.78,219.85
2021-12-09,18.21,15.29,95.95,66.8,209.61,48.76,50.54,31.96,276.98
2021-12-10,18.16,15.99,93.28,61.78,203.64,46.71,57.06,34.53,270.45
2021-12-11,19.0,12.91,77.81,45.71,173.88,41.71,51.91,33.86,231.0
2021-12-12,15.99,6.41,66.63,33.64,158.0,22.53,41.35,16.19,161.39
2021-12-13,21.3,16.56,99.15,67.52,186.61,42.69,53.94,29.5,276.73
2021-12-14,21.0,16.32,97.72,56.6,188.82,44.84,56.2,29.32,265.8
2021-12-15,21.99,17.27,97.81,66.4,184.07,44.03,55.73,29.34,276.83
2021-12-16,19.02,17.97,101.62,82.9,185.03,48.61,61.82,33.46,303.59
2021-12-17,19.99,16.43,95.94,81.29,181.7,48.55,60.68,33.46,295.65
2021-12-18,20.39,9.69,70.2,76.44,157.3,36.01,49.84,24.42,237.15
2021-12-19,20.1,10.71,79.92,77.9,150.85,21.84,43.74,16.18,226.66
2021-12-20,23.09,19.44,111.22,87.93,203.51,45.91,66.22,36.36,323.95
2021-12-21,24.84,18.58,117.53,84.66,212.42,53.92,65.85,40.52,340.06
2021-12-22,22.67,15.92,108.85,75.65,201.93,49.62,58.33,37.04,309.77
2021-12-23,16.88,6.63,91.39,62.2,165.66,28.03,42.24,19.55,224.67
2021-12-24,11.62,7.81,57.64,45.03,134.99,18.38,44.34,19.05,159.52
2021-12-25,6.09,5.34,42.57,19.84,145.7,19.65,38.05,12.8,106.28
2021-12-26,7.66,5.4,44.09,34.97,148.4,20.14,36.41,12.45,124.7
2021-12-27,2.48,5.68,61.66,45.46,156.47,21.17,38.77,13.29,149.75
2021-12-28,0.23,5.17,52.56,43.15,145.4,17.89,34.05,10.06,129.06
2021-12-29,1.9,5.09,47.4,20.98,139.64,18.86,34.21,10.18,104.39
2021-12-30,1.64,4.68,38.05,18.35,121.37,15.61,31.31,8.12,86.46
2021-12-31,2.23,4.59,35.5,25.39,108.56,13.52,29.04,6.57,87.8
2022-01-01,1.38,4.57,35.67,14.29,109.23,13.35,29.16,8.51,77.77
2022-01-02,1.09,4.71,41.72,15.66,117.49,12.87,29.87,7.74,83.79
2022-01-03,3.42,5.72,61.48,27.49,144.7,18.73,32.77,10.02,126.86
2022-01-04,10.48,7.22,61.21,38.31,163.21,31.68,40.28,19.88,168.78
2022-01-05,11.9,7.32,58.58,60.26,167.94,20.19,37.75,13.9,172.15
2022-01-06,13.46,8.88,61.12,49.74,179.9,32.58,43.97,24.24,190.02
2022-01-07,12.17,6.58,61.21,48.12,175.57,25.65,39.14,15.21,168.94
2022-01-08,2.82,5.47,55.02,31.17,155.95,21.57,33.34,10.83,126.88
2022-01-09,11.73,8.98,52.85,56.41,162.92,22.29,41.11,14.73,167.0
2022-01-10,23.03,20.02,92.95,74.58,208.93,52.32,58.23,34.51,297.41
2022-01-11,22.61,20.92,92.29,83.38,213.34,54.47,60.73,39.11,312.78
2022-01-12,23.03,20.38,95.87,84.67,210.35,55.3,59.02,40.32,319.57
2022-01-13,23.32,19.25,100.33,80.24,200.97,44.02,55.49,36.5,303.66
2022-01-14,23.43,19.7,97.94,82.88,200.42,47.0,59.86,39.72,310.67
2022-01-15,22.15,14.29,74.29,67.97,178.03,46.41,50.95,36.79,261.89
2022-01-16,21.31,9.27,69.69,51.56,158.3,23.63,38.64,17.91,193.36
2022-01-17,20.95,18.64,100.3,79.77,185.72,30.4,48.5,24.7,274.77
2022-01-18,21.04,19.81,106.92,76.07,202.3,52.62,56.78,38.43,314.9
2022-01-19,21.41,13.96,107.92,63.08,184.12,37.0,44.98,27.91,271.29
2022-01-20,21.2,14.09,104.74,81.02,189.96,28.52,40.06,16.37,265.94
2022-01-21,21.22,16.15,101.47,76.33,190.33,38.19,45.02,25.14,278.51
2022-01-22,22.63,14.5,79.74,64.41,173.67,42.74,53.19,28.77,252.79
2022-01-23,21.89,15.65,68.2,63.82,173.76,43.51,54.03,35.33,248.39
2022-01-24,22.14,22.24,105.6,88.01,208.96,54.53,60.72,42.06,334.58
2022-01-25,20.81,22.49,109.82,84.59,212.3,61.27,62.68,44.37,343.35
2022-01-26,19.27,16.06,110.86,55.61,200.21,51.08,51.5,36.47,289.35
2022-01-27,21.96,10.45,106.04,63.4,184.72,27.2,42.14,18.21,247.27
2022-01-28,19.31,13.09,89.85,50.89,180.71,33.0,46.4,26.55,232.69
2022-01-29,17.18,5.26,62.28,25.63,144.76,20.62,31.91,8.64,139.6
2022-01-30,15.61,5.65,60.8,36.48,149.57,19.04,35.88,12.61,150.19
2022-01-31,15.88,9.27,92.23,43.55,188.72,36.24,47.58,24.19,221.35
2022-02-01,18.29,9.35,88.02,33.08,178.81,30.65,39.18,16.18,195.56
2022-02-02,19.17,14.66,91.6,53.22,181.19,32.91,51.31,26.89,238.45
2022-02-03,18.58,12.16,92.64,43.74,182.32,45.17,51.66,34.23,246.51
2022-02-04,17.05,6.51,92.85,31.37,166.49,29.29,36.06,14.75,191.82
2022-02-05,7.82,5.13,73.97,18.54,146.08,19.37,31.58,8.75,133.58
2022-02-06,4.97,5.7,54.88,17.29,146.29,15.63,31.49,8.11,106.57
2022-02-07,18.05,7.58,77.39,42.44,177.55,24.57,38.08,14.7,184.73
2022-02-08,21.0,6.96,83.85,35.51,167.5,26.77,36.73,13.35,187.44
2022-02-09,20.39,10.26,90.53,43.02,169.73,31.65,47.28,22.67,218.51
2022-02-10,21.27,12.94,92.33,45.9,178.97,43.12,47.61,31.11,246.67
2022-02-11,21.11,13.58,90.38,55.97,181.1,35.33,49.2,26.55,242.92
2022-02-12,16.85,5.27,63.7,23.73,154.55,26.72,33.27,14.15,150.42
2022-02-13,3.88,5.05,53.67,31.3,144.58,20.31,30.28,7.99,122.2
2022-02-14,13.99,8.56,87.84,37.97,164.78,27.32,39.41,17.25,192.92
2022-02-15,11.35,7.2,83.83,39.11,169.08,30.45,38.64,17.98,189.92
2022-02-16,2.66,6.34,85.0,24.77,162.4,24.72,35.21,14.42,157.9
2022-02-17,8.18,6.72,83.54,27.18,158.52,20.72,36.01,12.66,159.0
2022-02-18,2.85,5.7,74.97,30.21,156.58,24.22,40.21,20.09,158.04
2022-02-19,0.12,5.76,55.79,34.84,137.74,19.64,30.64,8.31,124.47
2022-02-20,0.06,5.36,45.45,17.94,135.15,16.01,30.09,7.94,92.76
2022-02-21,5.32,9.1,71.7,36.28,167.11,20.01,36.45,12.72,155.13
2022-02-22,9.63,6.87,66.73,27.56,169.2,25.09,36.58,14.85,150.73
2022-02-23,13.86,7.04,65.97,27.08,170.31,28.54,36.8,14.73,157.22
2022-02-24,3.97,6.07,73.82,20.63,165.85,24.8,35.44,15.07,144.36
2022-02-25,10.95,9.37,63.3,46.36,170.46,22.17,41.05,15.15,167.3
2022-02-26,10.55,6.0,41.16,21.47,154.92,26.07,38.94,18.6,123.86
2022-02-27,5.04,5.23,42.3,15.82,150.41,17.31,33.52,10.61,96.3
2022-02-28,20.77,7.29,79.82,50.23,176.56,29.2,42.16,18.75,206.06
2022-03-01,22.94,16.28,83.22,59.95,191.49,40.95,55.81,33.33,256.67
2022-03-02,19.01,17.14,85.63,50.78,192.52,47.28,48.67,30.03,249.87
2022-03-03,17.07,9.91,83.88,58.57,183.1,40.09,44.0,24.17,233.69
2022-03-04,14.07,8.18,84.42,59.68,180.87,38.24,45.68,25.68,230.26
2022-03-05,8.2,5.58,46.18,43.12,155.47,27.14,36.73,16.2,146.41
2022-03-06,10.01,5.65,52.26,47.88,159.84,24.05,38.39,13.97,153.82
2022-03-07,15.57,8.57,82.0,46.95,189.76,41.0,44.81,25.69,219.78
2022-03-08,17.03,6.89,77.78,30.09,176.02,33.46,39.53,18.36,183.61
2022-03-09,15.52,6.76,73.55,38.71,170.06,30.72,38.14,21.71,186.97
2022-03-10,15.7,6.8,78.47,33.51,158.05,24.77,32.76,13.59,172.84
2022-03-11,12.42,4.45,90.78,26.51,148.84,18.28,29.9,7.24,159.68
2022-03-12,9.59,4.41,65.77,20.02,130.56,16.91,31.67,10.13,126.84
2022-03-13,14.23,7.79,59.57,25.91,129.66,15.96,33.95,10.18,133.64
