Date,Slovakia_to_Austria,Russia_Nord_Stream_to_Germany,Norway_to_Europe,Netherlands_Production,GB_Production,LNG_Import,Algeria_to_Italy,Libya_to_Italy,Spain_to_France,Denmark_to_Germany,Czech_and_Poland_to_Germany,Austria_to_Hungary_Export,Slovenia_to_Austria,MAB_to_Austria,TAP_to_Italy,Austria_Production,Italy_Production,Germany_Production,Total_Supply
2021-10-09,92.77,160.57,339.48,43.41,92.83,95.14,63.21,5.97,-10.35,-5.92,-43.13,-5.94,0.27,0.0,23.6,1.74,7.66,11.53,872.85
2021-10-10,93.05,159.5,336.66,43.84,91.14,94.36,63.37,9.48,-4.54,-4.94,-44.34,-6.92,-2.03,0.0,23.72,1.76,7.47,11.39,872.97
2021-10-11,95.31,159.53,331.97,41.23,90.36,123.81,62.48,9.97,0.72,-4.73,-44.54,-0.0,-2.9,0.0,24.26,1.68,7.53,11.59,908.27
2021-10-12,95.95,159.88,329.98,39.37,94.51,120.08,63.37,9.46,3.77,-4.99,-45.35,-0.14,-3.06,0.0,24.55,1.72,7.61,11.28,907.99
2021-10-13,94.33,159.51,332.39,39.62,96.52,116.21,63.42,8.98,0.71,-3.74,-51.48,-0.16,-2.88,0.0,24.41,1.63,7.65,12.78,899.91
2021-10-14,96.54,159.69,334.61,33.79,92.48,115.88,63.6,9.99,-6.26,-4.16,-51.21,-0.12,-2.81,0.0,24.48,1.7,7.63,13.32,889.15
2021-10-15,94.4,159.73,336.92,36.87,99.74,115.12,63.45,12.76,3.47,-4.85,-50.06,-0.19,-3.95,0.0,24.3,1.76,7.61,14.18,911.25
2021-10-16,94.61,159.56,340.79,31.21,101.42,105.8,63.38,9.98,2.03,-5.09,-48.6,-5.99,-2.57,0.37,23.36,1.53,8.18,13.88,893.84
2021-10-17,94.8,159.61,344.17,31.32,101.1,103.19,62.09,9.98,0.53,-5.13,-49.09,-6.6,-2.52,-0.29,23.43,1.55,8.47,14.39,891.01
2021-10-18,94.05,159.63,346.38,34.68,97.64,115.54,62.2,10.48,-5.18,-5.98,-49.79,-5.32,-3.09,-1.12,24.44,1.61,8.44,13.18,897.81
2021-10-19,93.25,159.54,344.65,34.93,98.35,102.26,62.37,9.47,-5.58,-6.94,-51.11,-0.17,-3.4,-3.86,24.95,1.53,8.39,12.04,880.66
2021-10-20,92.13,159.67,340.84,42.31,92.05,98.69,61.91,9.49,5.37,-5.66,-53.33,-4.28,-2.91,-2.37,25.01,1.78,8.24,11.68,880.62
2021-10-21,96.55,159.86,336.56,52.37,93.34,108.07,62.28,9.5,-4.73,-4.31,-55.54,-1.44,-3.24,-4.72,24.89,1.73,8.47,11.6,891.25
2021-10-22,95.22,159.62,335.85,60.52,98.57,140.98,61.67,10.48,-9.96,-4.8,-58.96,-4.41,-2.97,-2.78,24.92,1.73,8.57,12.3,926.57
2021-10-23,93.86,159.31,313.53,51.43,108.46,106.1,61.77,5.01,-13.66,-4.83,-55.19,-5.63,-2.62,-2.38,23.16,1.66,8.58,12.0,860.56
2021-10-24,94.28,159.64,312.06,50.21,108.56,106.85,63.1,7.5,-13.29,-5.69,-55.76,-6.37,-2.8,-2.62,23.27,1.58,8.54,12.39,861.45
2021-10-25,94.01,159.65,317.38,48.65,101.37,133.47,62.88,10.48,-15.36,-6.25,-57.68,-3.61,-3.71,0.98,24.44,1.59,8.39,11.95,888.61
2021-10-26,94.05,159.93,307.45,40.31,111.73,127.02,60.7,10.49,-15.53,-5.89,-49.98,-2.37,-3.6,1.79,25.53,1.59,8.53,12.85,884.61
2021-10-27,95.09,158.38,324.42,35.93,109.32,115.28,59.8,9.49,-13.42,-5.08,-39.12,-5.37,-3.08,-0.19,25.24,1.65,8.41,11.77,888.53
2021-10-28,94.99,159.7,331.79,36.04,103.63,113.23,59.67,8.98,-4.78,-7.13,-41.41,-6.57,-3.15,1.27,23.97,1.63,8.51,12.76,893.15
2021-10-29,94.56,159.31,320.84,36.85,109.37,126.4,60.83,8.99,-7.12,-6.16,-47.83,-7.94,-3.35,2.97,22.92,1.61,8.35,12.93,893.52
2021-10-30,96.09,166.08,329.27,38.15,114.8,126.93,61.82,7.99,-4.27,-4.2,-74.55,-4.88,-2.54,-4.21,16.72,1.62,8.46,12.4,885.7
2021-10-31,95.11,160.2,324.2,36.84,113.98,123.65,62.88,7.99,-3.84,-3.93,-75.04,-4.32,-2.49,-3.31,16.89,1.64,8.58,11.62,870.64
2021-11-01,65.86,159.45,335.69,45.09,111.27,145.17,62.12,9.48,-0.84,-5.04,-79.6,-2.92,-2.59,0.28,17.68,1.63,8.51,11.48,882.74
2021-11-02,63.54,159.51,334.85,52.59,104.99,163.66,62.24,9.5,-5.86,-5.65,-65.89,-6.34,-2.83,4.3,17.83,1.37,8.35,11.28,907.43
2021-11-03,75.37,159.87,343.51,57.71,103.96,153.56,62.19,9.5,-12.4,-5.98,-56.76,-2.24,-3.19,0.18,20.25,1.54,8.29,12.04,927.4
2021-11-04,82.68,160.59,339.82,60.68,99.08,147.52,62.29,10.5,-12.79,-8.27,-35.47,-3.32,-3.03,3.96,22.66,1.65,8.16,13.92,950.63
2021-11-05,93.4,159.63,332.88,49.66,104.62,148.22,60.55,10.99,-9.55,-6.68,-49.67,-1.45,-3.01,2.51,25.58,1.73,8.39,14.17,941.99
2021-11-06,93.32,159.58,336.33,45.45,104.81,147.06,60.85,8.0,1.91,-5.83,-68.89,-1.25,-2.7,-7.38,24.89,1.78,8.34,12.95,919.22
2021-11-07,93.74,159.78,331.83,46.06,109.77,145.94,62.92,7.99,0.02,-5.11,-68.5,-1.32,-2.67,-7.22,25.13,1.75,8.36,13.37,921.84
2021-11-08,93.39,159.69,345.25,46.0,109.51,169.64,63.75,9.52,-11.5,-6.32,-58.41,-1.02,-3.07,4.37,26.48,1.22,8.28,13.62,970.42
2021-11-09,94.6,159.31,335.93,57.96,105.34,152.04,62.65,9.51,-13.47,-5.08,-25.4,0.0,-3.1,8.93,26.11,1.32,8.37,13.13,988.18
2021-11-10,92.95,159.66,331.75,53.59,104.63,164.23,63.27,9.5,-13.51,-6.37,-5.12,-1.17,-3.44,6.74,26.23,1.61,8.47,12.79,1005.8
2021-11-11,85.15,159.89,297.76,54.52,103.63,159.78,62.92,9.51,-15.13,-3.6,-15.66,-3.87,-3.36,5.03,25.97,1.6,8.49,13.69,946.32
2021-11-12,86.27,159.36,277.44,52.86,104.41,143.23,61.65,8.02,-14.43,-5.12,-20.32,-0.96,-3.57,4.44,25.97,1.73,8.5,14.71,904.19
2021-11-13,96.05,159.65,316.74,61.54,100.72,135.35,62.42,7.99,-14.46,-4.83,-22.33,-1.09,-3.09,-2.09,23.14,1.63,8.47,15.05,940.87
2021-11-14,99.99,159.5,339.01,57.87,104.81,136.18,63.63,8.02,-10.53,-5.29,-26.37,-0.44,-2.84,-2.17,23.03,1.68,8.56,12.88,967.49
2021-11-15,96.82,159.94,341.83,57.3,103.33,159.26,62.41,10.48,-13.99,-6.72,-11.88,0.0,-3.16,5.16,26.16,1.68,8.45,12.82,1009.9
2021-11-16,94.99,159.53,323.81,65.25,103.51,146.46,61.76,10.49,-13.25,-6.14,-3.44,0.0,-3.62,1.76,25.99,1.72,8.44,13.93,991.2
2021-11-17,94.35,159.45,338.47,60.88,102.91,137.85,62.42,9.67,-13.12,-7.14,-1.25,0.0,-3.38,1.63,26.04,1.53,8.4,13.31,992.02
2021-11-18,94.93,159.34,338.95,60.57,105.61,150.44,61.67,9.65,-14.3,-6.85,-10.93,-1.23,-3.25,2.89,27.18,1.73,8.48,13.55,998.43
2021-11-19,94.92,159.92,339.34,60.78,104.07,147.33,62.05,8.49,-16.1,-6.17,-4.44,-0.0,-3.42,-0.24,26.8,1.71,8.55,12.69,996.28
2021-11-20,94.33,159.42,333.71,57.46,108.32,116.87,61.21,7.99,-16.57,-6.25,-9.23,-2.97,-3.09,-3.55,24.89,1.73,8.5,11.64,944.42
2021-11-21,94.02,159.85,332.97,64.06,106.33,120.3,61.16,7.99,-17.34,-5.43,-8.14,-3.29,-3.23,-2.17,24.89,1.73,8.38,12.13,954.2
2021-11-22,93.96,159.32,340.28,80.53,109.23,199.68,61.86,9.48,-17.93,-5.7,-9.89,-1.92,-3.49,5.18,26.28,1.69,8.6,12.09,1069.24
2021-11-23,95.93,159.68,342.73,81.2,106.41,198.49,61.51,9.49,-13.86,-6.23,-14.51,-1.2,-3.7,5.27,26.21,1.66,8.46,13.24,1070.78
2021-11-24,95.4,159.43,339.17,80.55,109.1,155.75,61.18,8.49,-15.49,-5.99,-15.99,-0.57,-4.12,7.97,26.45,1.62,8.46,13.78,1025.21
2021-11-25,94.86,159.42,343.96,80.1,110.69,162.37,60.88,12.48,-16.16,-6.76,-18.82,-0.29,-4.03,8.48,26.64,1.67,8.51,14.96,1038.97
2021-11-26,94.06,159.12,344.59,82.31,112.42,130.33,60.62,8.51,-13.6,-7.57,-18.29,0.0,-4.17,8.37,26.62,1.67,8.6,14.56,1008.15
2021-11-27,96.33,159.43,337.11,93.38,108.89,148.71,61.46,8.03,-14.19,-7.26,-18.37,-0.75,-3.44,1.91,24.78,1.71,8.66,13.53,1019.91
2021-11-28,96.23,159.46,334.42,93.19,108.22,146.7,61.46,8.02,-15.84,-7.96,-18.24,-0.6,-3.43,1.74,24.75,1.72,8.72,12.86,1011.41
2021-11-29,95.1,159.94,343.86,91.13,102.63,184.28,57.22,10.5,-16.22,-9.3,-18.81,-0.31,-3.8,7.45,26.6,1.66,8.65,14.5,1055.08
2021-11-30,99.3,160.06,341.56,88.21,107.14,161.69,55.31,11.99,-19.15,-8.38,-15.22,-0.27,-4.49,7.96,26.6,1.71,8.55,14.7,1037.26
2021-12-01,98.77,159.33,334.79,82.04,106.02,161.88,58.79,12.56,-17.4,-12.44,-12.41,-0.85,-3.95,9.23,27.41,1.66,8.49,14.24,1028.15
2021-12-02,97.96,159.79,345.87,88.55,108.7,188.23,60.08,10.04,-17.65,-11.27,-15.03,-1.19,-3.95,10.17,24.93,1.66,8.58,14.96,1070.43
2021-12-03,97.65,159.65,356.05,90.42,110.58,184.89,59.41,9.04,-14.85,-11.47,-17.5,-0.13,-3.88,10.24,24.71,1.66,8.6,15.68,1080.75
2021-12-04,93.79,159.4,339.14,91.64,110.85,144.73,61.77,7.53,-13.35,-10.83,-9.59,-0.53,-3.64,7.2,22.55,1.7,8.62,13.76,1024.78
2021-12-05,93.69,159.53,341.75,90.1,111.69,153.07,60.52,5.04,-8.99,-11.18,-10.06,-1.6,-3.42,7.47,22.54,1.68,8.65,15.23,1035.7
2021-12-06,93.17,160.02,344.77,89.57,110.97,198.12,55.34,10.06,-13.07,-14.34,-9.83,-0.58,-4.32,10.21,25.65,1.68,8.61,15.78,1081.8
2021-12-07,96.26,159.73,338.18,89.53,108.21,184.22,55.46,6.53,-12.51,-13.35,-8.61,-0.29,-4.31,10.2,24.73,1.7,8.57,14.61,1058.87
2021-12-08,94.86,159.64,289.04,86.14,100.86,185.46,60.32,6.54,-5.33,-12.81,-8.93,-0.21,-4.38,8.6,24.75,1.69,8.59,11.79,1006.61
2021-12-09,95.04,159.5,345.91,89.76,109.55,190.48,59.98,6.53,-8.04,-11.09,-8.45,-0.25,-4.28,10.97,24.71,1.64,8.47,11.57,1081.98
2021-12-10,95.43,159.73,338.73,87.23,107.52,202.79,59.42,7.04,-9.59,-9.54,-13.3,-0.21,-4.38,9.25,24.68,1.69,8.07,11.6,1076.16
2021-12-11,103.37,159.85,331.38,84.2,103.22,160.49,61.67,7.04,-11.73,-7.33,-18.35,-0.7,-3.7,7.05,23.3,1.67,7.56,11.62,1020.61
2021-12-12,103.83,159.58,338.74,81.33,92.34,148.95,61.49,6.02,-14.31,-7.49,-19.92,-0.34,-3.7,6.18,23.25,1.67,8.19,11.6,997.4
2021-12-13,104.12,159.74,344.29,78.17,92.22,167.42,59.18,8.53,-16.98,-8.86,-18.89,-0.27,-3.76,10.44,24.71,1.64,8.22,11.42,1021.34
2021-12-14,106.37,159.45,340.54,64.77,98.71,167.83,59.45,7.03,-11.89,-7.68,-19.65,0.0,-3.59,9.21,24.68,1.67,8.12,11.89,1016.92
2021-12-15,104.98,158.67,348.12,64.13,97.32,173.69,59.48,7.04,-12.5,-6.99,-11.95,-0.12,-3.8,8.74,26.74,1.64,8.14,11.84,1035.14
2021-12-16,96.01,160.27,337.95,69.13,95.5,168.29,60.1,6.05,-13.08,-7.06,-3.33,0.0,-3.37,8.35,22.57,1.67,8.22,11.79,1019.07
2021-12-17,105.41,159.74,347.16,59.76,102.74,168.73,61.31,4.55,-10.36,-7.25,-12.58,0.0,-3.25,9.37,24.76,1.59,8.3,12.3,1032.3
2021-12-18,95.98,159.33,340.26,69.45,109.03,144.67,61.34,4.03,-15.03,-7.36,-27.72,-0.44,-2.89,6.36,22.33,1.62,8.25,14.57,983.76
2021-12-19,96.25,160.27,333.13,71.64,101.89,143.3,62.62,2.01,-12.94,-6.35,-28.93,-0.44,-2.77,7.2,22.33,1.61,8.33,14.5,973.64
2021-12-20,94.85,159.62,338.58,77.17,91.8,180.38,60.75,4.02,-12.44,-10.05,-26.9,-0.64,-3.23,7.73,23.61,1.6,8.37,12.7,1007.91
2021-12-21,94.72,159.45,346.55,88.0,106.53,194.73,60.22,2.02,-7.16,-10.6,-26.97,-1.05,-3.7,9.74,23.66,1.62,8.38,14.44,1060.57
2021-12-22,94.67,159.64,346.23,88.41,111.78,197.02,60.03,2.01,-8.85,-11.17,-30.71,-1.19,-3.93,8.54,24.69,1.53,8.31,14.81,1061.82
2021-12-23,94.16,154.04,345.41,87.34,110.21,196.44,60.26,2.03,-9.78,-12.19,-38.56,-2.33,-3.64,9.32,24.68,1.56,8.12,13.88,1040.95
2021-12-24,95.8,159.12,342.93,64.92,112.44,181.0,60.82,3.51,-4.38,-11.09,-43.53,-7.16,-3.35,6.81,24.71,1.52,8.3,13.8,1006.16
2021-12-25,95.26,159.29,341.37,83.08,109.68,164.82,62.01,5.01,-3.01,-9.65,-45.96,-7.33,-2.7,4.05,23.3,1.54,8.26,12.77,1001.78
2021-12-26,94.0,161.03,348.22,85.28,111.14,176.6,62.04,4.01,-1.35,-10.09,-46.82,-7.48,-2.74,3.14,23.32,1.54,8.22,14.22,1024.27
2021-12-27,94.18,158.76,345.61,73.73,111.36,181.51,61.57,9.01,-2.32,-10.56,-48.32,-6.78,-3.12,2.71,23.36,1.49,8.2,14.07,1014.46
2021-12-28,94.35,160.27,347.02,64.6,109.12,183.91,62.06,7.95,3.6,-9.89,-49.28,-6.51,-2.87,1.22,23.34,1.57,8.26,12.15,1010.86
2021-12-29,94.53,159.74,346.49,47.82,110.39,188.33,62.96,8.94,-4.41,-10.9,-49.58,-5.46,-2.49,-1.38,24.3,1.64,8.25,11.44,990.59
2021-12-30,89.71,159.78,345.66,49.25,111.5,166.47,63.03,9.07,-6.7,-9.4,-47.43,-4.48,-2.04,-7.36,26.65,1.62,7.62,11.41,964.35
2021-12-31,84.28,159.92,347.05,49.24,109.46,169.55,53.89,9.02,-0.93,-8.42,-45.34,-7.89,-1.59,-10.65,26.52,1.62,8.01,11.3,955.04
2022-01-01,68.06,149.14,331.47,48.63,110.74,203.77,62.84,7.54,8.0,-6.55,-67.14,-6.46,-2.55,-12.45,24.4,1.62,7.25,11.31,939.62
2022-01-02,54.88,150.3,345.68,48.54,107.73,208.36,63.34,7.54,3.97,-6.93,-70.36,-6.65,-2.52,-12.27,24.4,1.62,7.28,11.65,936.55
2022-01-03,46.7,148.53,348.26,49.45,109.56,216.29,61.9,10.02,2.89,-5.18,-68.76,-3.16,-2.76,-12.05,24.41,1.62,7.58,11.49,946.79
2022-01-04,49.84,148.19,345.74,51.63,109.71,263.98,60.95,9.11,4.6,-4.57,-75.88,-2.33,-2.98,-4.92,22.64,1.59,8.2,12.21,997.71
2022-01-05,47.02,150.28,326.54,55.68,109.47,276.8,62.35,8.08,3.31,-8.32,-55.91,-1.29,-2.95,-4.39,24.02,1.61,8.2,13.89,1014.4
2022-01-06,48.65,149.01,337.35,76.94,108.69,281.66,60.84,6.48,2.39,-7.7,-65.89,-7.15,-3.53,-0.9,22.6,1.58,8.2,14.11,1033.35
2022-01-07,49.67,150.29,343.31,71.6,108.07,283.39,60.0,6.98,-2.32,-8.21,-64.36,-7.17,-3.94,1.32,23.17,1.63,8.02,13.39,1034.82
2022-01-08,50.37,148.0,342.93,66.71,109.19,266.58,61.29,6.0,-0.22,-8.56,-65.54,-10.32,-3.43,-3.32,20.73,1.67,7.75,14.28,1004.09
2022-01-09,50.58,147.98,343.95,67.11,108.7,257.34,61.73,5.99,0.61,-7.89,-67.05,-9.88,-3.72,-3.03,20.68,1.67,8.07,13.86,996.69
2022-01-10,55.56,147.98,336.08,66.17,106.91,301.29,59.66,7.48,-2.9,-9.26,-62.78,-11.37,-4.63,3.69,21.75,1.56,8.01,13.88,1039.07
2022-01-11,48.92,148.0,336.94,80.61,107.02,300.97,58.84,7.49,-0.49,-8.36,-57.93,-12.7,-3.38,3.69,24.49,1.55,7.87,14.87,1058.41
2022-01-12,59.73,147.99,337.65,68.68,107.14,305.11,59.44,7.45,4.33,-7.5,-64.94,-12.65,-4.3,5.3,24.57,1.59,7.96,15.23,1062.8
2022-01-13,67.61,147.93,323.11,62.56,104.53,300.24,58.92,7.47,2.62,-5.82,-74.07,-11.18,-5.21,5.03,24.6,1.6,7.88,13.77,1031.6
2022-01-14,57.87,147.82,325.34,67.87,98.65,301.42,57.81,8.47,-5.99,-3.9,-61.54,-9.92,-3.89,5.73,24.43,1.59,8.32,14.57,1034.66
2022-01-15,50.46,148.17,297.6,75.24,99.51,308.43,59.98,5.5,-0.1,-6.15,-64.66,-11.7,-3.19,-1.89,24.67,1.57,8.41,14.21,1006.04
2022-01-16,50.56,147.97,288.69,76.86,101.12,308.8,60.0,5.5,-3.53,-6.13,-64.08,-12.34,-3.76,-2.18,24.67,1.57,8.36,13.69,995.8
2022-01-17,50.31,150.33,304.79,78.02,105.8,312.79,59.68,8.96,-12.2,-6.02,-59.68,-11.24,-4.2,4.39,24.67,1.57,8.25,14.11,1030.33
2022-01-18,50.4,148.02,256.05,68.67,105.89,330.83,57.83,7.47,-2.91,-6.86,-67.06,-10.53,-3.64,3.29,24.6,1.52,8.22,12.77,984.57
2022-01-19,49.76,147.96,316.99,69.63,104.85,310.52,54.6,6.97,-2.56,-6.42,-67.1,-10.25,-4.16,3.3,24.05,1.55,8.19,14.14,1022.01
2022-01-20,50.25,148.06,328.21,68.76,103.3,308.14,54.31,6.96,-3.47,-7.73,-75.8,-11.42,-3.98,2.8,23.61,1.59,8.29,13.95,1015.81
2022-01-21,55.36,148.02,337.4,68.51,104.86,300.77,54.33,6.97,-1.52,-6.29,-73.99,-11.31,-4.26,4.0,23.5,1.62,8.3,14.13,1030.37
2022-01-22,50.6,147.97,337.35,68.22,99.33,284.5,60.16,5.48,-3.32,-6.74,-76.36,-10.73,-3.91,-0.56,22.57,1.59,8.25,13.93,998.33
2022-01-23,48.59,147.98,331.59,68.96,100.63,285.05,61.19,3.49,-5.45,-6.01,-76.98,-10.92,-3.61,-1.11,22.57,1.59,8.28,14.49,990.33
2022-01-24,62.87,147.96,341.93,61.74,102.04,315.66,58.4,9.0,-4.26,-3.76,-77.15,-10.75,-4.17,3.5,24.23,1.55,7.96,13.85,1050.59
2022-01-25,66.28,150.4,344.68,74.41,103.41,332.46,57.33,7.5,0.66,-5.24,-71.92,-11.38,-4.62,5.07,22.85,1.54,8.19,14.59,1096.2
2022-01-26,78.22,150.3,337.15,71.04,105.13,318.38,54.35,7.47,-1.27,-5.98,-71.25,-7.11,-4.83,4.05,17.74,1.56,8.32,13.59,1076.87
2022-01-27,71.62,150.3,311.04,71.0,103.13,332.68,59.24,7.48,-0.38,-7.44,-65.05,-11.19,-4.17,4.46,17.11,1.59,8.33,12.53,1062.28
2022-01-28,65.74,150.4,311.12,63.63,99.93,303.44,58.6,6.47,-1.45,-4.74,-69.78,-12.02,-4.24,1.2,17.99,1.61,8.42,13.25,1009.58
2022-01-29,64.42,150.3,329.91,56.4,101.07,266.31,60.06,4.48,-0.47,-5.89,-66.38,-11.34,-3.51,-3.13,17.99,1.48,6.07,13.81,981.57
2022-01-30,63.15,150.38,332.67,56.62,97.84,271.75,62.05,4.47,-1.87,-6.24,-64.45,-11.31,-3.65,-3.67,18.05,1.54,8.37,14.22,989.91
2022-01-31,69.42,150.28,341.56,54.81,104.77,287.7,60.65,7.52,-1.55,-8.12,-63.79,-12.47,-4.3,4.59,18.87,1.49,8.44,15.5,1035.38
2022-02-01,89.15,159.58,342.6,59.87,106.97,267.67,60.51,7.45,-0.64,-6.73,-47.44,-13.79,-4.07,-5.2,22.08,1.51,7.96,14.62,1062.1
2022-02-02,65.6,159.53,343.07,54.71,100.47,273.63,56.42,7.45,-7.37,-6.31,-46.87,-13.88,-3.75,-1.68,22.17,1.55,8.27,14.82,1027.82
2022-02-03,60.25,160.17,345.24,56.38,104.83,283.45,57.09,7.47,-7.38,-6.18,-50.01,-13.38,-4.06,-1.39,22.04,1.55,8.85,14.13,1039.03
2022-02-04,60.98,159.44,338.12,64.63,110.26,292.09,57.33,4.99,-5.0,-4.16,-54.5,-11.47,-3.74,-2.43,22.51,1.56,8.24,14.26,1053.12
2022-02-05,64.29,159.94,335.95,57.27,107.96,265.17,62.57,1.0,1.47,-4.14,-51.95,-11.15,-3.38,-5.01,20.16,1.55,8.39,15.08,1025.18
2022-02-06,66.27,159.61,336.68,56.86,108.21,265.5,63.09,0.0,0.99,-4.35,-50.7,-10.36,-3.36,-5.15,20.16,1.49,8.29,14.94,1028.19
2022-02-07,71.83,159.63,334.17,57.14,107.94,280.21,62.82,0.0,-6.13,-4.98,-44.8,-12.35,-3.53,-2.06,22.57,1.49,8.26,12.52,1044.72
2022-02-08,61.84,159.37,336.75,61.16,100.52,258.74,61.29,0.0,-7.56,-5.19,-50.17,-12.37,-3.56,-0.87,21.8,1.5,8.33,12.78,1004.35
2022-02-09,64.22,159.74,326.17,56.42,102.94,266.25,62.25,0.0,-11.26,-3.76,-52.37,-13.31,-3.83,-0.68,22.1,1.53,8.37,12.59,997.37
2022-02-10,49.24,155.94,323.84,57.18,102.38,276.92,62.44,0.0,-12.69,-4.12,-57.5,-12.48,-3.55,0.0,22.16,1.62,8.35,12.29,982.01
2022-02-11,47.2,155.74,327.1,73.95,102.33,274.63,62.52,0.0,-11.3,-4.69,-58.32,-12.15,-3.31,-1.75,21.88,1.6,8.36,12.37,996.18
2022-02-12,47.74,155.75,328.16,64.46,102.91,256.38,62.89,0.0,-5.87,-2.59,-54.01,-13.04,-3.36,-4.24,21.68,1.67,8.37,12.34,979.24
2022-02-13,48.22,155.69,328.87,66.12,103.62,246.74,63.07,0.0,-4.03,-2.11,-52.7,-13.9,-3.5,-4.61,22.64,1.69,8.29,12.35,976.46
2022-02-14,57.35,156.8,329.09,63.7,102.56,251.26,62.21,0.0,-3.38,-2.75,-53.74,-13.84,-3.79,-0.3,23.92,1.56,8.32,11.97,990.93
2022-02-15,51.41,159.62,329.98,65.34,100.76,263.97,61.5,0.0,-6.21,-5.39,-45.6,-11.62,-4.13,1.65,26.5,1.52,8.33,11.99,1009.61
2022-02-16,49.36,149.37,330.12,49.04,102.5,245.99,60.82,0.0,-3.02,-4.22,-57.8,-13.75,-3.57,-2.24,25.93,1.54,8.18,12.11,950.37
2022-02-17,47.33,149.37,335.21,63.69,102.07,252.33,60.21,5.01,-5.06,-3.93,-61.54,-13.76,-3.48,-3.83,25.74,1.64,8.32,11.63,970.95
2022-02-18,47.43,154.56,315.87,49.27,103.44,278.25,61.66,7.49,5.68,-4.68,-54.97,-12.35,-3.18,-4.5,25.87,1.62,8.27,11.47,991.21
2022-02-19,46.17,149.38,321.94,41.97,103.42,208.75,61.63,6.03,11.66,-3.43,-53.78,-8.81,-3.01,-6.26,25.78,1.6,8.33,11.95,923.32
2022-02-20,46.38,149.37,341.96,43.02,103.96,189.55,62.64,6.02,8.3,-4.11,-54.05,-11.16,-2.89,-7.78,25.76,1.62,8.3,13.03,919.91
2022-02-21,46.78,149.41,340.27,54.29,101.2,210.83,61.32,6.98,4.97,-3.76,-51.9,-12.24,-3.47,-2.18,26.61,1.65,8.19,13.36,952.31
2022-02-22,46.18,154.3,336.23,63.05,99.71,217.55,61.66,6.98,4.85,-5.31,-54.47,-12.64,-3.68,-1.05,25.54,1.67,8.25,12.98,961.78
2022-02-23,48.1,160.12,340.78,62.72,100.34,213.5,60.8,6.97,5.06,-2.84,-48.68,-12.69,-3.92,-2.63,26.24,1.67,8.22,13.66,977.41
2022-02-24,60.87,159.45,339.67,68.71,99.8,224.6,60.72,6.97,9.92,-3.63,-36.51,-11.28,-3.87,-1.85,26.34,1.68,8.17,13.42,1023.17
2022-02-25,91.47,159.26,354.0,59.74,99.9,236.97,60.55,6.97,8.99,-3.92,-42.74,-6.65,-4.23,-3.55,26.36,1.71,8.29,13.56,1066.69
2022-02-26,98.88,160.25,327.44,51.48,103.96,221.76,61.47,5.98,5.15,-2.23,-51.24,-3.45,-3.33,-4.59,26.33,1.68,8.23,13.49,1021.26
2022-02-27,85.76,159.46,330.89,49.76,104.63,215.69,61.14,5.98,2.05,-2.06,-52.7,-5.34,-3.09,-4.77,26.29,1.66,8.27,13.03,996.64
2022-02-28,92.88,159.59,342.54,50.05,101.44,245.3,60.1,7.0,0.26,-3.83,-57.62,-7.46,-4.17,-3.15,26.31,1.61,8.1,13.23,1032.17
2022-03-01,100.39,158.83,342.22,56.38,103.85,243.45,58.5,5.98,1.64,-3.52,-49.97,-13.47,-4.51,-2.16,26.32,1.6,8.03,13.29,1046.86
2022-03-02,99.5,159.73,342.32,56.44,103.87,228.54,58.74,6.99,8.08,-4.24,-52.19,-10.04,-4.0,-1.83,26.23,1.63,8.17,12.99,1040.93
2022-03-03,104.64,154.88,343.35,56.16,100.83,234.3,58.85,6.98,5.15,-5.73,-44.24,-13.5,-4.45,-2.8,26.34,1.63,8.17,12.69,1043.25
2022-03-04,98.33,163.45,359.27,58.77,99.8,233.13,58.94,6.97,2.15,-4.98,-47.94,-13.53,-4.5,-1.78,25.85,1.63,8.32,12.86,1056.74
2022-03-05,97.59,160.7,330.64,55.94,100.99,233.96,60.13,3.99,1.97,-4.95,-49.77,-12.46,-3.91,-5.52,25.91,1.76,8.0,12.59,1017.58
2022-03-06,96.65,159.43,336.03,55.24,103.0,230.29,61.41,3.0,0.94,-5.06,-48.22,-12.32,-3.95,-5.9,25.9,1.65,8.1,12.98,1019.18
2022-03-07,95.51,159.91,336.69,53.99,101.97,246.04,58.49,5.47,-2.67,-4.87,-51.68,-12.37,-4.83,-2.0,26.01,1.62,7.88,14.31,1029.48
2022-03-08,98.99,159.59,334.01,48.42,99.41,248.8,61.29,3.99,2.9,-4.93,-47.06,-13.35,-5.21,-1.43,26.05,1.56,7.94,14.35,1035.31
2022-03-09,96.24,159.62,324.52,46.33,98.38,261.03,61.1,1.5,3.4,-5.03,-48.03,-13.49,-5.02,-1.52,26.36,1.65,7.96,12.09,1027.09
2022-03-10,95.18,159.44,330.7,46.09,91.81,233.04,61.52,1.5,7.9,-4.97,-49.91,-13.54,-4.97,-4.39,26.59,1.64,7.85,12.44,997.92
2022-03-11,91.88,159.95,332.61,45.42,87.07,253.86,61.23,1.5,8.69,-2.85,-54.56,-13.69,-5.32,-4.1,26.91,1.6,7.76,12.11,1010.07
2022-03-12,95.4,159.25,333.72,47.35,94.75,232.75,61.77,1.5,9.31,-3.9,-50.19,-13.42,-4.85,-7.96,26.79,1.62,7.95,12.21,1004.07
