Date,Norway_Pipeline,Russia_Pipeline,Algeria_Pipeline,LNG_Total,Domestic_Production,Storage_Net_Withdrawals,Other_Imports,Total_Supply
2017-09-14,563.61,0.0,22.13,60.67,204.11,-76.99,199.36,972.9
2017-09-15,539.98,0.0,22.15,50.35,206.8,-28.98,201.17,991.47
2017-09-16,578.57,0.0,22.12,47.36,211.11,-140.9,194.26,912.52
2017-09-17,562.39,0.0,22.11,38.56,211.83,-143.02,187.7,879.57
2017-09-18,559.49,0.0,22.17,58.99,215.27,8.0,203.04,1066.96
2017-09-19,542.46,0.0,28.84,69.09,212.44,-18.16,205.51,1040.19
2017-09-20,577.28,0.0,32.73,71.96,204.36,-41.73,200.95,1045.54
2017-09-21,541.58,12.41,33.07,72.48,206.77,-27.12,204.17,1043.35
2017-09-22,543.91,142.46,33.37,64.92,212.64,-152.82,154.48,998.97
2017-09-23,553.17,153.34,30.81,66.69,218.71,-268.14,131.45,886.03
2017-09-24,555.63,154.94,43.33,64.67,223.13,-276.66,114.24,879.28
2017-09-25,570.71,155.25,55.14,53.66,227.67,-94.41,81.68,1049.71
2017-09-26,606.35,159.39,54.93,58.99,234.21,-125.25,89.18,1077.8
2017-09-27,486.35,159.76,52.5,59.08,235.88,-90.51,91.17,994.24
2017-09-28,569.65,158.55,52.23,55.81,236.52,-152.84,95.57,1015.49
2017-09-29,574.23,159.59,53.21,54.45,234.29,-209.53,110.75,976.99
2017-09-30,597.96,158.84,50.85,65.92,233.79,-281.99,114.16,939.53
2017-10-01,613.42,157.93,45.27,40.72,229.17,-335.6,139.43,890.35
2017-10-02,619.46,159.45,45.57,53.75,235.72,-257.12,140.5,997.34
2017-10-03,624.37,159.66,50.22,52.76,246.97,-216.59,120.51,1037.91
2017-10-04,619.5,159.64,57.52,51.82,225.96,-145.47,116.11,1085.09
2017-10-05,553.94,159.54,58.2,51.03,248.83,-139.22,115.25,1047.59
2017-10-06,611.4,160.03,58.23,54.21,253.46,-118.03,96.73,1116.03
2017-10-07,586.05,159.26,58.72,35.62,254.99,-190.85,116.03,1019.81
2017-10-08,603.91,159.87,58.39,36.88,232.06,-188.34,116.88,1019.65
2017-10-09,599.11,159.52,58.28,47.91,253.9,-62.77,114.37,1170.33
2017-10-10,411.98,159.85,58.37,52.47,270.73,-18.87,112.35,1046.88
2017-10-11,457.01,159.25,57.7,50.35,240.98,-49.62,115.93,1031.6
2017-10-12,602.85,159.31,56.41,48.78,237.35,-141.01,130.58,1094.27
2017-10-13,607.64,159.8,55.78,47.0,237.16,-167.98,128.33,1067.72
2017-10-14,624.46,159.43,55.86,35.34,232.23,-310.1,128.46,925.67
2017-10-15,624.11,159.62,55.69,34.38,234.9,-327.5,129.76,910.97
2017-10-16,631.06,159.49,55.95,48.76,232.36,-206.62,122.32,1043.33
2017-10-17,628.33,159.47,56.29,51.3,241.31,-156.76,116.58,1096.52
2017-10-18,632.42,159.47,55.49,47.75,247.27,-105.79,128.27,1164.88
2017-10-19,640.61,159.47,55.6,40.57,252.03,-131.67,131.7,1148.31
2017-10-20,625.3,159.54,59.02,45.85,253.48,-138.47,132.41,1137.12
2017-10-21,612.16,155.73,57.16,44.16,244.07,-231.5,133.92,1015.7
2017-10-22,635.31,159.52,57.49,34.31,261.29,-210.19,122.55,1060.28
2017-10-23,619.07,159.44,59.2,55.73,272.98,-63.28,142.26,1245.39
2017-10-24,612.09,159.34,58.99,55.12,253.22,-100.93,159.84,1197.66
2017-10-25,624.18,158.95,55.46,52.36,256.35,-144.72,162.02,1164.58
2017-10-26,537.42,159.33,55.3,56.27,262.2,-69.99,156.83,1157.36
2017-10-27,547.23,159.63,53.82,55.72,245.7,-79.44,157.77,1140.42
2017-10-28,606.18,166.26,54.95,46.54,269.87,-162.6,156.3,1137.5
2017-10-29,621.1,159.42,55.77,47.58,267.33,-157.51,149.82,1143.51
2017-10-30,650.82,159.54,55.3,69.1,265.42,51.13,159.25,1410.57
2017-10-31,661.55,159.38,56.34,65.85,264.02,49.53,154.02,1410.7
2017-11-01,651.38,159.46,64.47,49.63,256.92,36.24,127.29,1345.4
2017-11-02,645.9,160.15,64.08,64.28,257.97,102.81,141.72,1436.9
2017-11-03,642.65,161.02,64.14,69.94,256.89,77.14,142.58,1414.36
2017-11-04,625.85,159.37,64.03,51.0,237.61,-9.99,137.19,1265.07
2017-11-05,635.14,159.57,64.01,50.32,242.81,7.09,137.42,1296.36
2017-11-06,646.54,159.41,63.64,83.37,269.86,223.17,143.54,1589.52
2017-11-07,643.6,158.77,63.34,60.65,292.77,288.41,156.55,1664.09
2017-11-08,625.56,159.94,63.26,61.3,290.76,297.07,169.59,1667.48
2017-11-09,625.18,159.52,63.05,60.29,276.67,247.78,170.95,1603.44
2017-11-10,627.15,159.95,62.91,56.16,270.7,191.97,162.66,1531.5
2017-11-11,628.06,159.19,63.26,38.25,209.18,131.98,169.51,1399.43
2017-11-12,617.03,159.8,63.82,34.65,274.61,125.75,165.78,1441.44
2017-11-13,622.64,159.35,62.54,55.64,288.81,356.69,175.23,1720.89
2017-11-14,606.25,159.45,63.73,45.19,267.46,404.07,175.48,1721.62
2017-11-15,618.83,159.74,62.69,42.93,271.95,353.86,175.22,1685.21
2017-11-16,603.76,159.32,62.53,49.4,286.26,328.52,176.1,1665.88
2017-11-17,610.77,159.47,62.53,59.99,289.24,336.05,178.87,1696.91
2017-11-18,591.49,159.52,60.86,48.11,273.49,248.91,173.24,1555.62
2017-11-19,579.12,159.39,63.52,49.27,273.5,253.91,172.58,1551.29
2017-11-20,581.32,159.79,62.64,60.99,263.12,405.66,173.45,1706.98
2017-11-21,586.26,159.22,63.01,60.53,252.15,319.27,164.18,1604.62
2017-11-22,585.06,159.49,63.55,55.62,260.78,261.53,172.98,1559.0
2017-11-23,586.55,159.42,63.05,46.15,269.33,278.24,158.27,1561.0
2017-11-24,602.41,159.36,63.04,32.56,272.9,332.1,157.94,1620.31
2017-11-25,632.56,159.58,63.03,32.34,271.67,230.97,158.71,1548.86
2017-11-26,621.85,159.38,63.49,38.95,271.44,258.97,159.43,1573.51
2017-11-27,631.49,159.48,63.93,54.15,277.29,464.33,157.82,1808.49
2017-11-28,637.29,157.71,64.12,53.26,286.77,498.69,160.64,1858.47
2017-11-29,639.39,161.15,64.86,45.88,291.45,587.12,160.84,1950.69
2017-11-30,637.69,159.46,65.91,52.85,274.46,603.4,170.41,1964.17
2017-12-01,634.68,159.83,63.94,53.58,298.62,631.57,172.13,2014.35
2017-12-02,638.64,159.31,64.43,33.58,289.51,509.96,178.97,1874.39
2017-12-03,639.89,159.49,64.27,32.14,298.13,447.87,180.0,1821.79
2017-12-04,643.51,159.45,64.07,49.17,286.49,527.63,179.48,1909.81
2017-12-05,644.91,159.42,64.08,49.84,282.97,490.16,164.13,1855.5
2017-12-06,632.97,159.76,63.68,45.47,296.61,485.83,155.74,1840.07
2017-12-07,585.45,159.36,63.95,35.95,274.4,532.91,166.85,1818.87
2017-12-08,631.66,159.39,62.08,38.93,279.26,496.31,162.45,1830.08
2017-12-09,623.65,159.51,62.62,35.42,271.43,512.35,168.99,1833.97
2017-12-10,619.14,159.4,63.25,39.53,267.52,533.13,169.55,1851.52
2017-12-11,618.68,156.71,63.78,71.78,263.04,631.14,175.71,1980.84
2017-12-12,457.11,159.5,74.06,83.01,254.62,797.43,110.27,1936.0
2017-12-13,433.23,161.84,65.65,69.84,245.46,667.98,154.59,1798.59
2017-12-14,608.89,160.42,66.22,53.42,244.26,562.32,174.45,1869.97
2017-12-15,617.12,159.96,64.2,58.3,246.88,580.13,175.01,1901.59
2017-12-16,620.81,159.21,64.75,55.75,254.31,502.61,174.15,1831.59
2017-12-17,603.66,159.21,65.08,54.93,239.95,461.88,169.1,1753.8
2017-12-18,633.49,157.52,65.05,59.6,244.38,663.85,170.48,1994.38
2017-12-19,631.19,159.27,63.84,53.35,244.49,697.22,169.71,2019.06
2017-12-20,629.77,159.91,63.66,54.48,240.38,599.67,171.74,1919.62
2017-12-21,601.79,159.21,63.1,52.78,247.71,507.73,159.94,1792.26
2017-12-22,616.11,159.55,63.77,51.38,245.22,397.05,155.22,1688.31
2017-12-23,609.94,159.29,65.21,46.01,238.68,204.29,149.63,1473.04
2017-12-24,610.64,159.52,65.2,43.93,242.4,136.34,145.95,1403.99
2017-12-25,608.64,159.5,64.05,42.55,248.78,155.17,147.79,1426.48
2017-12-26,608.92,159.46,63.28,45.29,262.48,237.96,154.04,1531.43
2017-12-27,613.02,159.53,63.1,60.89,260.23,369.52,151.94,1678.24
2017-12-28,613.85,159.52,62.64,51.21,265.61,453.4,154.35,1760.57
2017-12-29,610.8,159.43,62.44,50.54,257.4,397.48,162.37,1700.45
2017-12-30,615.79,159.63,64.27,54.73,258.79,168.02,148.13,1469.36
2017-12-31,612.63,159.53,65.15,47.81,250.54,80.39,148.68,1364.75
2018-01-01,616.03,159.28,63.8,34.02,271.02,143.63,166.24,1454.02
2018-01-02,621.97,159.65,62.53,46.61,277.15,280.0,165.41,1613.32
2018-01-03,632.18,159.15,63.44,49.51,280.01,323.13,163.28,1670.7
2018-01-04,626.54,159.42,67.77,49.13,288.42,306.36,161.53,1659.17
2018-01-05,624.99,159.58,66.94,44.91,289.15,308.71,156.41,1650.7
2018-01-06,635.01,158.21,62.1,46.49,294.37,219.15,140.25,1555.58
2018-01-07,624.8,159.5,60.2,40.79,284.17,329.64,143.56,1642.64
2018-01-08,638.89,159.45,65.93,49.48,280.6,552.51,134.19,1881.04
2018-01-09,636.01,159.66,68.51,48.23,292.35,517.64,129.04,1851.45
2018-01-10,625.4,159.31,68.48,48.16,287.71,490.36,122.9,1802.34
2018-01-11,624.19,159.9,68.01,46.64,304.01,530.07,116.01,1848.83
2018-01-12,631.71,158.99,67.07,44.55,301.97,491.36,115.51,1811.17
2018-01-13,632.11,159.8,67.42,31.98,291.86,399.46,106.2,1688.84
2018-01-14,632.17,159.33,66.92,41.3,294.92,429.86,100.31,1724.81
2018-01-15,638.58,159.84,67.24,53.56,294.8,567.08,108.03,1889.13
2018-01-16,634.91,155.59,65.26,45.3,298.33,559.0,103.83,1862.22
2018-01-17,614.99,163.16,65.38,42.92,293.36,620.69,108.28,1908.78
2018-01-18,602.95,159.59,67.24,43.28,292.16,607.54,103.98,1876.74
2018-01-19,580.77,159.67,68.0,43.45,283.57,608.38,122.07,1865.9
2018-01-20,608.07,158.85,67.94,38.37,273.98,472.95,117.55,1737.71
2018-01-21,605.05,159.77,66.76,30.47,281.7,382.42,119.43,1645.61
2018-01-22,620.52,159.55,67.19,44.24,288.88,499.81,118.29,1798.49
2018-01-23,583.67,159.17,68.02,46.96,259.25,460.14,114.22,1691.43
2018-01-24,591.1,159.44,66.99,45.06,253.97,433.27,115.49,1665.33
2018-01-25,624.64,159.98,34.19,50.53,267.84,508.79,120.26,1766.23
2018-01-26,609.37,159.06,65.17,54.55,285.11,510.46,114.38,1798.11
2018-01-27,595.15,159.7,65.8,42.74,269.85,322.52,115.83,1571.59
2018-01-28,599.32,159.78,65.32,40.76,269.42,225.98,117.16,1477.74
2018-01-29,634.53,159.08,66.77,53.58,284.35,404.22,114.71,1717.23
2018-01-30,579.12,159.32,68.27,53.11,307.84,495.1,124.37,1787.12
2018-01-31,675.98,159.78,67.06,44.14,307.86,450.08,120.34,1825.24
2018-02-01,701.15,159.44,68.45,42.62,309.82,498.4,121.94,1901.82
2018-02-02,600.48,159.36,67.89,34.05,307.83,529.1,122.38,1821.09
2018-02-03,643.24,159.99,67.8,29.13,309.91,438.09,130.2,1778.36
2018-02-04,597.65,159.46,68.28,31.81,314.49,468.23,138.15,1778.09
2018-02-05,621.13,159.64,68.2,52.34,310.13,733.9,131.96,2077.31
2018-02-06,638.01,158.86,68.44,57.2,307.8,801.12,130.39,2161.81
2018-02-07,633.19,159.55,68.42,57.54,287.44,776.9,130.58,2113.62
2018-02-08,627.11,159.8,67.74,56.93,267.21,768.16,140.78,2087.72
2018-02-09,622.21,159.19,68.3,48.81,282.48,689.93,136.62,2007.55
2018-02-10,625.98,159.63,66.83,33.55,286.43,452.06,131.88,1756.37
2018-02-11,622.55,159.81,67.57,34.98,310.89,393.72,134.67,1724.2
2018-02-12,612.55,159.67,66.79,53.31,301.14,642.87,133.99,1970.31
2018-02-13,614.45,159.17,66.28,51.45,313.39,659.63,147.21,2011.57
2018-02-14,618.6,159.36,66.23,50.94,308.85,619.16,147.35,1970.48
2018-02-15,613.19,159.51,65.76,47.19,299.79,552.91,155.78,1894.13
2018-02-16,616.71,159.17,65.72,46.25,294.46,506.78,151.42,1840.51
2018-02-17,589.11,159.44,65.99,33.6,291.68,391.5,149.67,1680.99
2018-02-18,590.1,159.75,66.37,30.33,297.96,384.79,154.55,1683.85
2018-02-19,602.42,159.58,66.87,34.34,298.53,608.64,156.61,1927.0
2018-02-20,581.78,159.26,67.23,39.2,306.66,595.28,164.71,1914.12
2018-02-21,585.48,159.59,62.46,33.54,309.35,645.99,170.51,1966.92
2018-02-22,585.83,158.94,62.5,31.12,310.31,694.47,162.72,2005.89
2018-02-23,588.58,159.59,59.77,26.27,307.37,645.27,177.35,1964.2
2018-02-24,589.55,159.02,67.27,24.39,296.48,537.62,137.76,1812.1
2018-02-25,607.88,159.34,64.77,24.39,307.4,612.37,129.6,1905.75
2018-02-26,602.07,159.19,67.26,75.79,305.58,904.23,145.93,2260.04
2018-02-27,597.73,159.67,71.44,141.97,296.17,891.16,153.53,2311.68
2018-02-28,530.28,159.3,72.69,179.02,290.2,906.65,175.45,2313.58
2018-03-01,569.03,160.15,69.49,145.07,259.47,901.2,196.04,2300.44
2018-03-02,571.15,159.15,67.17,94.41,241.46,810.39,209.89,2153.63
2018-03-03,583.65,156.9,67.41,47.93,256.14,607.74,162.05,1881.82
2018-03-04,614.43,158.28,67.55,45.31,246.59,434.12,151.63,1717.91
2018-03-05,597.35,160.4,67.95,44.3,259.82,429.26,161.33,1720.4
2018-03-06,587.64,158.95,67.45,39.66,261.76,463.03,165.33,1743.82
2018-03-07,593.46,159.33,67.9,36.95,263.73,435.91,174.62,1731.9
2018-03-08,584.4,159.82,67.36,38.68,266.22,401.27,165.64,1683.38
2018-03-09,580.99,159.24,64.46,53.92,245.57,329.76,158.69,1592.62
2018-03-10,587.46,158.86,63.73,42.08,228.25,101.56,155.49,1337.42
2018-03-11,574.84,159.94,64.14,42.85,230.27,54.88,155.2,1282.13
2018-03-12,581.15,160.19,64.74,46.13,231.26,225.41,166.38,1475.27
2018-03-13,584.96,159.35,64.23,47.8,263.48,211.18,164.71,1495.71
2018-03-14,607.12,159.77,64.57,37.95,266.17,224.39,157.29,1517.26
2018-03-15,606.77,159.91,64.13,31.68,266.35,273.14,167.11,1569.09
2018-03-16,608.28,160.78,64.07,36.89,303.4,216.09,170.15,1559.66
2018-03-17,612.02,159.38,64.31,39.74,313.26,297.59,173.29,1659.58
2018-03-18,594.43,159.47,64.19,57.55,312.77,380.17,168.89,1737.49
2018-03-19,599.3,159.32,68.43,93.53,301.18,508.08,183.53,1913.38
2018-03-20,588.66,159.33,67.81,76.53,308.32,483.89,188.2,1872.75
2018-03-21,596.97,157.72,66.49,74.36,285.56,445.6,193.19,1819.88
2018-03-22,604.02,153.01,67.68,72.91,273.51,401.11,190.15,1762.39
2018-03-23,603.93,152.84,64.76,77.03,272.2,320.66,190.12,1681.55
2018-03-24,556.92,153.11,63.76,91.88,259.21,145.9,165.17,1435.95
2018-03-25,596.75,158.68,62.47,103.37,267.84,48.12,183.83,1421.06
2018-03-26,617.92,159.29,61.15,104.85,253.27,212.26,186.47,1595.22
2018-03-27,610.13,159.4,62.13,99.21,245.35,229.22,174.32,1579.77
2018-03-28,615.7,159.68,64.39,114.66,263.49,177.89,177.47,1573.28
2018-03-29,616.44,159.98,63.56,109.77,267.01,111.61,190.18,1518.54
2018-03-30,614.21,158.8,61.75,108.51,245.77,2.9,181.58,1373.54
2018-03-31,617.59,159.5,59.49,90.35,247.65,-65.73,187.76,1296.61
2018-04-01,628.17,159.48,37.77,72.24,254.33,-67.72,203.9,1288.16
2018-04-02,624.57,160.05,35.81,67.54,255.65,-61.27,182.35,1264.69
2018-04-03,619.36,159.36,36.4,79.14,255.97,-46.97,176.49,1279.76
2018-04-04,623.3,159.13,36.12,101.44,237.09,-55.18,191.33,1293.23
2018-04-05,621.59,160.14,41.44,102.16,240.76,-12.26,193.27,1347.1
2018-04-06,629.38,160.31,42.22,84.94,235.05,-113.32,196.33,1234.92
2018-04-07,621.17,159.63,36.21,50.3,218.92,-248.59,196.05,1033.68
2018-04-08,617.09,159.49,35.81,53.22,207.94,-304.1,177.28,946.72
2018-04-09,614.31,159.41,36.25,95.48,207.42,-140.74,189.29,1161.43
2018-04-10,559.45,159.92,36.12,83.36,208.15,-92.17,193.98,1148.81
2018-04-11,540.57,160.02,36.71,116.18,209.54,-69.82,198.75,1191.94
2018-04-12,554.41,159.05,36.49,99.53,215.28,-34.43,193.18,1223.51
2018-04-13,592.19,159.47,36.25,104.94,206.14,-111.79,193.16,1180.36
2018-04-14,595.66,159.47,36.6,59.68,206.56,-292.16,185.09,950.9
2018-04-15,552.86,159.43,36.58,72.3,201.26,-310.76,186.85,898.52
2018-04-16,554.26,159.57,36.96,74.44,203.34,-198.83,185.73,1015.47
2018-04-17,550.29,159.72,48.09,80.46,198.57,-258.77,185.53,963.9
2018-04-18,556.13,159.06,48.95,78.46,199.73,-371.2,189.63,860.78
2018-04-19,531.53,159.6,44.67,77.21,201.73,-374.63,175.52,815.64
2018-04-20,525.2,158.97,35.6,75.33,191.5,-418.85,192.59,760.34
2018-04-21,562.74,159.77,32.91,68.14,192.57,-500.38,188.09,703.85
2018-04-22,568.22,159.63,31.19,70.31,193.45,-535.19,192.41,680.02
2018-04-23,570.19,158.66,32.07,77.97,199.61,-395.26,181.63,824.86
2018-04-24,570.06,159.89,37.92,74.24,205.02,-317.15,195.36,925.35
2018-04-25,567.07,158.88,36.49,74.1,202.11,-376.5,208.41,870.57
2018-04-26,571.1,159.29,38.08,86.31,220.32,-338.26,207.01,943.87
2018-04-27,576.98,159.47,33.88,92.9,215.72,-318.37,197.89,958.48
2018-04-28,603.71,159.17,33.4,79.54,211.95,-404.4,194.64,878.01
2018-04-29,606.58,159.3,34.04,78.05,212.88,-419.67,199.34,870.52
2018-04-30,607.75,159.51,33.94,80.73,220.99,-288.55,191.01,1005.37
2018-05-01,586.93,159.64,35.53,85.98,220.9,-352.59,175.89,912.28
2018-05-02,590.45,159.57,30.03,96.06,203.89,-192.67,118.87,1006.2
2018-05-03,582.64,158.98,28.89,99.83,207.73,-202.51,120.56,996.12
2018-05-04,574.16,159.23,29.0,99.04,190.49,-259.29,109.36,901.98
2018-05-05,576.3,159.57,26.16,78.87,191.09,-407.71,117.41,741.68
2018-05-06,567.43,159.42,25.86,80.41,186.13,-450.18,117.52,686.58
2018-05-07,573.97,158.75,24.74,98.06,184.58,-389.8,142.41,792.72
2018-05-08,591.85,159.3,26.06,101.28,186.27,-417.89,156.65,803.52
2018-05-09,567.16,159.41,25.08,111.67,180.1,-409.16,162.58,796.83
2018-05-10,596.61,159.78,26.41,98.96,191.31,-440.63,157.38,789.82
2018-05-11,597.76,158.96,26.55,92.27,201.68,-445.48,161.66,793.41
2018-05-12,602.03,159.24,26.85,70.38,196.82,-481.46,152.2,726.07
2018-05-13,595.4,159.37,26.63,74.54,198.84,-483.85,159.55,730.49
2018-05-14,572.65,159.21,26.73,88.35,193.46,-377.09,161.49,824.8
2018-05-15,546.85,159.51,25.85,103.08,218.88,-385.79,152.97,821.35
2018-05-16,572.58,159.29,26.38,108.81,207.45,-390.92,150.91,834.5
2018-05-17,569.16,159.46,26.53,105.11,213.71,-385.67,174.73,863.02
2018-05-18,568.6,159.32,26.6,96.25,195.78,-351.44,174.75,869.85
2018-05-19,566.2,159.18,26.27,81.84,202.84,-431.46,153.83,758.7
2018-05-20,563.57,159.42,26.32,78.51,192.83,-524.06,151.02,647.61
2018-05-21,565.93,159.19,33.28,88.09,200.4,-442.0,154.5,759.4
2018-05-22,573.46,159.31,34.57,97.37,192.1,-388.93,152.68,820.55
2018-05-23,554.27,160.06,34.15,119.44,181.13,-365.81,156.31,839.55
2018-05-24,295.5,159.25,33.83,131.15,194.06,-298.47,157.08,672.4
2018-05-25,482.67,159.49,33.63,115.9,180.47,-405.1,159.79,726.87
2018-05-26,495.53,159.07,27.11,97.33,196.32,-516.6,159.16,617.91
2018-05-27,465.83,158.9,25.97,99.09,195.5,-511.78,157.29,590.81
2018-05-28,468.78,159.3,29.04,94.79,197.43,-411.63,158.4,696.11
2018-05-29,494.92,159.29,26.35,85.91,193.32,-402.84,156.73,713.69
2018-05-30,464.97,159.39,33.05,93.77,177.07,-335.58,158.36,751.03
2018-05-31,452.48,159.53,33.68,96.36,172.24,-313.14,153.96,755.1
2018-06-01,467.09,159.11,35.73,91.17,159.17,-313.03,171.57,770.83
2018-06-02,518.19,159.82,31.12,54.47,167.02,-450.35,170.36,650.63
2018-06-03,522.71,159.27,28.57,53.77,163.17,-448.2,169.58,648.87
2018-06-04,507.01,159.42,36.18,65.55,151.7,-310.55,171.22,780.54
2018-06-05,513.74,159.89,35.42,64.5,151.45,-287.84,174.83,811.99
2018-06-06,520.56,158.88,35.06,52.41,155.92,-297.17,172.19,797.85
2018-06-07,525.49,159.81,35.95,54.12,160.14,-314.98,170.55,791.08
2018-06-08,526.33,159.53,35.25,54.48,167.73,-326.35,173.15,790.13
2018-06-09,532.34,159.27,29.76,45.83,173.95,-443.53,169.36,666.99
2018-06-10,550.68,159.49,26.69,46.53,165.33,-462.45,168.73,654.99
2018-06-11,566.46,159.5,35.69,55.44,162.63,-345.16,172.32,806.87
2018-06-12,570.41,159.48,35.74,53.79,169.11,-310.14,169.28,847.65
2018-06-13,560.71,159.47,35.48,51.05,167.41,-352.43,174.35,796.04
2018-06-14,552.91,159.5,35.52,58.09,175.21,-379.17,176.82,778.87
2018-06-15,509.63,159.96,35.97,57.85,162.88,-343.29,164.52,747.52
2018-06-16,509.26,159.01,36.26,44.17,169.19,-436.34,160.0,641.55
2018-06-17,517.48,159.6,36.39,37.3,163.03,-438.13,162.89,638.57
2018-06-18,503.24,159.47,36.05,49.5,168.87,-311.9,147.69,752.92
2018-06-19,503.0,159.34,34.4,49.47,166.38,-281.17,160.93,792.35
2018-06-20,494.69,159.78,35.1,52.28,154.36,-267.3,152.02,780.93
2018-06-21,488.51,159.14,34.71,60.78,158.95,-263.58,157.53,796.04
2018-06-22,511.94,159.59,34.33,63.29,168.55,-310.25,158.55,786.0
2018-06-23,523.92,159.44,25.55,55.38,174.79,-438.9,161.82,662.0
2018-06-24,535.13,159.53,25.07,55.23,178.16,-439.4,155.24,668.96
2018-06-25,524.89,159.5,33.18,59.08,182.31,-320.39,157.43,796.01
2018-06-26,535.69,159.88,35.81,58.73,175.21,-327.01,159.39,797.7
2018-06-27,504.41,159.1,35.02,62.86,168.55,-322.01,162.35,770.28
2018-06-28,523.01,159.46,35.66,55.6,173.67,-333.95,162.44,775.89
2018-06-29,527.62,159.5,35.73,51.35,183.46,-373.72,164.26,748.2
2018-06-30,511.65,159.6,29.65,49.39,179.5,-457.56,165.91,638.15
2018-07-01,586.01,159.4,24.25,37.67,173.89,-484.74,158.49,654.95
2018-07-02,586.33,159.35,40.06,42.1,191.07,-357.74,144.56,805.75
2018-07-03,595.99,160.02,47.72,42.11,198.22,-317.13,141.95,868.89
2018-07-04,602.5,158.98,36.46,41.94,198.74,-300.27,149.49,887.85
2018-07-05,600.05,159.45,39.87,46.28,197.35,-328.86,154.76,868.9
2018-07-06,597.72,159.68,39.14,47.72,201.3,-378.69,150.79,817.65
2018-07-07,592.57,159.31,31.74,45.55,197.03,-502.59,165.35,688.95
2018-07-08,593.05,159.72,28.33,37.9,193.83,-503.15,163.09,672.77
2018-07-09,606.77,159.24,35.24,43.02,193.4,-316.89,121.42,842.2
2018-07-10,599.63,159.49,38.68,42.25,193.37,-262.85,112.54,883.11
2018-07-11,605.52,159.73,38.42,43.98,202.81,-278.91,115.9,887.46
2018-07-12,598.69,159.89,35.55,49.36,195.14,-276.55,116.85,878.93
2018-07-13,598.3,159.22,33.6,49.39,189.37,-287.08,120.88,863.68
2018-07-14,599.63,156.1,32.68,39.3,180.95,-484.62,179.23,703.26
2018-07-15,596.39,155.92,31.69,33.31,176.75,-490.93,191.81,694.93
2018-07-16,604.27,153.08,35.78,46.25,180.48,-365.32,190.0,844.54
2018-07-17,600.19,6.98,34.96,48.8,179.85,-263.48,230.11,837.41
2018-07-18,593.18,0.01,33.84,51.52,180.88,-254.13,230.33,835.62
2018-07-19,579.51,0.0,34.37,60.06,184.77,-256.87,233.83,835.67
2018-07-20,604.7,0.0,34.74,55.15,175.69,-289.45,235.45,816.3
2018-07-21,610.98,0.17,32.0,48.76,175.08,-401.87,222.94,688.07
2018-07-22,597.78,0.0,29.28,43.75,183.11,-412.29,233.31,674.93
2018-07-23,608.33,0.01,34.42,69.36,173.97,-293.13,226.99,819.95
2018-07-24,596.71,0.0,34.52,61.25,169.17,-243.37,221.1,839.38
2018-07-25,602.7,0.0,35.27,66.27,174.8,-271.34,225.7,833.41
2018-07-26,613.29,0.0,35.2,62.29,178.17,-179.91,219.5,928.54
2018-07-27,595.37,4.46,33.83,69.11,166.26,-295.72,215.45,788.75
2018-07-28,540.15,0.45,30.5,54.27,177.73,-396.38,222.07,628.77
2018-07-29,592.82,0.0,25.94,49.23,177.29,-416.92,226.38,654.75
2018-07-30,603.69,129.77,35.38,74.31,158.67,-381.35,181.83,802.3
2018-07-31,610.62,158.07,35.93,59.98,160.61,-379.76,176.08,821.54
2018-08-01,610.66,163.27,27.54,55.82,159.96,-341.04,179.82,856.04
2018-08-02,603.22,159.79,26.66,54.37,149.92,-311.75,180.82,863.02
2018-08-03,602.45,159.42,26.65,55.94,142.27,-337.99,180.21,828.95
2018-08-04,602.55,159.75,26.48,46.49,145.02,-423.38,182.3,739.22
2018-08-05,600.11,159.24,26.87,38.63,141.73,-434.19,181.21,713.59
2018-08-06,595.92,159.11,26.82,44.89,140.14,-278.73,155.28,843.43
2018-08-07,610.85,159.43,26.91,50.84,144.88,-266.96,135.4,861.35
2018-08-08,598.02,159.16,24.13,52.03,163.53,-299.12,137.35,835.1
2018-08-09,603.18,160.25,22.96,53.38,159.33,-329.26,134.59,804.43
2018-08-10,600.41,159.55,26.3,60.24,163.24,-399.83,133.05,742.97
2018-08-11,600.13,159.94,24.79,45.0,171.4,-442.83,131.07,689.5
2018-08-12,602.15,158.6,24.84,39.87,164.58,-443.95,143.82,689.9
2018-08-13,602.81,159.69,25.18,57.28,171.06,-353.51,130.94,793.45
2018-08-14,597.65,158.86,26.9,59.44,175.73,-377.76,127.72,768.53
2018-08-15,586.59,160.15,26.62,42.75,178.32,-425.94,142.18,710.66
2018-08-16,622.96,158.57,26.61,48.74,177.57,-407.83,137.55,764.16
2018-08-17,567.11,159.94,26.77,62.61,190.06,-412.73,136.57,730.33
2018-08-18,559.46,158.93,25.82,50.82,188.83,-467.52,152.48,668.83
2018-08-19,552.68,159.76,25.92,42.58,167.23,-460.81,161.98,649.34
2018-08-20,564.8,158.99,26.9,52.47,171.84,-325.31,165.15,814.84
2018-08-21,570.88,159.57,26.42,55.63,166.22,-325.01,163.88,817.58
2018-08-22,579.9,160.07,27.36,67.99,183.92,-321.91,142.48,839.81
