Date,France_GtP,Belgium_GtP,Italy_GtP,GB_GtP,Germany_GtP,Netherlands_GtP,Total_Gas_to_Power_Demand
2023-12-24,0.16,3.0,36.83,10.89,13.77,4.54,64.64
2023-12-25,0.15,3.3,41.91,12.13,13.91,4.98,71.39
2023-12-26,0.28,4.04,49.84,26.23,15.59,10.93,95.97
2023-12-27,0.12,3.51,66.63,11.5,25.27,7.62,107.04
2023-12-28,0.16,3.21,54.91,10.64,15.72,5.33,84.63
2023-12-29,0.26,3.42,66.24,13.96,14.51,5.2,98.38
2023-12-30,0.17,3.19,56.88,12.07,16.1,5.15,88.4
2023-12-31,0.18,3.13,50.46,18.46,14.16,4.42,86.39
2024-01-01,0.1,3.31,43.54,19.24,14.75,4.98,80.93
2024-01-02,0.17,3.6,51.93,32.69,24.37,7.9,112.76
2024-01-03,0.28,3.69,42.52,41.68,23.68,7.95,111.85
2024-01-04,8.4,7.75,46.88,63.49,35.05,22.88,161.56
2024-01-05,10.08,5.28,47.04,54.57,38.13,19.31,155.1
2024-01-06,5.81,6.27,38.75,53.77,37.36,17.06,141.96
2024-01-07,6.63,4.85,32.34,56.21,37.89,13.69,137.92
2024-01-08,21.75,13.34,60.02,77.78,55.09,31.66,227.99
2024-01-09,23.64,17.05,77.42,83.6,63.76,33.56,265.47
2024-01-10,25.22,19.37,96.38,91.81,76.55,36.83,309.33
2024-01-11,24.32,18.83,84.12,93.28,76.47,38.95,297.02
2024-01-12,22.34,17.88,66.77,88.2,73.43,40.94,268.62
2024-01-13,20.55,11.32,48.28,63.39,49.78,17.18,193.32
2024-01-14,9.92,8.96,43.7,39.4,44.16,12.89,146.14
2024-01-15,20.37,13.99,62.23,77.77,58.25,25.01,232.61
2024-01-16,20.98,16.87,82.06,84.79,66.04,35.08,270.75
2024-01-17,20.02,16.35,74.17,90.4,68.54,33.36,269.48
2024-01-18,21.69,15.99,60.42,84.32,68.16,36.62,250.59
2024-01-19,22.44,13.97,57.12,67.04,58.46,25.86,219.03
2024-01-20,16.98,7.36,33.64,34.97,50.42,13.46,143.38
2024-01-21,0.64,3.99,35.91,25.33,36.08,8.54,101.95
2024-01-22,0.41,4.69,73.53,25.0,35.9,8.5,139.53
2024-01-23,4.72,4.84,70.33,33.44,40.03,11.12,153.36
2024-01-24,0.43,5.21,68.92,35.02,33.73,9.24,143.31
2024-01-25,6.47,7.63,72.8,41.05,49.44,26.1,177.39
2024-01-26,1.32,4.17,71.8,22.21,37.41,9.98,136.92
2024-01-27,3.92,5.3,42.09,25.21,33.71,11.01,110.23
2024-01-28,0.37,4.15,31.84,17.47,32.19,7.04,86.02
2024-01-29,10.83,6.38,65.89,57.92,46.68,23.8,187.71
2024-01-30,14.25,6.22,73.18,50.55,42.4,17.94,186.6
2024-01-31,9.78,6.3,74.92,32.1,40.77,20.18,163.87
2024-02-01,9.78,4.86,73.86,36.92,38.75,16.61,164.18
2024-02-02,1.48,4.95,59.27,15.33,34.8,7.34,115.83
2024-02-03,0.08,3.89,36.67,15.22,24.97,6.19,80.83
2024-02-04,0.15,3.72,31.06,12.09,21.74,4.41,68.76
2024-02-05,0.1,4.05,60.2,14.51,32.05,7.07,110.92
2024-02-06,0.23,4.9,65.32,32.51,30.81,6.06,133.77
2024-02-07,0.2,7.94,67.62,71.4,45.93,29.53,193.09
2024-02-08,0.06,5.56,53.49,41.96,59.31,31.49,160.39
2024-02-09,1.25,4.21,51.44,27.72,36.98,11.95,121.59
2024-02-10,3.65,5.07,33.09,48.86,31.41,16.01,122.08
2024-02-11,3.22,5.28,26.82,41.0,28.51,11.52,104.83
2024-02-12,14.98,6.65,61.18,45.95,42.43,27.9,171.19
2024-02-13,7.66,6.23,52.81,49.51,39.44,19.99,155.65
2024-02-14,6.88,7.29,52.9,43.34,35.46,16.59,145.87
2024-02-15,1.86,5.32,65.9,40.87,39.9,20.85,153.85
2024-02-16,3.13,4.24,65.91,45.83,33.51,14.04,152.63
2024-02-17,1.7,5.3,45.28,26.63,35.67,18.97,114.58
2024-02-18,0.12,4.67,37.62,22.68,28.13,7.16,93.22
2024-02-19,4.23,4.82,64.17,28.6,31.84,16.13,133.66
2024-02-20,6.58,4.51,63.17,25.02,36.21,12.62,135.5
2024-02-21,2.53,3.57,60.19,17.54,33.48,8.26,117.32
2024-02-22,0.64,4.37,59.62,27.12,31.27,8.32,123.01
2024-02-23,4.01,4.31,48.55,42.33,36.96,9.21,136.16
2024-02-24,2.65,4.54,37.76,54.99,32.08,10.89,132.02
2024-02-25,2.72,5.9,30.13,38.93,32.93,13.57,110.6
2024-02-26,17.29,7.46,63.08,49.78,40.48,22.42,178.09
2024-02-27,23.77,13.17,66.18,60.55,54.87,31.66,218.54
2024-02-28,17.46,10.4,58.68,44.33,57.85,33.78,188.72
2024-02-29,5.61,5.2,67.49,43.53,40.26,10.95,162.08
2024-03-01,4.4,5.78,59.1,36.66,38.95,14.57,144.89
2024-03-02,4.36,5.39,28.41,33.6,31.44,10.54,103.2
2024-03-03,8.78,6.59,26.5,49.08,27.85,13.05,118.8
2024-03-04,20.85,13.16,57.8,45.66,45.72,31.22,183.18
2024-03-05,22.23,16.58,57.53,58.86,52.13,31.03,207.32
2024-03-06,23.15,14.15,49.98,58.01,54.02,33.04,199.3
2024-03-07,8.85,6.2,64.75,32.91,41.9,18.96,154.61
2024-03-08,2.48,4.03,62.1,19.59,31.03,9.04,119.24
2024-03-09,0.15,4.79,35.07,15.46,25.21,5.67,80.68
2024-03-10,4.35,6.42,27.44,23.17,23.15,7.78,84.53
2024-03-11,16.64,9.35,48.76,61.21,40.48,25.2,176.45
2024-03-12,12.94,9.05,56.26,45.29,52.55,33.14,176.08
2024-03-13,5.94,5.63,62.93,25.09,44.33,24.23,143.91
2024-03-14,1.88,4.6,58.99,24.15,39.84,11.04,129.46
2024-03-15,0.27,3.74,51.43,20.26,28.16,6.13,103.86
2024-03-16,0.88,5.66,27.93,27.67,22.63,9.06,84.78
2024-03-17,0.58,4.68,28.11,22.6,25.25,7.83,81.22
2024-03-18,3.41,6.44,55.24,31.08,43.73,22.93,139.9
2024-03-19,3.95,8.1,50.6,43.92,44.26,20.05,150.84
2024-03-20,0.54,8.76,57.22,55.57,48.46,28.45,170.55
2024-03-21,0.27,5.26,50.89,25.21,40.8,23.95,122.43
2024-03-22,0.17,4.05,48.38,17.47,35.92,15.34,105.99
2024-03-23,0.4,4.04,21.22,12.26,23.51,5.0,61.44
2024-03-24,0.14,3.73,23.07,28.51,19.45,4.42,74.9
2024-03-25,0.22,5.8,47.69,39.94,41.0,20.15,134.66
2024-03-26,2.61,5.53,60.26,39.65,33.08,13.08,141.12
2024-03-27,1.05,3.9,53.36,21.43,35.86,15.18,115.61
2024-03-28,0.59,3.58,42.7,16.47,24.54,5.76,87.88
2024-03-29,0.61,3.91,38.95,21.12,18.76,7.05,83.35
2024-03-30,0.74,5.21,25.49,30.34,22.58,14.34,84.36
2024-03-31,0.13,4.03,31.08,19.06,14.26,11.18,68.57
2024-04-01,0.65,3.54,24.19,20.62,15.96,6.49,64.98
2024-04-02,0.99,3.64,33.15,36.98,19.72,7.42,94.48
2024-04-03,0.37,3.59,48.24,20.64,40.62,15.73,113.46
2024-04-04,0.81,3.53,47.13,32.03,26.15,7.63,109.66
2024-04-05,0.14,3.35,42.86,9.3,22.95,6.47,78.6
2024-04-06,0.17,3.04,30.22,11.26,16.5,6.26,61.19
2024-04-07,0.5,3.95,25.55,12.51,19.43,7.24,61.94
2024-04-08,0.42,8.15,40.05,32.22,33.38,19.98,114.22
2024-04-09,0.09,4.09,36.75,10.33,22.48,5.56,73.75
2024-04-10,0.46,3.75,43.49,16.11,29.94,10.7,93.75
2024-04-11,0.72,5.17,37.87,16.18,30.61,11.6,90.55
2024-04-12,0.51,3.96,32.43,10.94,23.74,8.26,71.59
2024-04-13,0.34,2.94,26.8,12.02,15.34,5.7,57.44
2024-04-14,0.57,3.26,29.31,13.76,17.95,7.66,64.85
2024-04-15,0.65,4.41,31.06,9.6,26.21,6.94,71.92
2024-04-16,0.74,6.0,31.21,14.37,25.21,8.88,77.53
2024-04-17,0.48,9.09,37.82,31.71,43.1,17.91,122.19
2024-04-18,1.77,6.45,44.19,20.16,40.43,18.7,112.99
2024-04-19,0.13,4.35,33.32,12.27,23.83,5.86,73.89
2024-04-20,0.17,3.76,33.31,15.83,20.23,7.24,73.3
2024-04-21,0.3,3.77,31.23,26.23,21.44,8.38,82.97
2024-04-22,3.65,7.24,60.06,55.35,46.59,18.89,172.88
2024-04-23,5.89,7.83,54.73,36.58,52.2,21.3,157.24
2024-04-24,6.02,6.3,54.35,37.18,51.77,17.07,155.63
2024-04-25,8.04,7.41,42.21,49.28,51.05,22.1,157.99
2024-04-26,6.11,6.56,53.72,49.23,41.07,18.13,156.69
2024-04-27,0.65,3.66,43.7,29.49,22.52,11.37,100.02
2024-04-28,0.6,4.05,33.8,16.28,15.87,6.66,70.61
2024-04-29,1.83,6.17,42.83,17.76,31.1,13.43,99.69
2024-04-30,0.47,4.99,35.89,17.36,25.23,15.22,83.94
2024-05-01,0.27,3.39,29.33,29.9,14.53,9.0,77.41
2024-05-02,0.37,4.06,36.99,17.3,18.5,8.82,77.22
2024-05-03,0.36,4.65,31.54,29.3,25.73,11.89,91.58
2024-05-04,0.13,5.31,25.08,30.69,26.21,12.43,87.42
2024-05-05,0.19,5.21,24.69,35.04,17.23,12.99,82.36
2024-05-06,0.5,6.63,42.33,38.01,37.32,22.82,124.79
2024-05-07,0.4,4.99,52.81,43.42,40.6,19.37,142.23
2024-05-08,0.13,5.6,43.0,39.24,41.37,20.77,129.34
2024-05-09,0.14,3.18,28.92,35.99,25.3,14.11,93.53
2024-05-10,0.13,2.71,28.25,34.28,28.01,16.25,93.38
2024-05-11,0.13,3.16,24.4,15.92,20.12,10.92,63.72
2024-05-12,0.11,3.22,24.98,16.2,15.49,5.79,60.01
2024-05-13,0.02,3.51,46.12,26.2,24.5,9.93,100.36
2024-05-14,0.19,3.21,50.35,35.77,19.32,8.19,108.84
2024-05-15,0.4,4.09,54.05,44.29,26.8,12.17,129.64
2024-05-16,0.85,4.69,44.44,45.04,29.96,12.62,124.98
2024-05-17,0.17,4.98,41.69,43.73,25.29,14.98,115.86
2024-05-18,0.12,3.47,30.37,30.13,17.77,14.89,81.87
2024-05-19,0.13,3.82,27.98,23.1,15.43,13.86,70.47
2024-05-20,0.12,3.82,41.62,34.31,15.29,15.8,95.17
2024-05-21,0.84,4.87,29.09,44.88,26.82,16.36,106.5
2024-05-22,0.29,4.42,31.42,23.39,29.3,10.25,88.82
2024-05-23,0.18,5.13,39.66,24.35,29.9,12.83,99.22
2024-05-24,0.12,5.95,41.07,45.22,40.62,21.88,132.99
2024-05-25,0.23,3.68,28.16,19.5,22.03,16.05,73.6
2024-05-26,0.12,4.11,20.67,14.61,17.21,9.58,56.73
2024-05-27,0.13,4.69,43.92,19.1,30.13,13.62,97.97
2024-05-28,0.19,4.22,46.19,20.77,26.27,10.02,97.64
2024-05-29,0.13,3.45,49.85,22.63,23.57,10.23,99.62
2024-05-30,0.14,4.23,40.39,11.85,28.83,13.21,85.44
2024-05-31,0.08,4.01,30.17,13.4,22.9,13.41,70.55
2024-06-01,0.18,3.63,26.18,14.12,15.65,6.82,59.76
2024-06-02,0.11,4.21,26.46,16.01,13.08,9.89,59.86
2024-06-03,0.13,9.86,46.93,33.71,38.85,19.07,129.47
2024-06-04,0.16,6.34,50.37,14.65,33.82,15.4,105.34
2024-06-05,0.24,5.33,49.92,14.27,23.41,13.52,93.17
2024-06-06,0.23,7.19,49.47,20.32,30.49,15.7,107.69
2024-06-07,0.49,5.08,45.93,15.36,31.37,16.38,98.24
2024-06-08,0.15,3.99,33.77,13.08,18.46,8.49,69.45
2024-06-09,0.13,3.55,27.02,16.25,20.99,7.09,67.94
2024-06-10,0.96,4.41,36.36,16.39,28.09,12.98,86.21
2024-06-11,0.13,4.54,51.09,29.61,20.6,10.41,105.97
2024-06-12,0.49,5.52,48.92,47.44,24.31,14.0,126.67
2024-06-13,0.28,4.22,42.36,27.83,27.78,16.02,102.47
2024-06-14,0.25,4.21,40.17,22.81,16.44,10.54,83.88
2024-06-15,0.07,3.11,28.92,18.14,12.44,5.63,62.68
2024-06-16,0.1,2.79,24.12,12.32,12.86,6.49,52.18
2024-06-17,0.09,4.47,52.6,32.88,24.83,14.24,114.88
2024-06-18,0.07,6.45,57.81,36.05,33.86,24.34,134.23
2024-06-19,1.13,4.36,66.64,28.62,26.29,15.43,127.03
2024-06-20,3.95,5.85,72.25,34.68,27.48,20.37,144.21
2024-06-21,3.32,5.28,69.98,18.19,35.61,24.13,132.37
2024-06-22,0.07,3.43,31.19,16.76,14.1,8.57,65.56
2024-06-23,0.07,4.11,34.18,23.42,15.8,11.0,77.58
2024-06-24,2.01,5.21,57.16,35.62,26.19,19.08,126.18
2024-06-25,1.39,5.64,57.33,38.27,26.38,15.97,129.01
2024-06-26,1.31,7.98,57.91,35.35,28.43,18.37,130.97
2024-06-27,0.84,4.79,46.31,16.71,27.52,16.75,96.17
2024-06-28,0.58,4.59,44.52,17.28,19.43,10.74,86.39
2024-06-29,0.04,4.16,37.21,17.3,17.38,17.34,76.09
2024-06-30,0.04,4.16,31.76,20.37,13.8,11.88,70.14
2024-07-01,0.11,5.0,63.27,19.29,21.1,17.0,108.76
2024-07-02,0.41,4.35,51.91,25.02,16.46,11.72,98.14
2024-07-03,0.06,4.31,58.47,20.47,23.21,14.78,106.52
2024-07-04,0.07,3.12,48.65,13.08,14.5,3.77,79.41
2024-07-05,0.19,3.12,48.88,20.99,15.18,7.14,88.36
2024-07-06,0.09,3.27,31.78,12.18,13.09,4.64,60.4
2024-07-07,0.35,3.7,35.43,21.65,12.93,7.59,74.05
2024-07-08,1.75,6.14,59.74,43.27,24.68,16.83,135.58
2024-07-09,3.38,4.43,70.79,22.92,22.32,17.07,123.83
2024-07-10,4.15,4.61,80.98,24.97,21.24,14.25,135.95
2024-07-11,4.15,6.96,86.52,41.98,29.24,20.12,168.84
2024-07-12,0.98,3.51,79.06,29.07,26.26,21.13,138.88
2024-07-13,0.06,3.85,48.26,17.93,13.14,6.39,83.25
2024-07-14,0.12,4.3,48.85,19.85,13.5,7.5,86.62
2024-07-15,0.84,5.41,77.51,41.05,23.43,15.7,148.23
2024-07-16,2.02,4.65,83.51,32.44,17.65,8.77,140.27
2024-07-17,3.33,5.6,87.89,35.82,20.6,19.75,153.25
2024-07-18,4.59,6.75,87.8,29.6,28.42,19.37,157.17
2024-07-19,4.73,5.2,83.83,22.3,27.38,20.54,143.44
2024-07-20,0.53,3.26,54.52,26.87,15.61,13.89,100.79
2024-07-21,0.51,3.3,49.89,21.96,15.84,14.32,91.51
2024-07-22,0.06,3.0,76.61,32.22,24.29,18.07,136.18
2024-07-23,1.54,3.91,78.95,41.62,24.98,14.86,151.0
2024-07-24,2.27,4.56,78.05,34.34,22.41,14.75,141.62
2024-07-25,1.03,4.38,77.43,27.38,26.48,17.1,136.69
2024-07-26,0.35,4.78,75.06,30.74,24.95,16.41,135.89
2024-07-27,0.06,3.92,53.87,32.67,27.36,21.18,117.88
2024-07-28,0.06,3.17,50.96,20.72,15.32,11.69,90.23
2024-07-29,1.49,4.04,78.58,27.23,20.8,16.76,132.15
2024-07-30,3.71,5.44,79.96,34.11,25.72,19.68,148.93
2024-07-31,4.6,5.48,90.37,36.74,29.19,20.73,166.38
2024-08-01,3.18,5.43,85.88,38.3,29.31,23.63,162.11
2024-08-02,0.79,4.04,75.55,20.86,27.08,21.17,128.33
2024-08-03,0.42,3.14,57.66,18.95,16.37,14.05,96.53
2024-08-04,0.15,3.09,51.51,10.93,13.63,9.87,79.31
2024-08-05,0.11,4.64,71.75,17.78,25.53,19.0,119.81
2024-08-06,0.53,5.06,74.28,19.9,28.47,19.97,128.24
2024-08-07,0.32,4.41,73.85,14.77,27.01,21.92,120.37
2024-08-08,0.12,3.23,67.79,18.18,24.94,21.96,114.27
2024-08-09,1.34,3.15,60.52,13.57,18.18,7.18,96.76
2024-08-10,1.04,3.21,49.95,13.69,12.63,11.33,80.5
2024-08-11,0.6,3.19,51.45,10.25,15.22,14.5,80.7
2024-08-12,1.74,4.75,69.97,17.32,21.01,13.34,114.8
2024-08-13,0.61,5.54,72.65,24.09,21.93,17.52,124.83
2024-08-14,1.5,5.0,68.36,34.25,28.8,20.65,137.9
2024-08-15,1.01,3.24,58.41,13.47,25.81,13.01,101.94
2024-08-16,1.09,4.6,65.53,24.73,26.39,16.12,122.35
2024-08-17,0.85,4.0,52.76,18.26,23.19,17.8,99.06
2024-08-18,0.69,3.26,45.03,17.18,13.67,11.9,79.83
2024-08-19,2.53,3.79,51.46,19.98,24.2,17.17,101.96
2024-08-20,0.08,3.65,51.11,14.05,21.63,13.36,90.53
2024-08-21,0.93,3.47,58.47,17.2,15.28,6.8,95.35
2024-08-22,0.41,3.03,59.17,16.98,15.81,6.83,95.41
2024-08-23,0.83,3.46,63.86,14.78,13.83,9.37,96.75
2024-08-24,0.29,4.14,54.98,12.25,11.78,10.21,83.43
2024-08-25,0.56,3.31,49.94,13.62,12.76,6.18,80.2
2024-08-26,2.35,5.21,72.43,21.82,27.52,13.43,129.33
2024-08-27,4.01,5.13,78.83,26.07,32.54,20.76,146.57
2024-08-28,7.07,5.72,83.82,31.95,27.12,22.32,155.69
2024-08-29,8.08,8.26,84.56,39.09,35.92,26.51,175.91
2024-08-30,7.3,5.45,82.4,35.32,38.07,28.17,168.54
2024-08-31,2.25,3.64,58.55,16.91,17.29,9.79,98.64
2024-09-01,3.8,4.33,61.32,22.21,17.6,8.35,109.27
2024-09-02,9.87,9.07,90.08,48.17,32.32,19.81,189.52
2024-09-03,10.06,11.55,93.39,51.11,43.4,28.66,209.51
2024-09-04,10.63,9.89,91.34,47.85,47.6,32.4,207.31
2024-09-05,6.16,4.76,87.81,16.91,26.71,14.0,142.35
2024-09-06,7.15,6.6,80.99,31.8,28.08,13.59,154.62
2024-09-07,1.45,4.48,59.25,36.83,19.63,18.94,121.63
2024-09-08,0.05,3.88,50.88,21.97,16.04,12.22,92.82
2024-09-09,0.91,5.04,60.06,24.01,28.64,17.91,118.66
2024-09-10,0.5,4.74,55.82,20.52,16.31,6.91,97.88
2024-09-11,0.57,4.38,70.19,21.58,20.13,10.04,116.84
2024-09-12,1.29,4.95,60.3,33.17,34.07,20.47,133.78
2024-09-13,1.01,4.43,39.24,30.91,20.43,18.52,96.02
2024-09-14,0.03,4.32,30.16,19.34,13.52,13.11,67.38
2024-09-15,0.03,3.49,34.29,25.08,13.43,11.44,76.32
2024-09-16,0.31,3.39,70.65,37.18,27.64,21.07,139.16
2024-09-17,0.18,3.58,79.1,33.24,21.52,14.12,137.62
2024-09-18,1.53,4.36,77.55,32.64,20.05,15.26,136.14
2024-09-19,0.36,4.38,68.8,37.63,18.12,14.33,129.3
2024-09-20,0.27,4.09,65.67,29.95,15.86,12.02,115.84
2024-09-21,0.24,3.47,46.89,28.3,15.05,13.21,93.94
2024-09-22,0.14,3.56,48.67,41.09,17.37,14.71,110.82
2024-09-23,1.35,5.4,78.04,52.21,30.37,23.44,167.37
2024-09-24,2.26,4.4,65.59,38.67,19.24,18.26,130.15
2024-09-25,0.5,3.68,67.16,51.19,17.98,15.13,140.51
2024-09-26,1.92,3.73,58.13,25.43,12.98,8.75,102.19
2024-09-27,1.14,3.36,50.52,18.38,11.1,3.79,84.5
2024-09-28,0.45,3.53,28.81,34.72,11.24,7.99,78.74
2024-09-29,0.26,3.49,23.14,16.87,11.32,8.06,55.08
2024-09-30,1.25,3.43,54.38,27.34,20.15,3.96,106.55
2024-10-01,2.02,6.06,64.24,26.01,17.08,15.18,115.41
2024-10-02,3.97,6.19,63.18,37.39,22.34,17.93,133.06
2024-10-03,2.25,4.23,62.49,43.4,13.92,10.85,126.29
2024-10-04,5.88,5.55,50.92,33.84,19.45,16.85,115.63
2024-10-05,0.31,4.45,37.21,14.03,15.74,11.24,71.74
2024-10-06,0.32,3.46,37.13,21.47,14.73,4.14,77.1
2024-10-07,1.87,3.84,62.56,40.58,21.72,10.21,130.56
2024-10-08,0.19,3.42,54.73,34.88,20.15,10.49,113.38
2024-10-09,0.22,3.71,44.08,30.65,16.88,12.51,95.54
2024-10-10,2.11,4.5,40.97,35.76,20.65,9.34,103.98
2024-10-11,4.14,5.15,39.57,43.03,24.07,16.09,115.96
2024-10-12,0.02,3.71,29.28,16.7,13.88,7.34,63.59
2024-10-13,1.64,3.97,30.08,47.08,12.8,9.05,95.57
2024-10-14,5.04,9.9,60.2,62.24,37.74,24.98,175.13
2024-10-15,2.27,5.18,57.5,36.2,27.79,15.2,128.93
2024-10-16,0.12,4.4,66.67,39.88,25.15,6.33,136.22
2024-10-17,1.36,4.83,64.34,44.37,27.6,16.71,142.5
2024-10-18,1.09,4.86,54.72,37.7,29.9,28.13,128.27
2024-10-19,0.15,3.32,35.17,34.68,18.45,10.52,91.77
2024-10-20,0.2,3.59,36.13,21.91,14.24,4.01,76.06
2024-10-21,2.0,6.29,60.01,35.37,29.74,16.73,133.42
2024-10-22,3.3,6.24,71.13,46.35,29.49,17.85,156.51
2024-10-23,3.18,5.76,73.42,46.65,38.03,23.88,167.05
2024-10-24,1.29,5.46,71.93,34.79,27.16,15.54,140.64
2024-10-25,1.14,4.93,61.94,53.71,35.97,20.89,157.69
2024-10-26,0.3,3.56,34.81,31.32,21.12,14.62,91.11
2024-10-27,0.17,3.85,34.46,21.66,19.19,11.82,79.33
2024-10-28,1.26,5.12,56.9,48.0,32.85,12.99,144.14
2024-10-29,3.45,9.53,66.4,66.58,46.47,27.15,192.43
2024-10-30,1.54,10.21,62.9,59.92,47.24,27.86,181.81
2024-10-31,3.31,7.47,53.48,43.37,36.0,21.66,143.64
2024-11-01,2.65,5.04,37.33,54.51,24.66,20.79,124.19
2024-11-02,3.43,7.06,38.22,50.29,26.79,20.63,125.79
2024-11-03,3.3,7.67,40.65,60.16,24.73,16.29,136.5
2024-11-04,14.18,14.46,70.37,81.68,52.03,33.54,232.72
2024-11-05,18.85,15.73,80.69,81.04,58.53,37.63,254.83
2024-11-06,17.5,17.55,84.72,75.16,70.29,39.89,265.23
2024-11-07,17.04,16.86,82.0,62.47,70.3,41.56,248.67
2024-11-08,17.73,17.01,70.82,66.1,63.34,40.27,235.01
2024-11-09,14.46,14.36,50.2,61.01,48.68,33.48,188.71
2024-11-10,10.53,12.38,46.29,47.05,46.06,31.0,162.32
2024-11-11,5.74,10.34,76.07,48.62,60.5,25.02,201.27
2024-11-12,11.54,15.78,85.49,63.9,69.87,34.22,246.58
2024-11-13,15.88,16.06,93.74,66.87,72.07,39.52,264.62
2024-11-14,15.69,16.72,86.52,65.18,64.11,33.9,248.23
2024-11-15,14.55,13.32,70.59,54.28,60.4,33.06,213.13
2024-11-16,2.31,5.26,56.07,24.25,37.14,9.65,125.03
2024-11-17,0.26,4.39,41.18,28.62,26.85,8.42,101.3
2024-11-18,12.35,10.56,80.61,63.68,41.23,23.51,208.43
2024-11-19,2.58,10.88,74.36,52.07,51.71,28.0,191.6
2024-11-20,9.19,8.33,65.14,51.32,40.29,24.57,174.27
2024-11-21,11.44,13.27,80.63,65.51,58.16,28.7,229.02
2024-11-22,9.93,6.11,65.71,57.6,42.74,20.09,182.09
2024-11-23,1.06,3.74,52.39,21.95,30.75,7.21,109.89
2024-11-24,0.05,3.21,52.87,17.94,18.93,5.24,93.01
2024-11-25,4.4,4.9,84.48,27.93,34.67,11.25,156.38
2024-11-26,10.17,9.53,91.42,71.29,48.74,19.48,231.16
2024-11-27,0.13,6.12,92.7,71.61,43.69,17.03,214.25
2024-11-28,9.69,11.69,88.38,67.08,45.5,19.25,222.33
2024-11-29,6.69,10.1,71.14,43.35,58.3,31.07,189.58
2024-11-30,5.38,6.36,36.25,30.3,35.47,13.21,113.76
2024-12-01,0.15,4.39,35.53,25.28,32.32,7.35,97.68
2024-12-02,9.88,9.48,87.51,47.92,51.45,17.32,206.24
2024-12-03,16.96,16.28,100.61,78.15,64.73,29.29,276.73
2024-12-04,15.72,14.25,101.63,65.14,72.07,43.91,268.81
2024-12-05,6.09,4.18,77.27,26.65,46.61,13.94,160.81
2024-12-06,4.9,5.1,88.35,37.92,34.17,16.99,170.44
2024-12-07,0.58,3.02,56.63,20.29,25.85,6.98,106.38
2024-12-08,0.47,3.43,36.26,16.25,33.28,9.53,89.69
2024-12-09,1.84,6.22,83.03,48.68,43.72,18.46,183.49
2024-12-10,17.73,16.58,93.52,87.15,65.87,34.4,280.85
2024-12-11,21.37,19.53,109.91,100.51,84.0,47.5,335.33
2024-12-12,21.34,20.23,112.64,102.23,84.21,44.23,340.64
2024-12-13,19.54,17.47,98.96,88.85,78.95,43.09,303.77
2024-12-14,9.14,8.34,54.02,36.27,36.78,19.09,144.56
2024-12-15,0.41,3.32,48.64,15.73,24.52,7.51,92.62
2024-12-16,2.23,8.08,80.49,25.79,31.72,8.3,148.31
2024-12-17,8.6,7.66,90.77,39.27,45.39,20.16,191.69
2024-12-18,1.66,3.16,93.52,23.96,32.14,6.45,154.44
2024-12-19,0.66,3.73,73.97,20.56,27.59,7.92,126.5
2024-12-20,0.55,5.02,51.26,23.17,31.81,12.2,111.82
2024-12-21,0.44,3.7,38.69,17.3,17.65,5.85,77.78
2024-12-22,0.76,3.92,31.3,14.34,16.78,6.36,67.1
2024-12-23,1.64,4.12,41.17,37.11,25.75,11.5,109.8
2024-12-24,0.8,3.88,44.16,23.73,30.09,20.5,102.66
2024-12-25,0.51,3.78,27.83,22.27,26.23,14.2,80.62
2024-12-26,4.8,5.85,37.54,46.09,37.2,25.69,131.48
2024-12-27,15.7,11.03,48.91,64.64,55.94,35.29,196.22
2024-12-28,14.3,9.0,46.98,51.0,53.56,37.14,174.84
2024-12-29,5.34,3.8,48.05,22.08,44.27,18.79,123.54
2024-12-30,8.36,3.84,65.49,18.71,48.5,9.37,144.89
2024-12-31,3.67,3.83,60.54,17.39,42.82,8.63,128.25
2025-01-01,0.46,3.77,52.58,14.91,19.13,4.61,90.86
2025-01-02,7.84,6.28,57.07,39.19,39.82,23.75,150.2
2025-01-03,2.93,6.73,52.77,58.16,43.52,16.16,164.12
2025-01-04,12.18,7.82,57.44,58.44,40.22,23.67,176.09
2025-01-05,0.12,4.35,43.75,33.43,29.12,6.27,110.77
2025-01-06,0.45,3.58,40.17,35.4,23.28,4.67,102.88
2025-01-07,0.06,3.68,60.46,45.85,32.4,8.69,142.45
2025-01-08,1.89,6.2,64.0,81.26,51.56,18.16,204.91
2025-01-09,3.33,5.78,66.35,72.86,54.41,25.63,202.73
2025-01-10,13.13,9.37,59.68,85.76,47.9,27.64,215.84
2025-01-11,3.95,5.68,46.23,79.21,52.49,21.66,187.55
2025-01-12,5.67,7.49,37.01,64.62,46.15,20.22,160.94
2025-01-13,16.13,16.88,77.51,61.0,67.94,30.64,239.46
2025-01-14,19.76,17.71,82.5,76.46,73.19,16.93,269.62
2025-01-15,20.05,17.89,98.35,84.55,84.88,36.79,305.72
2025-01-16,20.78,18.19,91.94,77.84,80.73,42.72,289.47
2025-01-17,21.62,19.29,79.78,81.64,78.1,41.82,280.42
2025-01-18,19.55,16.71,51.74,80.29,69.49,42.04,237.79
2025-01-19,16.97,15.43,57.18,89.12,58.41,39.89,237.11
2025-01-20,23.18,20.24,104.52,98.52,78.73,43.73,325.19
2025-01-21,20.41,17.25,101.78,95.22,84.32,42.78,318.97
2025-01-22,14.31,12.66,94.81,91.15,77.13,37.64,290.06
2025-01-23,2.26,4.34,85.6,47.94,50.26,9.54,190.41
2025-01-24,0.16,3.71,72.76,28.82,40.54,6.13,145.99
