Date,France_GtP,Belgium_GtP,Italy_GtP,GB_GtP,Germany_GtP,Netherlands_GtP,Total_Gas_to_Power_Demand
2020-09-16,12.17,15.19,85.9,62.77,34.58,32.89,210.62
2020-09-17,11.48,13.98,81.92,60.6,31.85,32.6,199.82
2020-09-18,11.26,13.61,83.28,45.04,31.36,35.1,184.54
2020-09-19,11.2,11.84,67.95,27.15,29.43,27.7,147.58
2020-09-20,12.46,11.46,65.54,46.76,27.51,29.98,163.72
2020-09-21,15.99,12.71,92.01,72.43,38.57,37.03,231.71
2020-09-22,16.25,13.93,88.68,56.64,42.48,37.83,217.98
2020-09-23,14.52,11.78,84.75,64.72,40.97,34.78,216.75
2020-09-24,11.95,10.79,77.73,52.67,31.87,21.91,185.02
2020-09-25,9.47,11.95,63.06,30.01,34.61,28.26,149.11
2020-09-26,3.66,8.0,40.73,25.15,22.05,19.6,99.59
2020-09-27,7.75,9.89,43.97,39.55,20.86,15.9,122.02
2020-09-28,18.85,14.8,74.46,71.55,34.88,33.61,214.53
2020-09-29,19.32,14.74,84.71,64.27,40.62,34.62,223.66
2020-09-30,16.91,12.92,80.01,56.83,38.21,33.6,204.88
2020-10-01,15.12,14.78,75.44,65.7,39.45,33.46,210.49
2020-10-02,13.66,13.27,59.19,45.3,31.54,29.73,162.95
2020-10-03,5.91,11.15,37.99,37.61,16.91,24.83,109.57
2020-10-04,1.19,5.44,34.5,39.45,15.58,9.45,96.16
2020-10-05,8.87,10.05,56.73,55.63,34.67,25.8,165.95
2020-10-06,8.72,10.51,57.2,44.34,28.49,25.51,149.25
2020-10-07,12.59,12.29,56.92,46.24,31.6,26.86,159.63
2020-10-08,9.66,12.94,54.32,55.99,23.25,24.06,156.17
2020-10-09,14.8,12.9,62.6,41.56,39.31,33.73,171.17
2020-10-10,2.71,6.2,46.77,30.83,19.41,17.21,105.93
2020-10-11,2.97,6.62,42.97,48.58,19.12,12.8,120.26
2020-10-12,16.33,13.93,70.23,61.51,42.87,32.8,204.87
2020-10-13,16.68,16.21,70.01,51.43,43.71,33.24,198.04
2020-10-14,14.55,15.96,63.6,61.38,28.05,25.25,183.54
2020-10-15,17.3,16.34,69.0,72.98,41.64,28.85,217.26
2020-10-16,18.57,17.34,66.24,74.11,49.03,34.7,225.29
2020-10-17,15.77,14.26,51.15,63.33,40.81,33.78,185.32
2020-10-18,8.76,11.64,47.85,63.78,19.87,22.89,151.9
2020-10-19,12.04,12.64,72.42,41.96,44.91,32.15,183.97
2020-10-20,13.15,10.03,70.11,33.93,25.7,23.01,152.92
2020-10-21,10.8,9.13,69.85,48.91,22.22,17.45,160.91
2020-10-22,16.56,15.86,69.46,48.89,25.4,20.75,176.16
2020-10-23,13.17,14.27,65.24,47.66,38.06,30.52,178.39
2020-10-24,0.02,5.78,42.44,29.16,14.54,7.4,91.95
2020-10-25,0.82,7.02,39.1,30.63,12.61,8.61,90.18
2020-10-26,12.75,10.92,55.71,36.65,30.11,21.75,146.13
2020-10-27,8.34,8.91,62.75,39.73,23.94,19.34,143.67
2020-10-28,9.04,8.69,56.84,35.64,21.41,18.87,131.63
2020-10-29,10.63,13.68,64.64,36.87,23.67,19.43,149.48
2020-10-30,7.68,9.76,63.04,50.41,20.94,18.45,151.83
2020-10-31,0.82,7.46,43.32,26.92,18.13,11.41,96.66
2020-11-01,0.55,6.91,40.86,25.67,12.8,9.07,86.79
2020-11-02,5.29,7.84,61.33,36.61,17.19,17.39,128.26
2020-11-03,16.91,12.42,69.23,55.13,33.32,24.88,187.0
2020-11-04,15.52,15.95,67.57,70.58,41.95,32.54,211.58
2020-11-05,16.58,14.28,62.29,69.33,43.3,32.41,205.78
2020-11-06,12.79,13.72,58.29,61.4,43.39,31.95,189.59
2020-11-07,2.71,8.22,51.91,55.94,30.12,19.82,148.9
2020-11-08,3.7,7.35,45.73,51.04,25.38,15.61,133.19
2020-11-09,17.58,15.8,71.04,66.71,49.7,34.51,220.83
2020-11-10,19.11,15.48,68.46,62.94,56.37,37.49,222.37
2020-11-11,10.8,11.92,75.5,39.03,56.09,35.92,193.33
2020-11-12,15.94,12.25,75.07,38.22,40.75,29.81,182.23
2020-11-13,15.3,12.31,77.54,40.0,44.28,32.06,189.43
2020-11-14,2.95,6.29,60.96,26.72,26.92,18.58,123.85
2020-11-15,0.16,6.12,54.54,26.45,16.31,9.06,103.58
2020-11-16,15.25,10.99,74.84,34.47,26.49,23.01,162.04
2020-11-17,16.33,14.15,66.98,29.87,34.1,25.26,161.44
2020-11-18,11.61,9.45,75.1,27.67,29.44,21.82,153.27
2020-11-19,11.88,12.78,74.48,55.23,22.05,21.31,176.42
2020-11-20,17.26,15.95,73.42,46.78,45.86,33.49,199.27
2020-11-21,16.56,9.03,54.87,27.93,24.53,19.13,132.92
2020-11-22,19.45,15.23,54.27,39.12,24.76,23.98,152.83
2020-11-23,19.71,19.24,75.7,51.36,51.66,34.71,217.67
2020-11-24,19.4,17.73,77.54,43.02,53.16,34.52,210.84
2020-11-25,19.27,20.49,83.35,75.06,58.39,35.67,256.56
2020-11-26,21.27,22.23,81.4,85.61,64.68,36.87,275.19
2020-11-27,21.15,21.96,81.35,79.29,63.33,36.26,267.08
2020-11-28,19.65,19.53,70.1,70.05,54.9,34.74,234.24
2020-11-29,20.76,20.43,63.47,68.83,51.18,36.19,224.67
2020-11-30,22.0,18.42,87.23,57.15,57.5,35.61,242.3
2020-12-01,22.26,21.38,93.88,77.25,58.93,33.75,273.71
2020-12-02,24.21,22.0,95.96,71.99,62.65,40.25,276.82
2020-12-03,19.33,18.25,89.59,69.5,56.72,34.28,253.4
2020-12-04,17.18,18.37,76.93,50.3,49.1,25.42,211.87
2020-12-05,16.75,18.6,57.46,66.66,52.62,29.17,212.1
2020-12-06,17.76,18.96,57.87,77.86,50.5,31.2,222.94
2020-12-07,22.57,23.5,77.55,81.92,55.79,33.04,261.32
2020-12-08,22.94,21.42,74.92,75.52,59.21,35.93,254.02
2020-12-09,22.99,21.63,89.47,73.3,63.81,37.61,271.2
2020-12-10,20.77,20.61,85.92,63.16,63.16,39.59,253.62
2020-12-11,20.83,18.28,87.59,70.37,55.99,36.35,253.06
2020-12-12,16.18,17.97,68.87,63.87,45.74,36.11,212.62
2020-12-13,14.62,11.74,50.66,33.47,41.25,24.73,151.73
2020-12-14,18.94,13.74,75.95,44.98,39.26,18.72,192.88
2020-12-15,19.16,19.5,89.0,56.44,48.66,29.88,232.76
2020-12-16,19.0,16.13,92.33,45.08,47.54,29.38,220.08
2020-12-17,18.32,15.83,89.76,46.77,37.24,25.0,207.92
2020-12-18,14.79,10.91,83.09,32.02,34.76,19.76,175.58
2020-12-19,3.77,7.62,61.7,22.53,24.31,13.63,119.93
2020-12-20,8.12,9.66,62.44,28.24,27.61,17.53,136.07
2020-12-21,8.21,8.88,85.35,53.51,30.35,20.88,186.31
2020-12-22,7.72,12.9,82.45,71.4,25.81,22.36,200.29
2020-12-23,1.75,9.49,68.07,39.69,32.81,22.81,151.82
2020-12-24,0.15,9.25,43.41,37.72,18.79,12.21,109.32
2020-12-25,0.15,9.57,49.3,37.45,21.91,9.02,118.39
2020-12-26,0.15,8.06,49.49,18.66,17.27,8.82,93.64
2020-12-27,0.37,8.64,42.52,39.59,14.22,14.0,105.34
2020-12-28,8.22,10.63,57.24,69.07,29.52,20.33,174.68
2020-12-29,10.35,11.6,59.71,64.3,32.8,23.92,178.75
2020-12-30,10.47,13.75,55.49,71.11,31.19,26.61,182.01
2020-12-31,11.2,10.41,52.79,61.04,30.5,25.63,165.93
2021-01-01,7.54,8.83,50.76,55.11,32.99,19.3,155.23
2021-01-02,12.55,13.39,50.13,61.24,36.04,25.94,173.36
2021-01-03,11.47,10.62,53.25,51.14,23.9,18.97,150.38
2021-01-04,20.01,15.92,77.56,64.91,43.37,23.57,221.77
2021-01-05,20.59,22.01,78.64,72.12,47.38,26.04,240.73
2021-01-06,22.57,22.14,71.77,80.78,49.0,27.75,246.26
2021-01-07,23.18,21.92,94.5,84.1,53.61,32.35,277.31
2021-01-08,24.09,22.9,91.78,84.84,57.63,35.93,281.24
2021-01-09,20.31,18.09,73.2,67.94,49.49,36.19,229.02
2021-01-10,20.57,16.96,72.14,59.33,40.23,21.94,209.23
2021-01-11,21.79,14.72,96.76,52.13,36.61,22.14,222.01
2021-01-12,21.48,18.44,86.93,71.56,35.91,21.16,234.31
2021-01-13,18.77,18.5,78.28,74.1,29.85,22.46,219.51
2021-01-14,17.41,18.38,84.56,74.34,48.25,36.95,242.94
2021-01-15,19.41,19.61,94.15,67.56,56.3,43.38,257.02
2021-01-16,16.72,12.17,65.21,36.14,50.52,41.85,180.75
2021-01-17,15.92,14.9,63.16,42.34,44.56,37.25,180.88
2021-01-18,18.86,15.63,95.31,58.28,45.54,34.1,233.62
2021-01-19,12.84,12.37,94.76,54.52,28.01,19.17,202.5
2021-01-20,7.47,10.21,91.09,56.45,24.59,13.49,189.81
2021-01-21,3.48,11.01,80.37,42.3,21.82,14.52,158.98
2021-01-22,12.86,14.31,68.62,67.23,37.1,25.79,200.11
2021-01-23,2.89,8.53,48.02,70.78,33.68,24.76,163.89
2021-01-24,1.0,8.01,43.86,66.28,33.56,17.85,152.71
2021-01-25,18.59,15.72,74.92,64.79,52.31,37.15,226.32
2021-01-26,18.62,15.77,74.76,71.99,48.21,35.47,229.35
2021-01-27,17.98,18.22,88.26,70.33,47.91,39.71,242.7
2021-01-28,14.47,14.48,76.53,49.54,46.66,41.9,201.68
2021-01-29,1.7,9.1,63.54,50.65,31.74,16.79,156.73
2021-01-30,1.57,10.33,48.53,44.79,33.03,12.1,138.25
2021-01-31,1.56,10.33,48.25,58.55,27.4,13.91,146.09
2021-02-01,15.76,17.23,73.48,74.97,46.56,39.53,228.0
2021-02-02,8.11,11.34,76.79,48.37,49.04,40.61,193.65
2021-02-03,3.56,12.74,69.57,54.01,35.15,19.18,175.04
2021-02-04,15.09,17.35,70.88,60.33,42.28,38.01,205.92
2021-02-05,13.48,12.64,70.38,53.02,42.31,38.54,191.83
2021-02-06,0.93,9.47,45.49,39.06,24.95,13.93,119.89
2021-02-07,1.63,9.63,39.54,32.98,23.85,16.08,107.62
2021-02-08,19.31,15.6,57.23,59.8,43.2,30.91,195.14
2021-02-09,21.54,19.16,66.43,63.26,52.91,43.79,223.31
2021-02-10,21.68,22.95,76.09,77.52,55.67,49.78,253.91
2021-02-11,22.89,22.36,82.23,66.98,57.84,51.96,252.29
2021-02-12,21.91,17.53,84.8,53.1,57.42,48.53,234.76
2021-02-13,17.93,13.21,55.1,32.43,50.42,42.59,169.09
2021-02-14,9.23,9.93,46.8,29.68,36.73,27.71,132.38
2021-02-15,19.41,13.74,67.03,48.33,45.77,37.47,194.29
2021-02-16,16.9,13.5,75.17,39.59,46.42,38.28,191.58
2021-02-17,13.97,11.61,77.91,35.12,37.37,33.18,175.97
2021-02-18,14.01,9.05,77.24,34.25,35.79,24.59,170.34
2021-02-19,11.87,9.67,74.89,31.06,37.36,30.32,164.86
2021-02-20,0.26,7.49,51.48,25.39,21.48,7.56,106.1
2021-02-21,1.61,8.63,42.68,48.15,21.87,12.61,122.94
2021-02-22,13.31,11.69,78.71,56.0,41.35,35.42,201.06
2021-02-23,4.18,9.56,75.22,30.97,35.31,31.73,155.24
2021-02-24,1.21,8.85,73.49,33.74,25.18,11.71,142.46
2021-02-25,10.05,11.8,74.14,53.61,32.52,29.34,182.13
2021-02-26,12.28,10.15,74.16,62.87,39.2,38.7,198.66
2021-02-27,2.34,8.45,50.84,66.96,33.7,27.63,162.29
2021-02-28,3.91,8.38,46.53,70.05,26.9,17.77,155.77
2021-03-01,17.89,15.24,71.33,81.23,45.87,42.14,231.56
2021-03-02,20.11,18.77,74.04,83.85,52.35,46.39,249.12
2021-03-03,19.7,19.1,82.85,80.72,51.0,47.91,253.37
2021-03-04,20.17,19.51,80.75,77.64,48.62,46.3,246.7
2021-03-05,16.15,15.05,78.97,80.68,49.62,43.15,240.48
2021-03-06,3.81,8.33,57.21,75.08,32.33,23.63,176.76
2021-03-07,8.38,10.25,56.18,71.15,30.64,24.06,176.6
2021-03-08,17.14,19.84,83.94,71.8,49.82,44.37,242.54
2021-03-09,17.53,20.69,87.98,57.26,55.05,48.23,238.52
2021-03-10,11.4,10.61,73.15,38.26,43.06,36.0,176.48
2021-03-11,1.76,7.33,70.34,28.37,20.88,7.36,128.68
2021-03-12,1.18,6.98,61.87,26.85,19.58,10.46,116.47
2021-03-13,0.15,6.4,40.92,22.75,16.06,6.68,86.28
2021-03-14,0.3,6.81,40.85,25.94,16.46,9.12,90.36
2021-03-15,4.76,9.76,58.48,64.26,24.94,14.6,162.21
2021-03-16,14.56,15.58,64.38,46.19,39.27,35.38,179.97
2021-03-17,17.65,18.79,72.38,61.99,47.37,39.38,218.18
2021-03-18,14.27,18.83,82.87,63.75,53.98,44.61,233.7
2021-03-19,11.93,11.87,82.61,72.72,42.43,35.78,221.56
2021-03-20,9.79,9.2,56.52,53.64,36.4,31.2,165.55
2021-03-21,4.0,8.44,45.44,56.79,27.31,13.4,141.98
2021-03-22,15.4,20.07,70.44,66.19,50.77,38.21,222.86
2021-03-23,15.29,18.67,71.06,41.4,57.12,42.89,203.54
2021-03-24,15.04,17.51,70.32,43.21,48.51,32.26,194.59
2021-03-25,14.17,15.04,70.94,29.04,48.69,38.35,177.89
2021-03-26,6.44,8.7,68.16,25.49,28.11,14.51,136.9
2021-03-27,1.43,8.09,53.39,17.96,18.75,8.41,99.62
2021-03-28,2.06,6.61,49.12,15.01,17.1,6.88,89.91
2021-03-29,8.09,7.6,65.27,21.93,24.12,11.44,127.01
2021-03-30,13.34,11.5,60.96,45.77,34.62,28.54,166.19
2021-03-31,12.26,11.87,62.88,52.13,42.38,36.95,181.52
2021-04-01,6.13,8.86,58.92,45.39,33.2,23.04,152.51
2021-04-02,0.69,6.67,43.91,41.9,18.28,16.54,111.46
2021-04-03,0.66,5.52,40.56,47.68,17.6,11.32,112.03
2021-04-04,0.42,5.73,37.24,22.75,16.52,12.7,82.66
2021-04-05,3.96,6.52,41.95,20.26,15.25,10.26,87.93
2021-04-06,17.73,10.25,57.42,33.06,26.58,15.9,145.03
2021-04-07,18.16,16.7,74.74,71.48,28.51,18.48,209.58
2021-04-08,18.13,16.26,75.1,46.92,34.48,23.18,190.89
2021-04-09,19.24,14.08,72.43,67.57,30.75,23.08,204.07
2021-04-10,17.43,11.66,56.31,60.86,39.2,26.07,185.46
2021-04-11,13.56,12.8,47.55,58.55,19.15,12.55,151.61
2021-04-12,20.84,20.6,82.29,79.51,46.98,24.25,250.22
2021-04-13,21.09,20.45,77.78,81.19,44.68,22.26,245.19
2021-04-14,19.29,19.49,75.42,79.86,50.21,28.47,244.27
2021-04-15,19.36,18.78,80.5,77.09,53.31,29.99,249.04
2021-04-16,18.07,14.89,74.22,70.13,49.71,26.44,227.02
2021-04-17,15.8,10.54,53.68,59.43,39.25,19.88,178.7
2021-04-18,17.21,13.74,60.18,63.47,41.62,22.56,196.22
2021-04-19,22.62,18.46,85.87,78.03,50.12,37.15,255.1
2021-04-20,18.81,16.35,86.91,74.67,50.28,37.77,247.01
2021-04-21,17.32,13.38,79.26,66.39,33.37,21.66,209.72
2021-04-22,16.55,14.37,82.13,67.45,25.81,18.32,206.31
2021-04-23,11.94,13.65,66.06,61.43,30.36,27.55,183.44
2021-04-24,4.22,7.02,44.73,44.64,22.58,18.79,123.19
2021-04-25,3.03,7.83,41.58,41.54,19.59,11.9,113.57
2021-04-26,14.02,13.16,65.12,63.6,34.03,24.29,189.93
2021-04-27,14.41,13.2,71.22,61.11,33.17,25.81,193.11
2021-04-28,13.72,13.58,69.61,59.53,32.64,29.35,189.09
2021-04-29,14.61,16.42,72.32,70.27,32.91,24.41,206.53
2021-04-30,12.16,15.8,66.89,74.05,41.22,35.36,210.12
2021-05-01,2.59,7.58,38.97,67.87,22.52,13.81,139.54
2021-05-02,3.55,8.2,38.18,60.43,19.52,12.45,129.88
2021-05-03,5.69,8.63,60.03,30.08,26.5,21.62,130.92
2021-05-04,3.1,7.14,61.04,33.51,17.73,8.44,122.52
2021-05-05,6.14,7.43,56.05,61.15,17.81,12.75,148.58
2021-05-06,11.16,14.7,57.81,65.62,35.31,31.42,184.6
2021-05-07,7.7,12.77,52.18,60.96,30.83,36.83,164.44
2021-05-08,0.47,6.48,42.24,26.94,18.38,10.51,94.52
2021-05-09,0.79,6.75,38.38,26.74,11.82,8.15,84.48
2021-05-10,5.06,10.21,54.47,34.22,21.49,18.2,125.46
2021-05-11,6.9,11.81,56.11,54.6,28.5,38.78,157.91
2021-05-12,6.67,10.16,45.32,61.45,28.51,31.01,152.12
2021-05-13,1.66,6.01,42.37,63.96,16.23,13.18,130.24
2021-05-14,2.04,6.15,41.95,68.92,18.5,25.69,137.56
2021-05-15,0.06,7.07,32.79,58.84,16.47,13.62,115.23
2021-05-16,1.35,5.51,34.08,56.92,13.83,11.53,111.7
2021-05-17,6.37,7.64,46.54,66.21,22.29,27.94,149.05
2021-05-18,7.38,9.53,44.96,67.27,22.55,34.13,151.68
2021-05-19,8.82,10.87,43.81,66.65,25.51,40.37,155.66
2021-05-20,4.96,9.26,44.14,35.59,24.72,28.67,118.68
2021-05-21,0.15,5.57,46.06,30.38,15.44,7.77,97.6
2021-05-22,0.12,5.77,31.89,45.6,10.43,11.59,93.81
2021-05-23,0.86,5.14,35.61,25.48,10.27,10.35,77.37
2021-05-24,0.69,6.61,54.13,42.48,11.59,11.92,115.5
2021-05-25,3.22,7.1,51.64,48.15,15.96,15.31,126.07
2021-05-26,4.27,11.15,59.32,55.75,18.52,20.64,149.01
2021-05-27,8.54,11.19,56.89,58.82,24.26,27.95,159.7
2021-05-28,7.33,11.09,50.76,61.56,29.34,32.79,160.07
2021-05-29,0.38,6.15,39.0,48.95,18.26,11.59,112.74
2021-05-30,1.02,6.3,34.65,34.54,16.04,9.58,92.54
2021-05-31,4.59,8.95,46.31,30.33,25.25,19.96,115.42
2021-06-01,4.55,8.51,51.33,39.61,25.58,23.42,129.58
2021-06-02,1.55,7.23,45.98,38.87,20.04,14.46,113.67
2021-06-03,2.6,6.1,58.76,45.06,18.74,18.8,131.25
2021-06-04,7.64,10.08,56.86,48.79,27.41,26.5,150.78
2021-06-05,2.96,7.19,38.77,38.54,18.72,12.66,106.19
2021-06-06,2.21,6.98,38.58,45.72,16.18,12.64,109.67
2021-06-07,11.04,11.65,60.32,49.04,37.55,30.85,169.6
2021-06-08,9.91,11.32,60.99,40.47,41.73,34.48,164.43
2021-06-09,9.03,12.05,58.05,33.96,39.53,29.25,152.62
2021-06-10,9.86,11.69,55.1,34.56,39.74,30.43,150.95
2021-06-11,7.09,10.4,52.02,29.03,32.84,24.63,131.38
2021-06-12,0.68,6.1,40.23,29.21,15.58,14.81,91.79
2021-06-13,0.24,6.42,38.19,25.15,12.77,13.91,82.78
2021-06-14,7.26,10.5,60.23,37.66,23.05,21.21,138.7
2021-06-15,9.76,11.8,68.67,38.18,34.55,31.15,162.97
2021-06-16,8.97,12.06,78.07,48.76,39.65,33.52,187.51
2021-06-17,9.07,11.61,76.62,54.49,33.87,27.65,185.67
2021-06-18,6.27,11.18,72.52,46.67,34.84,32.84,171.47
2021-06-19,3.46,9.56,47.5,40.74,21.79,20.9,123.05
2021-06-20,0.81,6.11,45.99,43.0,14.79,13.41,110.7
2021-06-21,6.64,9.52,74.55,44.28,26.73,26.55,161.72
2021-06-22,8.05,10.35,84.33,48.98,37.46,33.15,189.18
2021-06-23,9.11,12.73,88.27,55.63,39.7,39.24,205.45
2021-06-24,8.43,11.3,83.42,50.59,42.83,40.86,196.56
2021-06-25,8.27,9.18,75.61,44.15,38.33,36.51,175.53
2021-06-26,2.84,7.2,53.35,40.16,21.32,13.74,124.86
2021-06-27,1.56,7.55,54.24,39.43,15.89,10.99,118.67
2021-06-28,8.71,11.41,81.82,58.89,33.3,31.33,194.13
2021-06-29,9.48,12.37,82.79,55.46,36.8,35.55,196.91
2021-06-30,10.01,10.56,82.95,52.32,35.61,38.66,191.45
2021-07-01,9.88,9.67,78.54,54.3,33.67,33.56,186.06
2021-07-02,10.54,8.04,73.21,52.47,36.64,35.89,180.9
2021-07-03,3.81,6.02,52.54,40.21,19.88,16.89,122.45
2021-07-04,1.0,5.85,52.42,36.75,18.4,11.61,114.42
2021-07-05,9.67,7.26,75.08,45.13,29.84,23.97,166.99
2021-07-06,4.17,6.45,83.69,35.1,18.07,9.22,147.48
2021-07-07,10.56,8.0,87.27,48.16,28.38,24.68,182.37
2021-07-08,14.92,9.69,89.33,58.64,35.45,37.12,208.05
2021-07-09,13.0,10.16,76.9,59.12,31.84,36.08,191.02
2021-07-10,4.52,6.3,52.35,50.82,14.57,14.12,128.56
2021-07-11,3.8,6.11,46.13,45.84,14.71,11.47,116.59
2021-07-12,11.59,9.03,84.07,59.47,26.9,26.41,191.07
2021-07-13,10.24,9.73,80.67,49.47,31.64,34.14,181.75
2021-07-14,2.38,8.13,67.06,38.0,29.17,17.48,144.75
2021-07-15,4.33,9.17,70.3,42.68,32.58,19.5,159.06
2021-07-16,3.54,8.07,72.15,39.48,25.21,20.22,148.45
2021-07-17,2.14,6.69,50.07,33.67,11.63,10.65,104.19
2021-07-18,1.29,5.96,41.56,43.2,10.83,7.9,102.84
2021-07-19,10.9,6.2,76.79,55.5,22.43,25.33,171.81
2021-07-20,10.31,6.6,82.01,55.11,27.6,28.37,181.63
2021-07-21,11.86,8.48,88.21,61.67,29.14,30.13,199.36
2021-07-22,8.17,8.11,86.42,61.79,31.74,25.25,196.23
2021-07-23,3.59,7.91,84.44,54.2,30.3,19.0,180.44
2021-07-24,0.54,5.73,59.17,50.9,13.37,11.39,129.71
2021-07-25,0.93,5.74,53.1,53.23,12.93,10.77,125.93
2021-07-26,8.42,6.75,85.4,57.13,26.53,22.9,184.22
2021-07-27,3.03,6.82,92.35,58.31,24.29,19.26,184.8
2021-07-28,0.42,6.58,90.26,36.03,16.14,7.2,149.42
2021-07-29,0.02,5.72,86.37,35.03,11.28,5.73,138.41
2021-07-30,0.4,5.34,85.97,49.71,13.26,7.68,154.68
2021-07-31,0.25,5.46,57.0,42.83,10.29,5.98,115.83
2021-08-01,0.32,5.86,43.8,48.0,10.6,8.36,108.58
2021-08-02,1.28,6.38,76.95,58.38,12.73,11.23,155.72
2021-08-03,2.81,7.68,75.32,57.9,18.53,12.79,162.25
2021-08-04,2.62,7.01,74.44,49.07,22.69,14.66,155.83
2021-08-05,0.79,5.68,58.76,30.41,18.8,10.02,114.44
2021-08-06,0.1,6.34,57.67,29.17,13.17,6.09,106.45
2021-08-07,0.25,6.24,45.82,28.91,12.21,7.19,93.44
2021-08-08,0.32,5.07,41.15,24.56,10.5,5.24,81.6
2021-08-09,1.07,5.37,58.99,47.02,12.86,7.97,125.31
2021-08-10,3.96,6.14,62.51,53.72,15.81,11.69,142.14
2021-08-11,5.49,6.52,67.36,42.5,18.5,14.62,140.37
2021-08-12,5.49,6.03,70.97,32.74,22.0,16.37,137.24
2021-08-13,1.83,5.46,66.78,22.01,14.36,9.2,110.43
2021-08-14,0.59,5.73,55.83,38.07,10.85,8.52,111.06
2021-08-15,0.04,4.97,55.38,34.39,12.2,9.18,106.98
2021-08-16,0.04,5.15,58.09,37.24,13.21,6.59,113.73
2021-08-17,0.16,5.29,54.11,38.83,12.63,9.52,111.02
2021-08-18,1.36,5.77,53.31,49.45,14.72,9.93,124.61
2021-08-19,2.29,6.39,57.16,62.06,17.79,12.43,145.69
2021-08-20,3.66,7.37,57.28,56.77,16.86,15.33,141.93
2021-08-21,2.81,5.71,48.55,53.7,13.71,11.32,124.48
2021-08-22,1.54,5.8,47.62,49.49,11.67,11.46,116.12
2021-08-23,3.06,5.64,65.85,57.42,16.8,10.4,148.78
2021-08-24,2.95,6.43,71.12,55.07,16.24,8.21,151.81
2021-08-25,3.06,6.4,70.32,48.41,13.25,8.38,141.44
2021-08-26,3.17,5.7,71.24,42.77,16.23,9.06,139.11
2021-08-27,3.23,5.69,63.59,51.13,17.47,7.82,141.11
2021-08-28,0.03,5.37,45.29,38.08,12.18,8.01,100.94
2021-08-29,0.3,5.48,42.59,33.25,12.04,7.34,93.67
2021-08-30,4.98,5.69,75.63,39.52,17.65,12.07,143.47
2021-08-31,4.73,6.26,82.75,52.03,21.86,12.79,167.63
2021-09-01,3.34,7.93,80.11,59.39,25.71,21.1,176.48
2021-09-02,3.61,6.63,75.83,63.6,25.43,20.83,175.1
2021-09-03,3.8,5.59,82.28,55.14,19.42,16.13,166.23
2021-09-04,2.05,5.33,61.67,49.54,12.88,10.35,131.47
2021-09-05,1.87,5.67,49.71,50.84,12.4,12.23,120.49
2021-09-06,10.23,9.22,82.81,61.19,25.13,27.58,188.59
2021-09-07,8.07,8.3,85.9,62.51,28.3,29.45,193.08
2021-09-08,7.67,6.61,87.81,60.86,27.6,25.2,190.55
2021-09-09,14.98,9.31,84.23,65.13,30.02,26.77,203.66
2021-09-10,14.61,8.29,83.56,61.73,30.63,33.2,198.82
2021-09-11,7.44,5.85,59.98,46.91,16.29,12.36,136.47
2021-09-12,2.04,6.32,51.54,57.8,14.67,13.85,132.37
2021-09-13,13.95,9.04,83.2,65.71,25.06,27.08,196.95
2021-09-14,13.41,9.42,91.52,67.98,27.82,28.34,210.15
2021-09-15,11.19,10.69,93.65,70.74,29.64,28.33,215.92
2021-09-16,10.97,7.94,81.88,62.48,30.8,21.29,194.06
2021-09-17,11.04,6.83,72.12,60.06,27.37,23.96,177.42
2021-09-18,2.58,5.13,53.22,55.06,13.77,13.45,129.77
2021-09-19,1.96,5.84,46.84,58.48,12.35,10.11,125.47
2021-09-20,13.48,7.82,74.85,60.42,28.1,29.05,184.67
2021-09-21,8.13,6.06,79.87,58.58,23.49,24.23,176.13
2021-09-22,7.63,5.79,72.66,41.78,21.87,17.52,149.73
2021-09-23,2.99,6.07,75.93,41.59,13.38,11.46,139.97
2021-09-24,4.65,6.21,77.63,37.8,16.73,13.34,143.01
2021-09-25,5.23,5.73,60.48,50.98,17.51,16.32,139.93
2021-09-26,2.54,7.0,57.07,27.14,13.86,11.55,107.61
2021-09-27,9.16,7.28,82.47,30.41,22.0,13.2,151.33
2021-09-28,11.44,7.02,82.01,47.52,25.26,19.98,173.24
2021-09-29,1.79,6.4,84.05,38.8,15.27,7.43,146.31
2021-09-30,2.94,6.49,77.0,35.74,16.08,7.94,138.26
2021-10-01,0.12,6.19,74.69,28.07,17.0,6.28,126.06
2021-10-02,0.07,5.02,53.9,31.39,13.09,6.92,103.46
2021-10-03,0.78,5.96,50.22,20.11,13.59,8.26,90.66
2021-10-04,11.64,7.68,74.14,46.61,22.32,8.98,162.39
2021-10-05,3.12,6.81,67.57,34.35,17.19,9.59,129.04
2021-10-06,5.99,8.71,69.53,51.17,19.43,14.05,154.83
2021-10-07,9.81,8.2,70.39,51.9,35.22,26.27,175.52
2021-10-08,7.62,6.8,66.39,61.53,29.06,23.84,171.4
2021-10-09,1.7,6.02,41.71,55.43,14.55,10.71,119.42
2021-10-10,2.25,5.78,43.51,40.5,14.15,11.36,106.18
2021-10-11,12.4,7.01,66.65,57.86,20.96,18.23,164.87
2021-10-12,9.83,8.52,76.2,64.09,25.27,23.18,183.91
2021-10-13,13.42,8.87,74.38,59.79,30.8,31.42,187.26
2021-10-14,12.47,6.52,65.54,41.13,24.59,20.5,150.26
2021-10-15,10.48,8.48,63.7,68.56,19.9,14.43,171.13
2021-10-16,5.52,5.2,49.72,57.16,18.17,11.91,135.77
2021-10-17,3.19,5.07,48.09,42.38,15.54,9.75,114.28
2021-10-18,14.83,7.98,80.77,47.26,24.63,25.0,175.47
