Date,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Ireland,Total,Industrial,LDZ,Gas_to_Power,Slovakia_Austria,Russia_NordStream_Germany,Norway_Europe,Algeria_Italy,Libya_Italy,Spain_France,Denmark_Germany,Czech_Poland_Germany,LNG_Belgium,LNG_France,LNG_Germany,LNG_Netherlands,LNG_GB,LNG_Italy,Austria_Production,Germany_Production,GB_Production,Netherlands_Production,Italy_Production,Austria_Hungary_Export,Total_LNG_Imports,Total_Pipeline_Imports,Total_Domestic_Production,Total_Supply
2025-02-12,163.63,69.33,263.19,133.8,303.53,36.45,384.99,8.98,2.93,19.53,1386.36,277.99,827.91,280.47,-2.94,0.0,289.5,60.78,0.5,14.07,0.77,-19.99,40.32,102.73,9.01,47.97,108.55,53.87,1.25,10.1,77.71,23.04,9.91,-6.6,362.45,705.13,122.01,1189.59
2025-02-13,169.11,73.51,259.46,145.63,317.2,37.21,403.42,11.19,2.96,20.46,1440.15,285.03,861.82,293.3,-2.32,0.0,279.42,60.13,0.99,12.69,-1.14,-20.05,52.96,101.8,9.74,47.93,102.86,53.89,1.26,10.17,83.06,23.79,9.75,-4.44,369.17,698.89,128.02,1196.08
2025-02-14,177.16,74.41,262.77,139.59,313.96,36.4,404.35,13.12,3.07,21.07,1445.92,273.47,887.2,285.24,-3.44,0.0,289.29,60.31,0.99,15.29,0.53,-19.32,42.02,99.43,9.78,47.86,103.0,40.89,1.25,10.19,84.06,23.96,9.82,-3.39,342.98,686.64,129.28,1158.9
2025-02-15,161.79,65.77,209.37,130.14,281.49,33.54,378.1,12.89,2.9,17.06,1293.04,249.7,850.33,193.01,-2.68,0.0,295.37,60.84,0.99,14.19,0.0,-25.99,36.9,85.98,9.78,46.21,85.47,36.81,1.25,10.23,84.53,25.36,9.63,-3.86,301.16,643.87,131.0,1076.02
2025-02-16,156.9,63.91,210.46,120.12,262.12,35.24,385.34,13.01,2.79,14.98,1264.86,251.0,858.84,155.02,-2.72,0.0,297.47,61.55,0.99,11.75,-0.71,-26.96,34.71,85.65,9.78,46.1,85.36,50.43,1.24,10.08,85.54,24.85,9.75,-5.78,312.03,653.39,131.46,1096.87
2025-02-17,174.37,73.96,280.45,140.72,309.33,40.25,434.18,13.25,3.1,17.86,1487.47,285.9,937.03,264.54,-1.99,0.0,299.32,60.09,0.99,6.08,-1.14,-25.49,43.23,83.39,10.58,46.08,94.54,51.37,1.25,9.93,87.93,25.02,9.46,-6.66,329.19,667.06,133.6,1129.84
2025-02-18,165.7,67.59,291.59,128.1,273.6,39.72,427.2,13.39,3.18,16.26,1426.33,270.79,934.45,221.09,-4.85,0.0,299.15,60.36,1.49,12.26,-1.02,-22.24,43.78,83.9,10.06,45.91,85.38,52.09,1.25,10.08,86.48,25.37,6.7,-6.7,321.12,666.27,129.88,1117.27
2025-02-19,147.0,60.45,297.27,114.44,263.11,39.45,407.54,12.7,3.0,16.07,1361.03,259.1,900.33,201.6,-0.02,0.0,297.39,59.92,1.49,6.71,0.0,-24.68,44.03,89.63,9.89,46.73,78.59,51.5,1.25,10.09,84.09,26.6,6.51,-4.72,320.36,661.16,128.54,1110.07
2025-02-20,118.81,49.98,283.7,87.23,189.3,37.3,364.85,10.98,2.55,14.04,1158.75,231.58,761.23,165.94,0.0,0.0,298.15,60.01,1.49,8.8,0.0,-19.96,46.43,89.86,11.78,43.71,73.49,51.4,1.27,9.72,83.84,24.51,6.86,-7.09,316.68,665.16,126.2,1108.04
2025-02-21,105.41,38.79,252.25,60.82,163.97,32.68,294.49,10.86,2.15,13.88,975.29,205.46,632.98,136.86,0.0,0.0,292.26,59.94,1.49,7.51,-1.17,-22.61,41.23,75.03,13.77,43.13,77.29,48.57,1.27,9.67,83.93,26.83,8.61,-6.26,299.02,636.44,130.32,1065.79
2025-02-22,101.26,38.56,208.08,68.55,158.93,27.5,251.27,9.19,2.05,12.9,878.3,193.16,575.93,109.2,-0.0,0.0,296.9,60.15,1.49,6.11,-0.06,-21.97,40.98,88.07,12.91,43.33,53.3,46.89,1.27,9.6,83.99,27.41,9.63,-7.85,285.49,628.11,131.9,1045.49
2025-02-23,100.66,35.3,190.12,58.79,180.29,29.12,243.06,8.43,1.93,12.79,860.5,189.46,573.06,97.98,-1.18,0.0,300.83,60.88,1.49,3.52,0.0,-23.12,40.93,98.76,11.83,43.32,66.96,46.33,1.26,9.5,84.19,27.37,9.75,-9.2,308.12,650.53,132.07,1090.73
2025-02-24,113.28,42.79,247.17,73.26,176.45,32.02,262.43,8.47,2.22,14.3,972.39,217.04,603.61,151.75,-1.95,0.0,298.81,60.38,1.49,2.6,0.0,-21.99,38.13,115.24,11.17,43.09,89.52,52.58,1.25,9.28,82.89,27.91,9.67,-8.16,349.73,689.08,130.99,1169.8
2025-02-25,127.79,53.07,245.7,99.18,221.85,32.78,288.05,9.2,2.34,18.74,1098.7,246.86,635.28,216.56,0.0,0.0,302.74,59.9,1.49,-1.26,0.0,-19.38,49.39,116.42,11.0,47.41,91.92,53.79,1.25,9.36,82.74,26.16,9.77,-6.91,369.93,713.43,129.28,1212.63
2025-02-26,137.3,52.07,237.28,90.4,255.93,32.87,302.04,10.45,2.34,18.75,1139.44,232.6,679.55,227.29,-0.63,0.0,304.77,59.39,1.49,-2.7,0.0,-21.16,49.75,118.02,11.27,47.87,87.04,53.84,1.24,9.54,83.53,27.47,9.35,-5.17,367.79,708.95,131.12,1207.86
2025-02-27,148.58,58.95,233.9,105.49,256.52,30.78,321.82,11.18,2.43,22.51,1192.16,250.01,697.19,244.96,0.0,0.0,299.98,58.39,1.48,0.58,0.0,-21.26,48.76,116.87,11.27,47.92,84.12,53.48,1.26,9.68,83.31,28.27,9.9,-6.33,362.42,701.59,132.43,1196.43
2025-02-28,148.19,58.41,226.85,110.51,257.4,29.97,329.93,11.72,2.66,19.99,1195.63,242.26,715.88,237.5,0.0,0.0,301.77,59.03,1.49,-0.33,0.0,-21.27,46.97,112.44,14.91,47.94,87.18,49.55,1.27,9.61,78.21,27.04,9.97,-7.11,358.99,699.68,126.09,1184.76
2025-03-01,137.27,52.31,185.79,102.32,221.87,25.98,304.45,10.65,2.37,21.09,1064.1,224.16,692.41,147.52,0.0,0.0,306.28,59.0,1.51,-0.3,0.0,-19.51,48.23,100.77,11.54,48.0,60.24,46.52,1.26,9.72,77.02,26.28,9.81,-8.61,315.3,662.28,124.08,1101.66
2025-03-02,135.49,46.84,163.71,89.48,205.41,23.91,299.3,12.24,2.25,17.08,995.7,215.41,674.27,106.02,0.0,0.0,303.38,59.14,1.49,-0.37,0.0,-19.49,44.42,111.4,11.59,48.49,58.92,47.88,1.25,9.59,78.34,24.74,9.86,-8.64,322.7,666.85,123.78,1113.34
2025-03-03,147.74,53.54,223.43,99.47,232.77,28.14,319.37,10.05,2.39,21.38,1138.28,239.89,710.32,188.07,-0.62,0.0,304.58,58.0,0.99,-2.87,0.0,-18.3,46.72,111.87,15.21,48.52,70.22,52.9,1.2,9.42,81.95,26.87,9.83,-8.69,345.45,687.23,129.27,1161.95
2025-03-04,136.84,49.37,225.81,89.44,208.69,27.16,313.46,9.52,2.4,16.75,1079.45,236.18,671.9,171.37,-0.0,0.0,306.84,58.6,1.98,-2.27,-0.65,-19.96,43.73,116.01,15.23,48.84,68.89,53.25,1.21,9.49,82.7,24.76,9.8,-8.83,345.94,690.48,127.96,1164.39
2025-03-05,123.91,43.68,219.62,79.8,194.53,23.27,291.31,8.86,2.39,14.02,1001.38,224.2,619.49,157.7,0.0,0.0,300.19,58.31,1.98,-0.45,0.0,-22.32,42.2,118.41,15.31,48.38,66.93,53.23,1.15,9.8,85.22,26.74,9.7,-8.18,344.47,682.18,132.62,1159.27
2025-03-06,109.83,39.32,209.74,73.75,170.43,21.92,270.16,6.53,2.06,17.43,921.19,221.77,565.11,134.31,-0.96,0.0,297.95,58.27,2.48,-0.36,0.0,-21.52,31.95,118.93,15.38,47.99,64.76,53.24,1.18,9.73,87.77,27.62,9.76,-9.39,332.26,668.13,136.06,1136.46
2025-03-07,99.61,36.96,209.3,75.29,180.6,23.81,257.82,0.71,2.1,19.49,905.69,224.79,507.33,173.58,0.0,0.0,307.0,58.71,2.48,-0.35,0.0,-22.39,31.75,121.28,15.34,48.23,69.26,51.29,1.19,9.6,86.85,27.71,9.69,-7.08,337.15,682.6,135.04,1154.79
2025-03-08,85.41,31.45,164.55,56.69,135.83,19.36,217.09,7.71,1.86,15.39,735.33,183.77,444.41,107.16,0.0,0.0,305.83,50.84,3.48,2.7,0.0,-19.11,23.18,119.52,13.68,51.69,42.87,46.98,1.19,9.35,84.15,27.01,9.77,-6.27,297.92,641.65,131.47,1071.04
2025-03-09,86.77,32.12,156.08,64.81,158.17,18.58,220.42,7.07,1.64,15.66,761.31,200.57,443.08,117.67,-0.63,0.0,303.11,50.57,4.97,0.68,0.0,-19.04,23.02,119.1,13.69,51.65,42.95,48.36,1.18,9.35,85.95,27.03,9.63,-5.78,298.77,638.41,133.15,1070.33
2025-03-10,107.93,41.93,205.11,81.46,193.53,23.13,262.96,7.45,1.93,16.16,941.6,236.15,524.64,180.82,0.0,0.0,302.95,50.63,6.94,-1.13,0.0,-19.04,29.43,121.43,13.72,56.05,56.32,48.55,1.19,9.17,87.7,26.4,9.61,-5.0,325.5,665.86,134.06,1125.41
2025-03-11,122.59,53.44,207.56,101.79,230.24,24.87,282.22,7.82,2.03,19.72,1052.28,240.49,590.64,221.14,0.0,0.0,299.77,58.17,6.95,-2.33,0.0,-19.24,33.8,121.57,15.25,56.97,65.01,49.63,1.25,9.35,86.82,25.85,9.58,-2.38,342.22,685.55,132.84,1160.61
2025-03-12,144.29,58.53,216.75,107.47,251.06,24.57,303.35,8.34,2.22,19.64,1136.22,253.21,641.77,241.24,0.0,0.0,292.26,58.07,6.45,-1.82,0.0,-17.41,30.84,121.35,12.51,57.19,65.63,49.71,1.26,9.18,85.37,27.67,9.71,-1.34,337.23,674.77,133.2,1145.2
2025-03-13,160.56,60.84,195.29,116.28,274.16,25.5,321.11,9.28,2.55,23.11,1188.69,259.77,694.12,234.8,0.0,0.0,309.09,58.18,7.45,-2.0,0.0,-17.55,28.61,124.73,14.51,57.14,67.36,42.71,1.25,9.63,89.68,27.06,9.59,-1.26,335.07,690.22,137.21,1162.5
2025-03-14,156.65,57.3,187.43,109.35,262.27,26.67,319.55,10.65,2.57,20.56,1153.0,243.44,696.26,213.3,-0.55,0.0,306.99,58.79,7.45,-1.65,0.0,-17.22,24.27,124.41,11.16,58.34,69.03,48.15,1.25,9.75,87.52,28.69,9.79,-1.02,335.36,689.16,137.0,1161.52
2025-03-15,137.22,47.86,150.75,88.56,222.74,23.84,285.58,10.16,2.31,20.08,989.09,213.49,657.44,118.15,0.0,0.0,293.52,50.69,6.47,-0.93,0.0,-17.84,23.55,120.96,13.16,60.69,51.25,34.76,1.25,9.49,86.54,30.11,9.86,-1.02,304.36,636.26,137.23,1077.85
2025-03-16,134.98,45.12,141.59,79.04,218.3,23.56,283.45,10.3,2.09,18.15,956.6,209.54,635.59,111.47,0.0,0.0,298.82,49.83,6.48,-1.38,0.0,-18.33,28.86,121.0,13.19,60.59,51.24,36.31,1.26,9.34,88.68,28.73,9.71,-2.47,311.2,646.6,137.71,1095.52
2025-03-17,144.34,54.09,198.79,86.68,246.14,28.59,316.67,11.4,2.49,18.41,1107.6,244.67,698.2,164.73,0.0,0.0,303.07,57.7,6.48,-2.04,0.01,-18.26,56.91,123.71,12.7,60.37,70.88,45.91,1.14,8.88,86.29,27.89,9.53,-3.61,370.47,717.43,133.73,1221.64
2025-03-18,129.29,48.44,220.66,85.77,218.11,29.68,319.74,11.31,2.48,18.23,1083.71,244.17,681.74,157.8,0.0,0.0,287.31,58.44,6.47,-1.4,1.04,-18.1,55.02,123.7,13.53,59.85,65.09,54.86,1.15,8.85,83.56,29.37,9.49,-4.47,372.05,705.79,132.42,1210.26
2025-03-19,107.62,44.04,230.08,81.28,227.23,27.53,302.5,9.39,2.19,18.05,1049.9,237.74,616.04,196.12,0.0,0.0,290.82,55.59,5.49,2.39,0.25,-19.2,43.28,119.19,13.27,59.04,60.55,58.63,1.15,9.12,80.32,30.01,9.48,-7.13,353.96,689.3,130.08,1173.35
2025-03-20,95.23,37.12,219.74,69.02,167.65,26.64,266.82,8.64,1.94,15.38,908.19,217.04,518.21,172.95,0.0,0.0,296.99,55.35,5.47,3.22,0.0,-19.57,44.18,119.83,13.51,58.63,54.84,59.53,1.18,9.37,81.57,31.18,9.87,-5.62,350.52,691.98,133.16,1175.66
2025-03-21,86.54,30.25,206.8,46.74,138.05,24.19,208.17,6.23,1.68,15.96,764.62,186.59,460.45,117.58,0.0,0.0,294.68,55.34,3.5,1.6,0.0,-23.21,49.52,119.1,13.75,51.57,54.83,58.88,1.19,9.34,80.51,30.12,10.19,-2.6,347.64,679.55,131.35,1158.54
2025-03-22,79.58,26.05,165.93,45.19,136.36,16.93,183.47,5.61,1.49,11.98,672.6,174.67,400.09,97.83,0.0,0.0,297.83,51.4,2.99,2.55,0.0,-25.3,40.17,115.21,13.51,52.54,38.57,50.01,1.26,9.34,82.85,28.48,9.69,-0.82,310.01,639.48,131.62,1081.11
2025-03-23,86.79,30.17,149.09,58.97,172.79,15.7,195.73,5.95,1.46,12.69,729.35,192.68,421.96,114.7,0.0,0.0,299.54,51.16,2.98,2.4,0.0,-24.75,43.32,115.22,13.14,49.34,38.54,40.25,1.27,9.18,86.06,26.89,9.83,-0.77,299.81,631.14,133.23,1064.19
2025-03-24,100.86,45.82,194.29,76.41,193.84,22.02,231.69,6.91,1.61,17.31,890.76,221.36,463.5,205.9,0.0,0.0,294.4,54.82,2.49,2.32,1.09,-22.69,46.44,120.3,12.89,54.09,50.31,46.65,1.29,9.31,87.68,27.49,9.33,-1.33,330.69,663.12,135.1,1128.91
2025-03-25,101.68,44.69,192.12,76.09,189.4,21.99,227.6,7.24,1.67,18.45,880.92,220.47,481.53,178.92,0.0,0.0,300.22,54.67,3.85,2.57,0.94,-23.11,43.52,120.11,16.41,57.77,44.64,53.5,1.29,9.08,86.01,27.74,7.29,-1.31,335.93,675.08,131.4,1142.42
2025-03-26,105.13,49.46,182.86,84.71,168.43,22.07,246.06,7.52,1.88,16.16,884.27,229.83,471.14,183.29,0.0,0.0,304.57,55.06,4.48,6.09,0.24,-22.01,35.42,121.1,21.59,57.79,43.45,58.06,1.27,9.16,87.02,27.15,8.89,-0.83,337.41,685.83,133.48,1156.73
2025-03-27,103.38,39.22,181.68,68.33,143.84,20.74,237.38,8.04,1.82,13.29,817.71,219.38,466.44,131.9,0.0,0.0,305.41,54.74,4.48,8.68,0.0,-21.62,26.52,124.66,18.92,57.92,44.35,59.73,1.27,8.99,84.74,28.91,9.55,-2.9,332.11,683.79,133.47,1149.37
2025-03-28,100.3,39.38,163.54,71.1,152.5,21.37,221.62,8.17,1.7,14.64,794.33,200.97,481.0,112.36,0.0,0.0,306.97,54.09,6.97,6.97,0.0,-20.29,29.15,120.34,18.89,58.66,42.25,60.56,1.26,9.17,81.35,29.02,9.95,-2.55,329.85,684.55,130.74,1145.15
2025-03-29,89.34,31.65,145.06,56.08,143.0,20.02,198.1,6.92,1.58,11.86,703.6,174.95,446.47,82.18,0.0,0.0,283.28,55.59,7.48,10.75,0.0,-21.78,23.12,112.73,21.59,56.22,36.93,53.15,1.2,8.75,82.72,27.98,9.31,-1.86,303.74,639.07,129.96,1072.76
2025-03-30,87.48,32.83,118.08,55.88,129.55,16.71,208.65,6.91,1.75,14.24,672.06,184.09,418.06,69.92,0.0,0.0,298.96,56.19,5.97,13.2,0.0,-22.04,24.06,117.67,22.01,58.68,36.81,53.2,1.25,9.13,84.15,28.9,9.23,-2.08,312.42,664.71,132.65,1109.79
2025-03-31,95.88,36.01,162.45,72.24,164.96,24.65,251.89,8.61,1.84,15.24,833.77,224.61,460.94,148.22,0.0,0.0,305.43,56.41,5.96,8.95,0.0,-22.51,43.51,119.35,22.0,58.37,37.17,52.51,1.24,9.2,85.49,29.68,9.15,-1.92,332.91,687.15,134.77,1154.83
2025-04-01,92.97,36.17,172.99,62.68,132.38,22.74,242.76,7.6,1.84,12.3,784.43,210.53,460.11,113.79,-0.94,0.0,303.22,61.35,4.98,17.01,-0.25,-27.62,39.9,115.79,18.97,60.28,16.93,55.65,1.24,9.15,83.22,27.22,9.04,-2.57,307.52,665.27,129.88,1102.67
2025-04-02,86.44,32.94,167.9,53.45,124.78,21.39,219.35,8.8,1.84,12.71,729.61,203.16,435.55,90.9,-1.61,0.0,279.0,61.41,5.0,15.59,-0.11,-31.7,55.27,116.54,18.56,58.89,24.03,60.36,1.23,9.32,82.43,26.86,9.0,-4.53,333.65,661.22,128.84,1123.72
2025-04-03,76.07,32.45,160.89,57.64,123.88,20.55,207.21,6.9,1.59,12.86,700.02,207.38,382.05,110.6,-1.59,0.0,233.06,61.31,5.47,17.92,0.0,-32.98,42.42,89.44,23.63,59.01,21.61,52.41,1.24,9.59,83.18,25.33,9.0,-3.18,288.51,571.71,128.34,988.56
2025-04-04,64.71,29.31,149.72,52.93,113.27,17.92,185.2,5.59,1.55,12.11,632.32,192.57,331.63,108.12,-1.49,0.0,263.2,61.03,5.49,14.85,0.0,-33.88,38.71,110.05,23.88,59.09,19.77,49.99,1.23,9.66,83.06,25.0,9.26,-4.17,301.49,610.69,128.2,1040.38
2025-04-05,53.79,25.6,115.52,45.09,111.37,14.61,175.24,6.01,1.33,10.32,558.87,175.02,317.97,65.88,-1.74,0.0,269.55,60.19,4.47,14.99,0.0,-28.46,44.26,115.94,22.29,59.96,14.73,41.46,1.24,9.36,86.57,23.53,9.39,-3.28,298.64,617.66,130.09,1046.39
2025-04-06,58.76,29.84,116.97,56.03,124.82,20.84,217.89,6.36,1.47,12.1,645.08,194.27,370.33,80.49,-1.69,0.0,280.58,60.56,4.49,13.76,0.0,-28.76,46.09,115.5,21.14,60.0,14.73,36.13,1.22,9.13,91.98,24.87,9.05,-5.5,293.6,622.53,136.25,1052.38
2025-04-07,78.19,40.44,165.74,71.47,164.97,25.96,251.56,7.65,1.82,18.27,826.07,223.35,451.61,151.11,-1.7,0.0,278.24,60.15,3.99,13.42,0.0,-26.08,51.12,114.88,20.63,60.03,20.77,42.78,1.07,8.21,90.58,25.05,9.29,-9.47,310.21,638.23,134.2,1082.63
2025-04-08,76.94,39.11,179.19,72.12,165.03,26.11,250.29,5.98,1.71,18.78,835.27,222.44,438.03,174.79,-1.62,0.0,273.5,58.85,5.97,10.18,0.0,-22.75,47.29,113.99,21.92,58.87,18.37,39.38,1.2,9.12,87.6,26.33,7.6,-10.13,299.81,623.94,131.85,1055.6
2025-04-09,71.91,34.84,177.31,67.91,161.34,23.84,234.82,7.48,1.7,18.65,799.79,212.3,433.67,153.82,-1.92,0.0,285.34,59.22,4.98,13.77,0.0,-22.79,35.66,110.88,20.87,58.99,25.82,43.15,1.18,9.42,93.0,26.3,9.12,-7.77,295.36,633.97,139.03,1068.36
2025-04-10,72.37,35.72,162.42,69.76,141.17,21.11,228.17,6.81,1.74,18.33,757.6,215.25,405.45,136.91,-0.95,0.0,304.9,58.73,3.5,15.38,0.0,-22.84,45.56,114.51,20.87,60.27,19.22,47.53,1.19,9.66,93.91,28.63,8.94,-8.15,307.97,666.69,142.33,1116.98
2025-04-11,66.3,34.23,141.05,63.11,123.42,18.08,207.48,6.5,1.64,16.36,678.17,206.09,349.47,122.61,-1.8,0.0,289.3,58.88,3.99,15.7,2.82,-23.58,48.62,113.77,24.69,59.82,19.47,44.76,1.2,9.76,91.69,25.06,8.2,-9.8,311.13,656.43,135.91,1103.47
2025-04-12,53.65,24.41,114.63,44.96,91.45,14.07,158.75,5.03,1.39,14.17,522.52,165.32,279.01,78.19,-1.78,0.0,282.69,59.98,3.48,14.65,0.0,-33.74,46.31,111.37,21.41,60.22,12.51,52.52,1.2,9.81,90.91,28.59,7.2,-6.95,304.35,629.63,137.71,1071.68
2025-04-13,56.59,26.55,120.56,45.32,101.43,14.04,150.38,4.0,1.25,12.17,532.29,171.12,281.99,79.17,-1.58,0.0,308.65,59.7,3.49,12.04,0.0,-32.26,48.98,110.25,19.57,59.9,13.53,44.2,1.2,9.92,87.65,29.18,9.81,-7.2,296.43,646.47,137.76,1080.67
2025-04-14,63.93,30.03,166.95,53.14,129.5,16.0,168.67,5.29,1.48,16.36,651.36,193.93,329.05,128.37,-1.26,0.0,287.86,59.15,1.5,13.73,0.94,-25.02,48.69,115.56,23.84,59.64,18.28,37.27,1.15,9.75,88.49,30.07,9.33,-8.37,303.28,640.18,138.79,1082.26
2025-04-15,68.45,30.35,153.35,50.22,148.24,15.12,158.14,4.6,1.5,15.7,645.67,191.59,333.03,121.05,-1.33,0.0,301.39,60.09,1.5,11.69,0.0,-26.97,44.99,113.26,28.84,59.87,18.67,24.99,1.21,9.81,84.86,28.97,8.63,-8.68,290.62,636.98,133.48,1061.07
2025-04-16,81.04,37.71,147.11,64.9,140.66,13.43,165.03,6.81,1.68,17.45,675.81,201.92,362.53,111.35,-1.22,0.0,309.3,58.46,4.5,11.91,0.27,-29.01,50.14,113.33,24.5,60.06,12.57,24.16,1.21,9.8,84.54,30.84,8.64,-7.88,284.77,638.98,135.03,1058.79
2025-04-17,85.0,42.54,141.81,72.63,148.86,13.24,175.84,7.96,2.01,18.45,708.34,201.57,375.85,130.91,-1.6,0.0,308.81,59.63,3.49,15.47,0.0,-28.85,51.64,112.99,24.68,59.99,15.2,25.65,1.2,9.64,84.53,28.73,8.56,-6.81,290.15,647.12,132.66,1069.93
2025-04-18,72.5,34.98,120.04,62.81,122.93,14.55,173.26,7.21,2.01,14.8,625.1,184.02,368.33,72.75,-1.22,0.0,292.04,59.08,0.99,16.78,0.0,-27.46,47.72,104.78,20.43,59.56,8.94,39.08,1.19,10.01,81.63,29.15,8.63,-5.35,280.52,620.73,130.61,1031.86
2025-04-19,59.61,28.57,97.7,55.28,118.22,13.29,165.55,6.06,1.49,16.59,562.35,167.06,332.52,62.78,-1.54,0.0,314.01,58.99,0.99,12.21,0.0,-27.55,46.65,104.62,22.71,59.45,8.95,56.1,1.19,9.96,80.99,28.57,10.0,-5.54,298.47,655.58,130.72,1084.78
2025-04-20,61.2,32.71,86.25,58.08,125.5,11.38,153.07,5.27,1.33,17.38,552.16,163.2,316.87,72.09,-1.73,0.0,312.21,58.11,1.0,10.29,0.0,-27.43,47.78,104.5,27.53,59.6,8.94,62.51,1.19,9.89,82.4,28.91,9.83,-5.22,310.87,663.31,132.22,1106.39
2025-04-21,68.16,34.18,89.32,61.58,151.5,11.8,156.43,5.18,1.4,14.77,594.31,170.04,325.69,98.58,-1.53,0.0,309.32,57.11,1.0,10.65,0.0,-27.37,48.97,104.69,27.92,59.61,8.95,61.45,1.19,9.8,82.43,29.67,8.75,-4.15,311.6,660.78,131.84,1104.21
2025-04-22,72.44,38.92,124.05,68.81,143.81,17.73,184.16,5.71,1.6,15.18,672.41,206.9,327.76,137.74,-1.28,0.0,308.76,58.74,1.0,9.3,0.0,-27.16,51.83,107.78,17.98,59.56,18.79,65.19,1.04,8.42,79.88,29.6,8.9,-6.7,321.13,670.49,127.84,1119.46
2025-04-23,77.97,43.1,121.83,69.86,162.87,18.48,183.23,6.46,1.65,18.07,703.53,201.54,345.62,156.37,-1.28,0.0,309.38,58.78,2.5,14.32,0.0,-23.18,58.0,106.92,15.55,59.79,19.41,66.12,1.05,9.47,81.17,29.95,8.62,-6.91,325.78,686.29,130.26,1142.33
2025-04-24,81.56,43.56,110.98,70.78,148.51,18.18,186.79,6.43,1.78,14.86,683.43,206.82,337.16,139.44,-1.36,0.0,303.02,58.69,2.51,12.92,0.0,-22.65,40.06,106.73,14.52,59.76,21.42,68.93,1.11,9.99,78.55,29.19,8.92,-8.23,311.43,664.55,127.75,1103.74
2025-04-25,75.86,37.63,87.57,69.25,141.31,16.67,183.42,7.26,1.75,16.99,637.71,196.38,327.49,113.84,-1.43,0.0,296.0,58.94,3.61,15.27,0.0,-24.78,49.28,106.35,11.44,60.09,16.61,64.31,1.11,10.32,80.77,28.39,9.86,-9.07,308.08,655.68,130.45,1094.21
2025-04-26,58.24,28.05,86.54,49.19,112.47,13.42,157.87,4.71,1.48,13.29,525.25,170.76,283.35,71.14,-1.81,0.0,304.89,56.07,8.99,11.07,0.0,-26.17,48.46,105.99,10.82,59.9,10.23,61.24,1.1,10.09,82.02,29.09,10.03,-8.89,296.64,649.67,132.33,1078.64
2025-04-27,53.64,26.42,85.51,48.71,93.81,15.71,157.78,4.72,1.25,9.23,496.79,175.39,250.89,70.51,-1.45,0.0,297.34,56.53,9.98,10.82,0.0,-27.2,48.65,99.56,16.8,60.03,10.22,58.59,1.08,10.2,81.36,28.43,8.84,-8.78,293.84,639.87,129.91,1063.62
2025-04-28,59.64,30.64,113.72,58.03,115.43,16.98,169.68,4.96,1.43,12.93,583.44,197.03,256.66,129.74,-1.54,0.0,303.32,59.57,9.99,8.5,0.0,-25.41,49.87,100.7,23.94,62.05,11.8,59.01,1.17,9.88,76.43,28.44,9.37,-9.36,307.37,661.8,125.29,1094.46
2025-04-29,54.58,26.62,110.05,57.51,115.86,14.69,160.36,3.96,1.22,12.86,557.71,197.02,233.37,127.32,-1.43,0.0,306.49,56.99,8.03,9.46,0.0,-28.13,45.56,101.39,23.11,62.3,12.46,58.28,1.15,9.9,75.89,28.52,8.89,-8.53,303.09,654.5,124.34,1081.94
2025-04-30,47.29,27.11,98.44,54.99,109.99,12.23,139.74,3.63,1.32,13.05,507.81,180.96,218.45,108.4,-1.42,0.0,316.03,51.72,8.03,6.55,0.0,-30.7,38.97,99.89,25.85,62.16,12.54,58.14,1.15,9.73,76.3,27.53,9.21,-8.82,297.55,647.77,123.92,1069.24
2025-05-01,37.35,23.16,71.74,47.3,100.62,9.78,113.41,4.45,0.96,12.67,421.44,154.94,178.57,87.93,-1.45,0.0,314.68,56.52,7.03,6.34,1.47,-32.53,42.66,101.04,27.26,64.35,7.43,57.92,1.12,9.29,81.13,27.76,9.49,-11.36,300.65,652.72,128.79,1082.16
2025-05-02,41.27,22.86,86.54,48.32,93.5,8.57,113.62,2.98,1.05,11.78,430.49,166.21,182.64,81.64,-1.45,0.0,307.42,56.97,7.01,2.2,0.0,-28.41,47.29,96.11,27.36,62.74,7.23,61.51,1.16,10.07,88.34,28.02,8.97,-11.13,302.24,645.98,136.56,1084.78
2025-05-03,37.95,21.38,74.72,37.66,75.31,9.16,112.28,2.19,0.99,10.43,382.07,151.09,181.6,49.38,-1.51,0.0,262.52,56.14,6.01,3.98,0.0,-27.48,50.65,103.31,27.38,63.46,7.46,64.54,1.19,10.17,86.49,27.25,9.71,-10.13,316.8,616.45,134.81,1068.06
2025-05-04,43.18,24.01,74.08,43.72,91.48,10.31,139.01,3.84,1.09,11.02,441.74,163.34,223.45,54.95,-1.38,0.0,264.26,56.64,4.02,4.56,0.02,-28.72,54.06,104.4,21.81,63.08,7.4,64.67,1.18,9.95,86.09,28.27,9.45,-10.2,315.41,614.82,134.95,1065.18
2025-05-05,60.66,29.53,111.56,53.08,121.45,14.73,178.8,6.5,1.35,14.54,592.2,197.12,300.67,94.42,-1.58,0.0,247.16,58.01,4.01,3.87,10.78,-28.01,59.5,98.23,27.35,63.51,7.49,56.85,0.98,9.75,86.91,27.1,9.49,-10.34,312.92,607.18,134.23,1054.33
2025-05-06,64.39,30.56,118.4,60.57,137.83,15.0,186.85,6.92,1.4,15.62,637.55,200.14,318.03,119.38,-1.35,0.0,250.36,58.61,1.5,9.25,10.37,-26.98,58.15,106.28,26.04,68.33,7.43,53.65,0.99,9.29,89.37,27.32,8.83,-10.49,319.88,621.64,135.8,1077.31
