Date,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Island of Ireland,Total,Norway_Pipeline,Russia_Pipeline,Algeria_Pipeline,LNG_Total,Domestic_Production,Storage_Net_Withdrawals,Total_Supply,Net_Balance,Balance_Pct,Storage_Implied
2020-05-02,69.89,35.23,94.9,73.4,144.96,13.06,185.01,6.66,1.91,12.4,637.42,520.32,160.47,16.33,213.89,201.26,-391.14,811.9,174.47,27.37,-174.47
2020-05-03,66.11,34.51,96.82,75.32,158.05,14.59,188.97,6.24,1.51,13.11,655.24,541.39,159.58,16.78,209.78,201.94,-380.46,839.88,184.64,28.18,-184.64
2020-05-04,70.46,38.18,120.54,91.61,139.62,16.33,219.45,5.29,1.73,10.76,713.98,552.19,159.39,16.43,232.66,215.91,-362.9,909.69,195.7,27.41,-195.7
2020-05-05,78.52,37.9,122.81,90.91,144.75,16.88,228.35,5.79,1.81,10.12,737.84,520.21,159.74,16.36,238.93,226.87,-327.48,924.12,186.29,25.25,-186.29
2020-05-06,75.39,39.07,126.23,93.69,145.82,17.04,226.56,6.62,1.86,12.96,745.25,532.15,159.14,16.82,252.33,226.72,-335.04,945.52,200.27,26.87,-200.27
2020-05-07,69.0,38.73,124.07,89.89,138.43,15.38,217.08,6.3,1.65,14.39,714.93,532.0,159.56,16.69,249.86,196.39,-370.5,879.86,164.93,23.07,-164.93
2020-05-08,55.07,32.68,121.57,82.45,125.07,13.96,185.01,4.88,1.52,18.36,640.59,515.13,160.19,16.84,244.84,189.61,-433.27,788.3,147.72,23.06,-147.72
2020-05-09,50.45,28.23,104.99,64.18,108.19,11.01,150.64,3.51,1.26,17.89,540.36,494.46,159.51,16.69,241.14,175.53,-494.52,679.91,139.55,25.82,-139.55
2020-05-10,53.37,29.4,97.73,55.65,125.3,10.94,138.46,3.37,1.14,9.94,525.29,491.11,160.03,16.32,238.76,177.65,-500.19,675.45,150.16,28.59,-150.16
2020-05-11,81.48,38.21,118.16,76.77,170.0,13.18,204.62,5.52,2.08,12.94,722.97,470.82,159.68,16.74,260.49,193.52,-345.13,853.54,130.57,18.06,-130.57
2020-05-12,99.22,45.97,123.62,99.63,169.91,16.59,234.54,6.92,2.07,14.52,812.99,322.66,159.11,16.33,258.48,200.75,-175.6,882.92,69.93,8.6,-69.93
2020-05-13,101.56,46.98,127.36,101.62,176.67,16.5,251.54,8.08,1.92,15.0,847.22,434.58,159.77,16.79,263.13,200.96,-221.87,948.33,101.1,11.93,-101.1
2020-05-14,93.9,45.06,122.93,100.57,165.36,16.06,250.11,7.53,2.01,15.15,818.68,422.19,160.16,16.73,268.93,204.26,-246.39,911.29,92.61,11.31,-92.61
2020-05-15,85.14,42.45,121.07,94.06,135.81,16.84,232.45,7.43,1.86,15.57,752.66,431.56,159.63,16.71,263.31,202.16,-287.34,869.58,116.93,15.54,-116.93
2020-05-16,65.55,35.1,101.07,69.32,132.73,13.48,191.71,5.46,1.57,15.08,631.08,503.02,159.56,16.43,225.15,179.98,-368.03,785.31,154.23,24.44,-154.23
2020-05-17,61.01,32.62,93.29,64.3,117.87,12.24,175.82,4.31,1.4,10.22,573.06,498.44,159.17,16.5,224.87,198.41,-415.84,743.71,170.65,29.78,-170.65
2020-05-18,68.6,35.42,126.26,78.54,121.58,14.46,177.96,4.95,1.4,11.78,640.96,479.54,160.53,16.65,251.41,189.06,-355.79,808.5,167.54,26.14,-167.54
2020-05-19,73.47,38.88,132.54,79.24,122.49,14.37,176.17,3.73,1.36,14.77,657.02,424.67,158.96,16.82,224.96,201.23,-316.5,798.51,141.49,21.54,-141.49
2020-05-20,70.09,36.33,125.06,77.55,107.4,12.46,171.2,3.06,1.24,15.59,619.98,456.32,159.81,16.67,238.09,190.22,-343.1,791.14,171.16,27.61,-171.16
2020-05-21,52.95,29.91,111.56,68.57,108.61,10.88,133.87,2.46,0.99,11.38,531.18,458.07,159.27,15.47,239.2,177.27,-395.79,713.26,182.08,34.28,-182.08
2020-05-22,50.66,27.93,108.58,59.18,101.08,11.18,131.91,2.44,1.11,7.53,501.59,445.77,159.8,15.0,248.59,177.08,-467.85,644.73,143.14,28.54,-143.14
2020-05-23,49.73,27.84,92.09,53.83,98.56,10.64,132.54,2.96,1.35,6.79,476.32,460.13,159.45,16.16,221.96,181.46,-440.62,626.05,149.73,31.43,-149.73
2020-05-24,50.07,30.36,91.08,61.22,98.88,12.06,140.18,3.55,1.23,9.19,497.81,467.17,159.65,15.43,202.96,173.07,-371.82,666.2,168.39,33.83,-168.39
2020-05-25,63.48,35.7,117.0,81.05,98.99,15.19,179.97,4.14,1.52,11.15,608.17,503.34,159.75,15.91,229.4,183.77,-346.24,777.16,168.98,27.79,-168.98
2020-05-26,64.37,37.59,118.17,82.42,115.63,16.09,186.0,4.85,1.45,15.23,641.81,494.35,159.7,15.97,218.77,178.6,-282.57,809.13,167.31,26.07,-167.31
2020-05-27,65.49,36.15,114.12,80.94,124.78,14.52,174.19,4.96,1.35,14.9,631.39,459.07,159.82,15.98,171.59,176.14,-226.53,794.08,162.69,25.77,-162.69
2020-05-28,61.77,34.6,119.21,81.45,109.94,15.8,174.05,3.04,1.31,11.95,613.12,464.04,159.1,15.96,174.58,181.69,-224.82,791.9,178.78,29.16,-178.78
2020-05-29,60.65,32.2,122.35,78.13,94.09,15.06,164.96,4.31,1.33,10.1,583.19,470.49,159.78,15.98,171.16,185.59,-248.29,773.61,190.43,32.65,-190.43
2020-05-30,47.83,25.27,109.71,57.91,83.1,12.82,136.55,3.9,1.13,8.94,487.17,467.94,159.73,15.95,160.03,180.0,-328.21,665.01,177.84,36.5,-177.84
2020-05-31,45.79,23.94,101.9,51.94,86.14,13.23,130.44,3.84,0.9,9.44,467.55,463.63,160.02,15.93,160.18,177.3,-346.95,638.98,171.44,36.67,-171.44
2020-06-01,50.81,27.72,103.49,60.52,106.72,12.68,125.28,3.96,1.0,11.69,503.86,452.19,159.34,22.05,116.35,182.43,-331.47,661.13,157.27,31.21,-157.27
2020-06-02,66.58,35.52,104.75,79.13,110.6,14.56,154.66,3.59,1.13,10.8,581.33,452.69,159.24,12.15,134.62,182.98,-259.37,743.18,161.85,27.84,-161.85
2020-06-03,67.29,35.04,126.19,77.75,107.13,15.82,155.68,3.21,1.16,8.24,597.52,481.59,159.32,21.63,125.57,176.38,-255.98,782.22,184.7,30.91,-184.7
2020-06-04,69.11,36.28,122.55,83.47,125.93,12.3,163.16,4.6,1.51,11.08,629.99,522.72,159.96,22.59,146.35,185.37,-269.71,837.66,207.67,32.96,-207.67
2020-06-05,58.92,36.76,118.5,76.1,112.83,13.63,168.56,4.81,1.64,8.31,600.06,506.65,160.05,22.58,122.82,189.48,-277.32,800.31,200.25,33.37,-200.25
2020-06-06,51.08,30.11,97.6,63.18,119.57,9.92,150.37,3.87,1.47,8.22,535.39,501.39,159.9,12.15,137.94,180.23,-342.08,729.8,194.41,36.31,-194.41
2020-06-07,57.17,33.06,98.47,70.65,115.67,9.85,158.64,4.45,1.26,11.3,560.51,505.55,159.2,11.22,145.78,182.31,-334.26,742.22,181.71,32.42,-181.71
2020-06-08,76.03,40.68,139.09,88.68,154.74,12.29,193.19,5.31,1.44,16.81,728.25,517.84,158.63,21.64,171.57,182.36,-206.61,926.51,198.26,27.22,-198.26
2020-06-09,79.58,41.5,142.99,89.41,154.17,13.34,190.73,6.62,1.48,16.84,736.66,510.66,161.57,12.16,151.11,185.13,-149.66,949.24,212.59,28.86,-212.59
2020-06-10,79.39,40.42,144.55,87.3,153.23,12.94,182.2,6.2,1.48,13.94,721.66,493.39,159.87,22.07,147.04,179.35,-161.87,919.67,198.01,27.44,-198.01
2020-06-11,77.72,37.66,137.43,84.41,121.49,10.14,157.73,4.3,1.51,10.8,643.19,507.02,160.24,22.57,130.57,175.75,-237.22,841.74,198.55,30.87,-198.55
2020-06-12,73.42,35.86,129.15,74.44,126.59,9.7,139.22,3.88,1.45,11.23,604.94,521.75,159.71,22.57,127.12,162.69,-264.89,806.6,201.66,33.34,-201.66
2020-06-13,56.42,30.06,104.83,64.29,113.16,8.53,118.8,3.98,1.47,12.93,514.47,502.09,159.7,12.36,117.34,186.49,-352.69,703.34,188.87,36.71,-188.87
2020-06-14,54.45,29.0,100.12,65.2,111.67,9.15,127.07,3.69,1.09,13.9,515.33,504.07,159.88,11.47,115.57,186.29,-353.97,702.18,186.85,36.26,-186.85
2020-06-15,73.05,34.92,140.03,76.45,132.93,12.13,161.21,4.47,1.34,14.19,650.72,543.87,159.5,21.87,121.81,185.08,-238.75,876.4,225.68,34.68,-225.68
2020-06-16,75.31,37.05,148.02,78.36,145.0,12.1,166.78,3.76,1.28,15.18,682.83,566.45,159.64,23.15,124.94,165.64,-159.33,943.32,260.48,38.15,-260.48
2020-06-17,75.59,37.87,146.46,73.12,140.18,12.42,164.68,3.97,1.42,14.78,670.48,573.45,160.0,22.58,108.37,152.78,-145.72,925.06,254.57,37.97,-254.57
2020-06-18,75.76,38.0,142.32,75.52,142.31,11.52,166.42,4.8,1.41,14.91,672.97,565.91,159.99,22.56,106.67,174.19,-187.17,906.1,233.12,34.64,-233.12
2020-06-19,72.96,37.32,135.06,75.34,121.44,11.4,158.87,6.25,1.26,13.92,633.82,563.51,159.75,12.18,108.06,168.23,-228.41,857.11,223.29,35.23,-223.29
2020-06-20,58.66,31.64,100.78,62.9,96.7,10.8,131.09,3.49,1.07,6.72,503.85,537.52,159.61,11.21,102.02,165.45,-331.84,708.7,204.85,40.66,-204.85
2020-06-21,53.86,28.48,98.56,61.38,87.55,11.08,129.51,3.47,0.92,6.94,481.75,529.22,160.38,11.04,95.84,168.72,-354.98,681.4,199.64,41.44,-199.64
2020-06-22,70.6,37.48,134.72,78.51,101.61,12.19,158.94,3.06,1.02,8.84,606.97,545.85,159.49,21.46,107.73,167.8,-273.86,814.59,207.62,34.21,-207.62
2020-06-23,71.02,37.33,143.28,74.88,120.38,12.03,160.5,3.11,0.43,12.61,635.57,539.09,159.79,22.38,113.45,166.72,-226.34,848.31,212.74,33.47,-212.74
2020-06-24,69.18,35.68,150.5,71.63,123.33,12.97,158.4,3.31,1.13,12.21,638.34,524.83,159.83,22.41,114.8,160.12,-202.26,858.85,220.52,34.55,-220.52
2020-06-25,69.68,34.25,150.7,71.21,113.57,12.33,155.68,3.37,1.19,12.74,624.72,521.75,159.71,22.37,115.65,158.57,-206.78,850.54,225.82,36.15,-225.82
2020-06-26,66.33,34.63,143.63,69.2,116.63,11.1,144.27,3.2,1.13,12.35,602.48,524.19,159.83,22.51,119.27,152.7,-253.06,806.51,204.03,33.86,-204.03
2020-06-27,54.6,29.99,114.24,60.33,81.4,9.35,118.54,2.15,1.09,6.82,478.52,480.68,159.54,22.53,97.34,156.82,-333.61,668.91,190.39,39.79,-190.39
2020-06-28,50.14,27.71,107.24,56.85,87.96,9.6,119.74,2.32,0.99,5.97,468.52,480.01,159.8,22.58,96.09,154.24,-352.17,645.32,176.81,37.74,-176.81
2020-06-29,68.16,35.8,146.58,69.88,106.59,12.78,149.32,2.57,1.32,8.21,601.21,503.48,159.8,22.73,112.48,164.11,-251.25,795.44,194.23,32.31,-194.23
2020-06-30,69.72,38.5,150.94,73.32,133.0,11.46,149.4,4.73,1.35,12.41,644.82,561.05,159.76,22.74,126.97,155.63,-229.19,865.25,220.43,34.18,-220.43
2020-07-01,68.52,39.46,154.32,76.26,134.08,14.1,156.82,3.91,1.17,13.69,662.33,557.86,159.82,30.75,114.94,153.98,-146.73,920.25,257.91,38.94,-257.91
2020-07-02,70.65,40.77,157.55,77.1,145.91,14.12,163.24,2.01,1.28,12.52,685.15,564.47,159.78,27.62,129.59,159.96,-163.65,937.9,252.75,36.89,-252.75
2020-07-03,65.62,36.57,145.64,70.7,113.94,12.7,149.56,4.21,1.28,10.15,610.38,541.28,159.81,27.29,134.29,165.4,-232.97,853.06,242.69,39.76,-242.69
2020-07-04,49.6,28.46,105.46,53.93,100.45,10.07,114.88,1.69,1.15,8.03,473.72,543.14,159.67,27.12,127.92,157.11,-344.21,710.23,236.51,49.93,-236.51
2020-07-05,48.66,25.3,94.74,52.35,94.18,10.27,113.47,1.94,0.96,6.66,448.53,535.8,159.63,27.52,121.3,158.08,-350.68,685.72,237.19,52.88,-237.19
2020-07-06,65.7,35.47,146.34,71.05,116.26,13.95,148.09,3.68,1.31,14.11,615.96,552.12,164.41,27.16,140.7,177.79,-207.47,854.54,238.58,38.73,-238.58
2020-07-07,67.39,40.21,147.05,79.04,151.97,13.28,164.79,3.79,1.4,14.09,683.01,549.14,159.63,27.64,134.63,161.06,-107.37,920.2,237.19,34.73,-237.19
2020-07-08,67.01,42.36,155.55,82.32,161.39,16.13,171.02,3.11,1.42,15.29,715.6,547.15,160.39,27.38,137.6,162.87,-76.05,952.57,236.97,33.11,-236.97
2020-07-09,66.04,40.14,160.55,83.81,150.43,15.56,165.25,3.56,1.2,13.67,700.21,548.92,159.76,27.39,146.41,154.33,-74.22,939.2,238.98,34.13,-238.98
2020-07-10,65.64,41.17,153.36,82.81,134.41,12.32,159.47,2.58,1.3,14.4,667.46,547.42,160.79,27.34,145.88,163.75,-142.6,891.13,223.67,33.51,-223.67
2020-07-11,57.83,36.56,116.27,76.49,114.47,10.68,146.8,2.7,1.09,14.56,577.45,544.25,160.81,27.43,103.75,167.37,-260.92,780.67,203.22,35.19,-203.22
2020-07-12,53.83,33.11,101.52,72.05,104.0,10.69,143.08,2.41,0.98,10.42,532.09,559.64,160.52,27.26,121.86,168.76,-318.07,759.88,227.79,42.81,-227.79
2020-07-13,59.94,40.07,144.47,85.12,129.68,13.42,162.05,3.24,1.19,14.49,653.66,546.61,156.67,27.22,144.55,170.7,-211.37,878.41,224.76,34.38,-224.76
2020-07-14,59.17,42.78,156.25,89.54,144.59,13.7,163.35,2.66,1.35,13.57,686.95,537.31,0.0,27.13,149.06,169.67,-29.83,931.77,244.81,35.64,-244.81
2020-07-15,68.22,42.53,161.74,86.05,150.97,14.54,166.49,3.13,1.21,12.59,707.47,523.5,0.0,27.36,151.75,168.54,15.33,957.44,249.98,35.33,-249.98
2020-07-16,69.11,43.99,159.66,87.3,141.29,14.13,168.5,3.58,1.19,14.25,702.99,540.82,0.0,27.39,151.82,172.72,-33.55,934.18,231.19,32.89,-231.19
2020-07-17,67.18,41.44,155.0,84.49,120.88,12.0,158.54,3.29,1.25,14.32,658.39,529.22,0.0,27.42,135.31,166.39,-46.01,886.08,227.69,34.58,-227.69
2020-07-18,56.4,37.38,119.45,79.45,100.54,10.76,135.5,2.8,1.09,13.99,557.36,526.59,0.0,27.39,102.31,161.17,-92.69,776.9,219.54,39.39,-219.54
2020-07-19,54.03,34.83,109.09,79.95,101.59,10.8,128.45,2.21,0.93,11.01,532.9,529.26,0.0,27.38,99.74,160.09,-116.36,755.2,222.31,41.72,-222.31
2020-07-20,64.57,37.68,154.55,87.23,137.74,12.78,151.4,2.56,1.13,12.99,662.62,557.97,0.0,27.39,116.62,175.35,-28.43,907.92,245.31,37.02,-245.31
2020-07-21,63.9,38.58,162.17,86.72,144.27,13.77,156.77,2.6,1.3,14.16,684.23,523.06,0.0,27.41,108.61,178.91,20.55,914.23,230.0,33.61,-230.0
2020-07-22,66.55,40.65,161.78,88.31,129.17,15.5,160.17,2.96,1.29,13.57,679.94,548.38,0.0,31.53,106.84,172.61,4.48,925.99,246.05,36.19,-246.05
2020-07-23,65.98,39.55,160.87,86.13,124.26,15.32,155.81,2.22,1.27,13.94,665.35,548.41,0.0,32.31,104.01,163.34,16.48,921.87,256.52,38.55,-256.52
2020-07-24,61.66,38.54,151.2,84.03,121.65,13.26,146.68,2.45,1.21,13.27,633.94,529.47,0.0,28.13,106.54,167.72,-10.1,888.78,254.84,40.2,-254.84
2020-07-25,52.25,31.18,116.99,76.59,103.3,10.36,127.77,2.48,1.08,9.01,531.01,496.85,0.0,27.25,89.42,168.87,-105.84,733.23,202.22,38.08,-202.22
2020-07-26,48.32,29.18,108.69,66.16,95.99,9.35,122.99,1.97,0.89,8.19,491.72,495.22,151.06,26.21,89.37,164.54,-284.56,679.16,187.44,38.12,-187.44
2020-07-27,61.9,35.02,154.93,80.44,108.56,11.02,143.48,2.75,0.9,9.5,608.5,496.1,167.33,29.1,110.02,157.87,-181.83,831.52,223.02,36.65,-223.02
2020-07-28,63.85,33.38,158.86,70.3,106.03,11.87,140.78,2.52,1.04,12.7,601.34,501.52,159.74,30.76,103.09,153.8,-178.65,824.76,223.43,37.15,-223.43
2020-07-29,63.71,36.87,160.67,75.55,125.18,11.93,146.04,2.47,1.09,13.06,636.57,526.19,156.57,24.39,110.39,153.49,-152.46,869.7,233.13,36.62,-233.13
2020-07-30,59.85,36.27,165.92,82.91,118.69,12.17,150.61,2.4,0.88,10.23,639.93,522.23,144.17,25.67,114.91,145.93,-128.65,878.67,238.74,37.31,-238.74
2020-07-31,54.9,33.32,158.23,80.75,98.24,10.62,138.07,2.45,0.85,12.51,589.95,510.68,138.17,27.44,107.1,139.88,-176.7,798.25,208.3,35.31,-208.3
2020-08-01,48.4,31.85,129.6,77.04,96.44,9.08,119.79,1.82,0.77,13.02,527.8,527.25,132.94,33.71,108.04,142.85,-248.17,734.39,206.59,39.14,-206.59
2020-08-02,46.47,31.52,112.43,80.29,102.5,9.18,125.9,2.46,0.68,12.95,524.37,530.47,157.09,32.01,97.52,148.07,-258.25,738.48,214.11,40.83,-214.11
2020-08-03,56.98,34.75,145.43,87.04,126.27,11.41,150.67,2.69,0.94,12.9,629.08,528.52,163.61,28.94,89.86,155.12,-135.34,883.22,254.14,40.4,-254.14
2020-08-04,55.67,34.31,141.86,84.44,109.55,11.75,155.15,2.87,1.01,8.15,604.76,537.65,166.65,29.34,83.33,151.26,-147.58,857.83,253.07,41.85,-253.07
2020-08-05,51.09,31.83,135.96,77.33,106.0,12.14,149.77,2.73,1.01,14.88,582.75,531.05,162.56,32.09,99.19,146.5,-180.62,830.54,247.79,42.52,-247.79
2020-08-06,51.87,32.26,135.26,80.55,124.06,11.92,148.65,4.15,1.03,13.34,603.08,506.43,161.36,33.55,83.41,151.93,-153.03,824.71,221.63,36.75,-221.63
2020-08-07,50.89,30.53,126.28,78.19,121.01,11.71,140.77,3.05,1.01,14.64,578.08,504.39,166.42,33.87,92.59,146.19,-188.33,796.87,218.78,37.85,-218.78
2020-08-08,46.23,27.56,102.37,74.91,94.62,9.74,121.12,2.97,0.88,14.1,494.5,501.21,163.26,34.14,90.39,145.51,-271.38,699.69,205.19,41.49,-205.19
2020-08-09,43.58,27.2,92.02,72.2,95.13,9.75,118.69,2.9,0.79,13.29,475.55,516.42,159.3,34.05,92.34,154.61,-294.87,699.04,223.48,46.99,-223.48
2020-08-10,51.02,32.67,123.13,79.38,133.8,12.91,138.04,1.76,0.88,16.04,589.63,528.97,160.82,32.59,103.98,159.2,-195.94,824.45,234.82,39.82,-234.82
2020-08-11,52.62,34.21,127.51,80.0,139.56,13.19,138.45,2.89,0.9,15.98,605.31,530.54,159.81,30.51,95.57,158.55,-153.45,846.26,240.95,39.81,-240.95
2020-08-12,53.32,33.86,124.32,78.45,129.38,12.91,138.37,3.73,0.87,15.68,590.88,539.13,159.42,29.34,96.44,144.65,-162.53,830.46,239.58,40.55,-239.58
2020-08-13,52.87,35.58,124.16,82.44,133.37,11.73,139.4,3.61,0.92,14.02,598.1,528.56,159.69,31.06,91.93,156.33,-166.09,823.81,225.71,37.74,-225.71
2020-08-14,54.27,34.09,118.23,81.6,132.12,11.76,138.58,2.68,0.96,14.19,588.48,533.87,159.75,28.48,93.7,165.84,-214.8,801.15,212.67,36.14,-212.67
2020-08-15,49.94,30.96,96.13,77.22,117.88,10.37,125.7,3.12,0.81,12.27,524.4,525.57,159.75,34.33,82.42,162.73,-260.51,740.12,215.72,41.14,-215.72
2020-08-16,50.0,31.02,98.93,75.98,119.47,10.76,122.2,1.7,0.73,13.46,524.24,525.65,159.87,34.92,91.43,162.34,-268.11,745.54,221.3,42.21,-221.3
2020-08-17,58.26,34.8,123.63,80.35,142.16,14.62,146.03,4.41,1.06,15.82,621.13,546.6,159.51,35.09,115.98,171.16,-188.21,875.11,253.98,40.89,-253.98
2020-08-18,59.31,34.12,127.2,84.4,138.05,14.87,149.92,3.8,1.11,15.85,628.64,533.96,159.77,35.12,116.61,168.13,-168.19,883.65,255.02,40.57,-255.02
2020-08-19,59.14,32.76,129.13,83.4,125.72,13.09,149.98,3.51,1.05,12.92,610.69,503.12,159.87,35.09,108.5,165.62,-169.02,847.05,236.36,38.7,-236.36
2020-08-20,58.8,33.63,129.18,80.75,98.61,13.45,145.69,3.06,0.92,8.48,572.58,468.37,159.77,35.03,101.24,151.71,-169.01,794.9,222.32,38.83,-222.32
2020-08-21,56.11,31.22,125.14,73.16,90.83,12.43,132.32,2.68,1.01,7.79,532.7,461.9,159.73,35.04,105.58,153.59,-219.77,739.28,206.59,38.78,-206.59
2020-08-22,45.74,27.56,110.49,58.13,89.14,10.73,109.8,2.13,1.02,7.97,462.71,453.14,159.86,35.01,97.46,152.88,-290.11,650.63,187.92,40.61,-187.92
2020-08-23,47.05,28.4,102.46,63.93,114.72,10.08,119.28,2.52,0.92,9.63,498.98,478.72,159.78,35.08,84.9,147.6,-255.12,694.44,195.46,39.17,-195.46
2020-08-24,63.93,34.52,148.91,80.12,135.85,14.13,154.38,4.43,1.13,12.5,649.89,405.23,159.56,35.13,119.95,141.6,-89.31,814.56,164.67,25.34,-164.67
2020-08-25,63.41,34.42,152.23,77.1,109.4,13.89,150.03,2.83,1.25,9.26,613.83,456.21,159.34,35.07,119.75,128.4,-119.29,825.57,211.75,34.5,-211.75
2020-08-26,63.94,39.1,158.57,72.83,141.21,13.51,138.12,3.97,1.19,13.88,646.31,505.51,159.64,34.9,119.93,130.79,-115.57,876.92,230.6,35.68,-230.6
2020-08-27,64.67,38.98,161.05,84.95,146.27,14.16,158.18,3.96,1.26,14.65,688.13,489.87,160.0,35.0,120.51,114.91,-39.72,919.37,231.24,33.6,-231.24
2020-08-28,62.54,37.21,155.59,35.92,132.54,12.6,151.97,3.77,1.25,8.99,602.37,472.08,159.62,35.02,110.24,75.53,-71.19,816.15,213.78,35.49,-213.78
2020-08-29,53.85,34.84,120.46,75.13,120.25,11.34,137.03,3.91,1.25,9.72,567.78,443.34,159.64,35.11,101.87,99.89,-116.05,765.64,197.85,34.85,-197.85
2020-08-30,53.01,32.56,112.2,74.19,134.97,11.61,142.08,3.99,1.04,12.28,577.93,470.85,160.01,35.16,99.98,97.28,-128.02,776.49,198.56,34.36,-198.56
2020-08-31,67.71,37.11,162.16,84.42,156.12,13.85,167.86,4.41,1.29,11.07,706.01,528.1,159.69,35.11,110.88,89.47,-3.24,965.71,259.7,36.79,-259.7
2020-09-01,70.07,37.11,165.39,85.86,153.18,15.49,176.59,2.38,1.43,11.01,718.51,570.23,159.55,37.65,106.8,97.16,-74.14,966.43,247.92,34.5,-247.92
2020-09-02,68.65,37.93,169.56,83.04,138.37,14.52,177.01,4.13,1.45,10.62,705.29,556.33,160.1,37.76,116.17,109.31,-107.75,948.42,243.13,34.47,-243.13
2020-09-03,65.15,35.53,160.99,81.03,122.62,14.3,169.9,5.91,1.25,11.28,667.96,550.72,159.78,37.82,127.64,119.36,-156.82,922.13,254.18,38.05,-254.18
2020-09-04,63.67,35.44,149.32,76.96,122.71,12.91,155.78,5.4,1.31,11.85,635.35,545.87,159.42,37.75,110.45,120.27,-167.46,892.24,256.89,40.43,-256.89
2020-09-05,54.77,30.14,116.97,66.12,116.51,11.28,129.77,4.7,1.13,11.4,542.78,560.09,160.16,37.69,74.4,120.88,-250.15,788.46,245.68,45.26,-245.68
2020-09-06,57.39,31.93,113.04,70.35,138.48,11.98,143.29,5.14,1.19,11.76,584.53,539.45,159.78,37.72,66.92,130.22,-215.55,805.94,221.41,37.88,-221.41
2020-09-07,70.6,36.18,162.66,76.59,136.67,14.1,171.77,5.94,1.29,13.76,689.55,518.13,159.77,32.75,102.07,135.16,-111.17,925.29,235.74,34.19,-235.74
2020-09-08,69.73,38.16,160.82,76.33,131.9,14.26,165.93,3.42,1.41,16.61,678.56,518.71,159.86,30.77,110.99,138.65,-127.92,920.4,241.84,35.64,-241.84
2020-09-09,69.59,36.68,166.85,76.96,138.77,13.64,162.88,3.75,1.24,17.37,687.72,482.82,159.69,30.52,118.9,148.15,-132.81,905.48,217.75,31.66,-217.75
2020-09-10,70.67,37.04,168.05,79.29,160.84,13.74,170.14,1.22,1.21,18.53,720.74,518.13,159.74,30.62,129.82,146.81,-94.58,979.93,259.18,35.96,-259.18
2020-09-11,68.17,36.59,157.64,79.21,134.52,12.53,161.39,1.16,1.28,16.64,669.13,480.14,159.61,30.78,137.98,132.75,-126.84,901.1,231.97,34.67,-231.97
2020-09-12,57.05,30.82,124.16,68.61,98.4,11.23,133.1,8.24,1.11,12.56,545.28,520.97,159.87,30.67,106.26,127.97,-249.73,781.96,236.68,43.41,-236.68
2020-09-13,53.6,29.18,111.44,63.29,94.48,11.93,133.56,8.39,0.95,10.76,517.58,523.04,160.13,30.48,77.21,129.83,-254.92,752.82,235.24,45.45,-235.24
2020-09-14,65.89,36.36,163.44,75.18,146.87,13.96,153.9,6.2,1.22,14.87,677.9,523.28,159.58,30.7,96.98,134.58,-126.8,907.97,230.07,33.94,-230.07
2020-09-15,67.29,36.52,170.19,76.77,149.96,14.48,155.71,7.22,1.25,14.34,693.74,510.39,159.73,30.23,92.11,135.42,-99.08,922.25,228.51,32.94,-228.51
2020-09-16,65.91,36.18,164.48,76.54,139.49,18.37,151.91,5.87,1.18,14.04,673.97,489.15,159.92,30.31,93.2,140.57,-101.31,903.71,229.74,34.09,-229.74
2020-09-17,66.2,36.0,159.9,80.11,138.87,15.78,161.09,4.57,1.22,13.85,677.59,527.99,159.75,30.86,106.03,153.3,-121.34,940.75,263.16,38.84,-263.16
2020-09-18,64.04,35.62,159.5,81.78,124.33,14.58,166.89,4.58,1.31,12.63,665.25,511.57,159.69,30.89,104.17,149.92,-138.88,907.81,242.56,36.46,-242.56
2020-09-19,56.57,30.48,131.48,74.23,100.99,13.45,152.03,3.08,1.18,13.44,576.93,510.06,159.8,30.33,72.41,146.53,-200.02,806.1,229.17,39.72,-229.17
2020-09-20,57.09,30.0,125.23,76.67,122.61,12.26,153.06,3.02,0.95,13.89,594.79,509.47,159.43,30.06,80.16,144.8,-184.67,824.74,229.95,38.66,-229.95
2020-09-21,70.9,34.85,169.69,88.48,152.12,14.08,175.72,4.82,1.3,14.7,726.66,525.41,159.94,29.94,92.14,135.43,-63.47,963.57,236.91,32.6,-236.91
2020-09-22,73.47,36.66,167.33,90.26,135.79,13.81,173.08,9.08,1.34,13.65,714.48,522.46,159.64,35.21,111.04,142.06,-101.16,950.18,235.7,32.99,-235.7
2020-09-23,73.3,34.71,164.77,82.4,155.83,17.04,167.03,5.96,1.23,15.83,718.11,455.68,159.97,37.26,120.79,148.63,-81.85,924.12,206.02,28.69,-206.02
2020-09-24,74.48,34.97,157.79,79.65,165.65,17.17,165.22,4.97,1.49,14.26,715.65,462.15,160.18,37.49,126.87,155.28,-126.29,913.56,197.91,27.65,-197.91
2020-09-25,78.32,39.19,140.22,88.12,157.28,15.23,181.19,7.74,1.53,13.64,722.46,460.83,159.78,37.45,122.5,160.33,-118.0,919.17,196.71,27.23,-196.71
2020-09-26,70.98,34.81,108.01,77.31,156.98,15.76,176.95,8.08,1.68,12.59,663.17,458.98,159.73,37.75,92.66,164.71,-127.15,878.65,215.48,32.49,-215.48
2020-09-27,77.8,35.18,108.33,77.41,164.71,15.32,191.95,7.84,1.52,15.26,695.33,472.61,159.83,37.25,98.51,139.82,-99.01,900.21,204.88,29.47,-204.88
