Date,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Island of Ireland,Total,Norway_Pipeline,Russia_Pipeline,Algeria_Pipeline,LNG_Total,Domestic_Production,Storage_Net_Withdrawals,Total_Supply,Net_Balance,Balance_Pct,Storage_Implied
2017-02-27,175.38,56.66,255.58,117.84,292.26,28.25,284.11,11.72,2.78,12.21,1236.79,613.74,121.3,67.36,75.7,293.96,272.17,1576.38,339.59,27.46,-339.59
2017-02-28,193.53,61.94,252.87,134.25,307.12,33.06,301.07,13.32,3.29,9.94,1310.39,616.67,128.56,68.14,77.84,294.04,375.15,1679.1,368.71,28.14,-368.71
2017-03-01,183.24,64.11,237.89,124.86,300.01,31.68,307.47,13.67,3.23,10.38,1276.55,634.2,125.53,71.14,81.32,293.96,319.34,1655.76,379.21,29.71,-379.21
2017-03-02,177.29,61.85,240.47,132.11,278.26,31.65,312.22,13.05,2.96,11.99,1261.84,629.45,125.53,71.91,89.19,307.4,272.1,1626.25,364.41,28.88,-364.41
2017-03-03,157.29,58.0,241.07,126.9,287.08,28.83,307.37,12.59,2.95,9.49,1231.56,629.67,125.53,71.55,88.78,303.21,247.2,1592.31,360.75,29.29,-360.75
2017-03-04,147.81,48.98,207.27,104.49,241.19,23.56,254.39,10.8,2.57,8.37,1049.43,605.66,125.51,70.93,72.35,280.95,84.23,1365.46,316.03,30.11,-316.03
2017-03-05,155.09,53.07,189.07,106.48,259.48,22.18,260.07,12.04,2.67,8.07,1068.23,614.71,127.03,71.13,68.39,288.96,90.41,1377.7,309.47,28.97,-309.47
2017-03-06,184.19,63.92,232.53,128.41,287.44,27.74,312.26,13.85,3.13,11.51,1264.97,644.58,128.01,72.22,73.96,309.18,272.43,1626.47,361.5,28.58,-361.5
2017-03-07,186.97,61.98,237.33,134.7,271.72,28.96,338.87,14.17,3.11,12.05,1289.85,649.0,114.79,69.61,76.84,300.66,315.86,1663.22,373.37,28.95,-373.37
2017-03-08,171.59,61.95,222.7,138.54,243.49,30.44,326.56,13.28,3.17,9.88,1221.6,647.68,128.63,68.96,83.77,300.97,250.02,1608.76,387.16,31.69,-387.16
2017-03-09,157.14,56.45,212.04,124.13,230.36,27.63,302.06,11.82,2.59,11.37,1135.58,625.43,128.39,68.59,84.57,297.33,152.53,1477.42,341.84,30.1,-341.84
2017-03-10,151.01,55.44,194.34,115.67,245.29,29.7,305.99,11.08,2.79,9.02,1120.34,636.74,126.07,68.44,88.56,290.32,119.64,1447.3,326.96,29.18,-326.96
2017-03-11,122.0,44.4,170.39,99.66,215.15,25.25,279.43,10.55,2.6,12.23,981.66,601.91,125.6,69.58,74.14,280.37,-1.63,1265.09,283.43,28.87,-283.43
2017-03-12,117.49,41.27,176.47,94.24,212.07,26.04,278.72,10.05,2.25,8.67,967.26,606.05,125.53,69.49,68.57,281.76,-10.81,1256.92,289.67,29.95,-289.67
2017-03-13,150.18,52.32,223.64,116.82,222.7,29.55,312.72,11.02,2.63,7.42,1129.0,601.81,125.51,69.2,74.4,291.79,174.8,1458.3,329.3,29.17,-329.3
2017-03-14,150.61,52.73,218.17,112.34,214.63,29.91,290.79,10.2,2.58,7.27,1089.24,603.04,125.51,68.14,77.16,264.16,171.3,1425.68,336.44,30.89,-336.44
2017-03-15,145.9,47.51,213.5,105.87,209.77,33.13,281.55,10.22,2.35,6.6,1056.42,612.52,125.52,69.0,84.69,255.56,119.89,1383.9,327.48,31.0,-327.48
2017-03-16,133.67,44.96,202.55,95.58,219.81,28.32,271.28,10.73,2.42,6.9,1016.22,614.06,125.51,68.64,84.4,258.73,67.4,1336.53,320.31,31.52,-320.31
2017-03-17,132.03,45.66,192.95,101.67,233.2,26.44,263.54,8.35,2.54,5.31,1011.69,606.25,125.49,68.56,79.1,252.7,76.29,1325.64,313.95,31.03,-313.95
2017-03-18,113.03,42.88,158.63,96.16,197.88,22.99,243.3,8.78,2.56,3.39,889.59,621.73,125.48,68.32,63.46,257.02,-74.15,1183.51,293.92,33.04,-293.92
2017-03-19,108.38,41.54,150.35,88.52,182.53,21.79,233.1,7.18,2.17,3.39,838.96,620.19,125.53,68.39,59.75,251.68,-106.77,1144.75,305.79,36.45,-305.79
2017-03-20,133.92,48.09,191.96,107.86,220.08,24.78,247.97,8.83,2.64,5.88,992.0,618.84,125.55,68.69,85.88,257.55,26.64,1308.35,316.34,31.89,-316.34
2017-03-21,154.79,51.35,195.32,111.5,254.27,25.03,265.8,8.99,2.65,12.25,1081.96,574.54,125.44,68.71,109.56,288.65,93.1,1386.2,304.24,28.12,-304.24
2017-03-22,162.36,51.29,199.08,114.93,276.84,26.1,282.96,10.91,2.97,9.16,1136.6,619.6,125.64,69.36,109.84,289.03,134.08,1466.42,329.83,29.02,-329.83
2017-03-23,159.63,47.53,194.67,107.35,263.53,24.98,278.95,9.49,2.66,11.06,1099.86,624.94,125.51,68.31,109.41,274.9,81.54,1411.26,311.39,28.31,-311.39
2017-03-24,150.26,46.75,186.54,102.6,250.46,24.58,272.82,9.02,2.57,12.51,1058.12,619.3,125.49,66.4,99.43,268.0,53.08,1359.04,300.92,28.44,-300.92
2017-03-25,112.47,38.23,151.64,83.35,206.83,20.77,235.96,8.08,2.13,8.4,867.85,597.98,120.03,67.47,84.67,237.68,-88.7,1139.42,271.57,31.29,-271.57
2017-03-26,108.83,39.76,148.52,89.51,196.97,22.05,243.17,9.38,2.09,6.42,866.7,619.52,125.52,66.15,81.53,233.65,-112.05,1140.29,273.59,31.57,-273.59
2017-03-27,130.76,44.8,190.08,98.25,239.54,25.48,262.61,8.96,2.3,6.42,1009.2,633.28,125.51,66.79,87.26,225.52,44.55,1310.36,301.16,29.84,-301.16
2017-03-28,127.21,42.42,188.33,90.45,232.54,22.53,236.35,8.8,2.11,8.26,959.0,616.73,124.35,66.44,86.1,211.19,34.51,1258.18,299.18,31.2,-299.18
2017-03-29,121.19,43.65,173.85,94.31,212.93,21.26,220.09,7.98,2.04,7.45,904.74,620.11,125.12,67.43,80.47,227.02,-43.99,1186.13,281.38,31.1,-281.38
2017-03-30,106.01,38.22,162.26,77.81,177.45,20.82,202.84,7.8,1.96,7.17,802.33,619.37,125.31,68.06,77.67,216.51,-126.59,1099.23,296.9,37.0,-296.9
2017-03-31,95.05,34.62,157.19,76.69,169.44,19.89,182.58,7.9,1.65,7.82,752.83,603.56,125.63,66.71,70.69,218.93,-193.86,1018.77,265.93,35.32,-265.93
2017-04-01,88.94,35.83,139.88,78.19,173.9,14.62,164.94,7.23,1.88,6.56,711.96,613.32,117.36,56.59,83.67,222.2,-277.61,959.65,247.69,34.79,-247.69
2017-04-02,91.16,34.26,141.82,72.37,173.1,14.52,172.99,7.21,1.79,5.34,714.56,606.34,115.94,48.95,80.53,217.33,-243.32,975.24,260.68,36.48,-260.68
2017-04-03,110.93,45.1,170.12,94.22,188.03,17.21,217.68,7.77,2.02,5.41,858.48,610.74,119.21,56.69,100.24,228.34,-136.75,1135.66,277.18,32.29,-277.18
2017-04-04,112.11,45.94,170.49,92.48,199.96,17.6,230.34,8.71,2.13,8.2,887.96,609.24,119.08,57.08,112.03,231.47,-138.65,1150.75,262.79,29.6,-262.79
2017-04-05,116.85,49.69,181.41,98.57,206.91,21.64,238.77,8.85,2.21,10.01,934.9,605.91,119.35,57.15,102.87,245.27,-106.06,1190.92,256.02,27.39,-256.02
2017-04-06,123.82,52.93,173.3,107.04,206.99,26.08,256.0,8.99,2.4,11.09,968.65,605.55,119.34,56.32,106.81,252.9,-91.26,1214.91,246.25,25.42,-246.25
2017-04-07,113.54,47.9,165.16,100.47,206.55,24.38,248.39,8.26,2.24,10.98,927.84,614.15,119.3,56.55,110.65,248.09,-141.88,1175.24,247.4,26.66,-247.4
2017-04-08,82.94,35.54,137.59,85.2,162.89,18.71,212.42,6.27,1.87,8.45,751.88,575.58,119.35,54.97,83.42,219.43,-222.1,997.49,245.61,32.67,-245.61
2017-04-09,68.37,31.74,125.34,70.41,136.7,17.13,189.45,5.49,1.78,7.38,653.8,574.2,117.91,54.83,77.65,213.66,-328.65,871.93,218.13,33.36,-218.13
2017-04-10,94.66,44.63,154.32,92.17,186.73,21.9,209.53,6.15,1.95,9.19,821.22,588.22,118.38,55.66,106.96,226.65,-199.17,1064.23,243.01,29.59,-243.01
2017-04-11,106.49,47.94,153.32,94.38,177.88,21.6,235.94,6.85,2.23,7.05,853.69,612.64,119.7,56.22,102.72,235.88,-184.26,1115.11,261.42,30.62,-261.42
2017-04-12,103.65,46.66,152.57,102.32,185.17,22.24,228.75,7.04,2.08,8.23,858.71,620.82,119.32,55.91,98.57,235.24,-176.4,1119.58,260.87,30.38,-260.87
2017-04-13,103.17,46.09,150.11,100.42,208.75,21.56,233.39,6.51,1.99,10.48,882.46,624.84,121.37,55.71,93.55,242.94,-159.07,1145.85,263.4,29.85,-263.4
2017-04-14,89.28,45.61,130.81,105.36,193.37,19.27,214.94,5.86,2.07,10.01,816.58,623.33,121.18,51.7,86.95,252.7,-226.74,1067.6,251.02,30.74,-251.02
2017-04-15,83.92,42.15,114.87,87.73,167.59,16.59,210.94,5.94,2.06,7.88,739.67,616.45,120.72,37.86,76.67,249.28,-286.39,973.21,233.54,31.57,-233.54
2017-04-16,84.58,39.33,98.14,88.83,186.27,17.92,226.23,7.47,2.0,6.62,757.39,617.02,121.38,36.56,77.56,248.55,-261.29,998.28,240.89,31.81,-240.89
2017-04-17,92.47,43.1,106.21,92.4,203.7,20.82,252.85,8.71,2.14,10.4,832.8,627.46,121.05,32.68,76.12,257.4,-172.62,1111.48,278.68,33.46,-278.68
2017-04-18,131.33,52.32,161.04,112.44,219.93,27.91,310.08,11.21,2.64,11.75,1040.66,629.93,122.2,48.58,107.63,263.37,-117.42,1231.77,191.11,18.36,-191.11
2017-04-19,143.62,58.55,173.18,121.8,222.65,31.92,334.88,13.44,2.74,11.01,1113.78,637.99,122.85,44.95,108.35,262.7,11.15,1368.99,255.21,22.91,-255.21
2017-04-20,143.43,55.01,182.94,105.86,210.14,31.08,328.29,12.74,2.79,11.14,1083.42,632.45,123.64,44.43,128.34,257.43,-7.16,1355.42,271.99,25.1,-271.99
2017-04-21,123.32,51.71,180.2,95.71,199.25,27.89,284.81,10.84,2.41,11.14,987.27,608.49,123.63,55.61,102.81,250.35,-92.78,1222.21,234.94,23.8,-234.94
2017-04-22,90.63,46.07,148.86,90.56,177.9,23.66,252.92,8.11,2.26,10.07,851.02,597.0,123.52,46.16,92.5,232.5,-178.68,1082.14,231.12,27.16,-231.12
2017-04-23,90.53,41.8,128.53,90.78,164.11,22.32,257.45,7.83,2.12,8.47,813.94,588.1,124.91,47.1,84.43,238.79,-203.42,1048.06,234.12,28.76,-234.12
2017-04-24,107.19,48.19,148.37,101.76,202.99,24.68,265.67,8.52,2.23,8.23,917.83,607.1,121.42,52.05,108.5,240.63,-131.04,1171.25,253.42,27.61,-253.42
2017-04-25,127.74,52.6,134.08,111.45,229.54,19.28,284.29,8.68,2.42,8.59,978.67,590.44,123.69,41.82,118.93,238.08,-104.66,1187.36,208.7,21.32,-208.7
2017-04-26,145.74,55.25,169.62,112.88,253.16,21.69,301.91,11.82,2.49,12.15,1086.69,625.12,122.64,49.85,136.29,235.99,13.31,1366.18,279.49,25.72,-279.49
2017-04-27,147.9,56.54,168.64,104.88,247.73,23.13,302.28,12.15,2.45,8.82,1074.52,629.66,121.99,43.85,111.39,251.56,3.5,1349.84,275.32,25.62,-275.32
2017-04-28,138.07,52.13,165.36,105.49,228.1,25.67,287.24,12.48,2.52,9.46,1026.52,629.95,122.57,45.27,101.8,252.76,-30.92,1298.44,271.92,26.49,-271.92
2017-04-29,100.24,38.73,140.75,87.91,178.71,20.54,253.01,10.07,2.24,4.55,836.74,307.55,119.96,43.39,100.32,236.72,-207.51,770.88,-65.86,-7.87,65.86
2017-04-30,87.5,32.03,120.41,70.8,150.05,17.35,214.02,8.12,1.8,4.72,706.81,590.0,115.17,35.28,80.81,232.14,-293.4,926.98,220.17,31.15,-220.17
2017-05-01,96.83,38.59,129.36,93.5,172.88,15.89,212.26,10.6,1.9,7.15,778.96,593.95,119.85,39.66,90.96,235.52,-251.34,993.04,214.08,27.48,-214.08
2017-05-02,119.8,49.72,170.02,98.66,190.87,20.03,241.05,10.16,2.09,9.12,911.53,571.48,121.51,39.48,120.49,246.35,-119.39,1139.98,228.45,25.06,-228.45
2017-05-03,122.24,48.59,175.56,95.65,198.06,17.56,233.93,9.17,1.98,6.29,909.03,592.67,121.18,47.25,130.62,242.83,-141.78,1157.74,248.71,27.36,-248.71
2017-05-04,116.82,45.7,173.76,92.13,175.97,17.67,241.58,9.27,1.99,3.74,878.62,585.94,123.49,45.24,124.11,231.19,-154.57,1117.69,239.07,27.21,-239.07
2017-05-05,98.74,44.22,156.22,103.51,163.77,17.27,236.34,7.76,1.99,3.83,833.65,577.88,122.68,44.61,111.2,244.74,-204.17,1063.72,230.07,27.6,-230.07
2017-05-06,83.72,32.45,138.04,67.84,171.55,13.9,193.67,7.52,1.81,6.02,716.52,506.72,123.04,44.05,93.96,214.11,-247.02,893.78,177.26,24.74,-177.26
2017-05-07,84.28,35.0,122.38,69.74,155.67,14.02,188.73,8.2,1.69,6.84,686.55,512.38,123.02,43.94,88.08,217.15,-290.85,850.58,164.03,23.89,-164.03
2017-05-08,100.05,42.18,153.49,90.91,192.24,16.4,229.79,9.27,2.19,7.54,844.06,517.17,123.03,44.9,111.03,227.43,-138.41,1045.35,201.3,23.85,-201.3
2017-05-09,106.73,41.26,154.67,94.9,203.8,20.15,246.08,9.19,2.01,8.57,887.36,517.39,124.12,44.93,114.04,228.9,-83.02,1108.4,221.04,24.91,-221.04
2017-05-10,93.96,38.5,151.53,91.46,178.89,18.33,245.89,7.74,1.92,8.73,836.95,495.26,121.31,45.28,102.73,222.07,-109.8,1044.42,207.46,24.79,-207.46
2017-05-11,87.25,35.35,154.38,77.33,163.98,16.25,212.08,6.87,1.82,8.72,764.03,440.09,122.46,45.11,109.32,205.29,-172.42,915.74,151.71,19.86,-151.71
2017-05-12,80.27,33.55,147.8,73.36,167.64,13.44,187.91,6.33,1.61,8.22,720.14,438.53,122.31,43.39,120.16,218.73,-230.78,871.93,151.79,21.08,-151.79
2017-05-13,65.08,30.72,114.46,64.9,136.51,12.14,150.51,5.29,1.43,4.69,585.75,236.89,122.28,43.17,73.24,206.77,-307.35,529.35,-56.4,-9.63,56.4
2017-05-14,61.05,30.33,103.83,60.08,126.8,11.14,144.59,5.31,1.34,3.09,547.56,437.36,120.36,40.51,74.1,198.21,-346.77,677.29,129.73,23.69,-129.73
2017-05-15,72.04,34.36,133.67,68.85,160.79,13.45,167.94,5.34,1.64,3.49,661.57,433.34,120.27,44.13,90.94,199.01,-244.43,799.02,137.45,20.78,-137.45
2017-05-16,66.87,31.93,133.22,67.39,150.41,14.03,161.91,5.34,1.47,3.91,636.48,426.6,118.75,44.58,93.14,207.64,-279.3,773.66,137.18,21.55,-137.18
2017-05-17,61.88,29.32,130.67,61.67,171.3,13.84,149.04,4.78,1.37,6.23,630.1,442.98,121.71,44.93,86.83,208.99,-301.54,762.19,132.09,20.96,-132.09
2017-05-18,70.71,30.9,139.01,65.63,165.97,13.13,146.87,4.29,1.34,8.01,645.85,506.0,122.32,45.26,87.37,201.47,-291.59,834.23,188.38,29.17,-188.38
2017-05-19,75.2,32.85,133.32,70.83,167.51,11.8,151.94,6.61,1.73,7.47,659.26,500.23,121.73,43.47,123.74,209.58,-303.85,856.49,197.23,29.92,-197.23
2017-05-20,62.6,27.5,101.95,62.2,141.45,11.09,139.41,6.13,1.64,5.72,559.7,522.63,113.05,44.11,93.81,212.3,-402.63,729.55,169.85,30.35,-169.85
2017-05-21,55.66,26.44,92.17,57.55,122.26,11.69,141.6,5.33,1.37,3.04,517.11,539.78,108.7,43.35,79.72,212.59,-447.58,684.27,167.16,32.33,-167.16
2017-05-22,67.12,29.87,133.54,70.37,133.08,15.01,161.93,4.91,1.43,5.34,622.6,577.23,118.44,43.56,83.99,216.49,-350.61,844.13,221.53,35.58,-221.53
2017-05-23,63.1,29.93,142.41,69.32,140.56,14.56,152.14,4.71,1.48,7.98,626.18,586.15,113.4,43.67,85.85,219.01,-358.18,851.79,225.61,36.03,-225.61
2017-05-24,59.0,31.34,144.09,68.81,134.64,11.95,155.22,3.98,1.55,6.96,617.55,584.26,119.79,32.02,99.28,212.24,-358.86,845.48,227.93,36.91,-227.93
2017-05-25,46.51,24.0,136.62,54.04,130.85,11.06,133.56,3.36,1.23,5.82,547.04,549.59,120.57,29.87,106.74,210.27,-419.84,750.73,203.68,37.23,-203.68
2017-05-26,49.81,25.16,125.38,57.81,108.39,10.98,136.21,3.69,1.22,5.12,523.79,541.97,121.32,31.4,104.73,210.09,-463.5,703.84,180.05,34.37,-180.05
2017-05-27,43.66,22.54,99.77,52.0,96.92,9.84,117.15,2.91,1.31,5.12,451.22,560.34,119.45,23.44,89.3,208.7,-517.45,632.96,181.73,40.28,-181.73
2017-05-28,43.48,22.88,92.57,52.04,99.38,10.13,113.53,2.84,1.18,5.74,443.77,569.76,117.62,23.94,80.8,206.47,-519.43,624.05,180.28,40.62,-180.28
2017-05-29,61.36,30.8,134.52,67.82,127.71,13.18,139.87,4.11,1.34,8.31,589.02,575.83,121.69,30.25,84.85,215.71,-365.9,815.84,226.82,38.51,-226.82
2017-05-30,63.36,32.03,135.48,68.71,128.11,15.64,140.25,4.13,1.42,6.72,595.85,551.05,121.71,38.99,97.53,201.45,-353.32,805.7,209.85,35.22,-209.85
2017-05-31,63.33,30.25,141.45,69.17,131.39,13.64,142.18,4.28,1.43,5.78,602.9,573.38,120.02,22.52,98.36,201.99,-338.51,831.53,228.62,37.92,-228.62
2017-06-01,61.96,30.42,140.3,69.01,119.1,15.09,146.29,4.06,1.45,6.86,594.54,554.51,122.62,37.95,84.65,207.44,-353.36,805.54,211.0,35.49,-211.0
2017-06-02,59.45,29.23,104.66,64.82,130.39,11.86,138.02,4.03,1.5,7.11,551.07,570.55,124.98,22.64,84.86,208.26,-415.44,752.46,201.39,36.54,-201.39
2017-06-03,48.87,24.49,107.9,50.67,105.93,9.41,113.4,3.2,1.26,5.35,470.48,559.69,125.82,22.37,74.44,208.98,-487.62,658.82,188.34,40.03,-188.34
2017-06-04,44.97,23.82,102.22,47.18,102.53,9.25,111.46,3.5,1.22,6.17,452.32,559.07,126.53,17.78,81.71,209.58,-499.27,651.23,198.91,43.98,-198.91
2017-06-05,48.35,24.85,141.91,48.32,135.96,9.75,119.15,3.59,1.11,5.96,538.95,530.1,126.42,25.0,85.91,210.17,-406.46,724.34,185.39,34.4,-185.39
2017-06-06,59.24,28.67,139.14,58.44,138.61,13.27,147.7,4.66,1.58,5.37,596.69,534.23,118.98,31.68,93.6,205.16,-352.49,781.47,184.78,30.97,-184.78
2017-06-07,59.84,28.78,137.12,64.21,130.7,17.65,154.96,5.49,1.66,8.94,609.35,533.27,121.8,44.26,82.35,203.65,-307.03,807.39,198.04,32.5,-198.04
2017-06-08,61.82,29.61,140.07,60.87,135.45,15.16,154.1,5.33,1.5,8.62,612.54,520.73,125.18,44.92,78.03,205.08,-300.97,809.83,197.3,32.21,-197.3
2017-06-09,57.47,29.96,139.84,66.22,126.79,12.25,149.96,4.35,1.52,6.74,595.1,544.26,126.55,27.56,77.7,200.5,-350.87,780.53,185.43,31.16,-185.43
2017-06-10,45.88,24.77,107.85,51.6,96.23,10.21,125.11,3.53,1.4,3.13,469.71,543.9,120.38,20.85,69.33,191.8,-437.33,634.86,165.15,35.16,-165.15
2017-06-11,45.4,23.44,95.88,49.37,91.53,10.25,114.75,3.34,1.11,3.03,438.11,550.51,119.46,16.36,68.6,191.89,-465.8,630.0,191.89,43.8,-191.89
2017-06-12,59.6,29.61,143.32,65.36,122.96,15.36,138.12,3.75,1.56,6.12,585.77,543.28,119.65,28.96,76.24,186.68,-335.07,777.73,191.96,32.77,-191.96
2017-06-13,62.53,30.36,151.72,73.62,134.45,14.89,146.37,4.43,1.6,6.83,626.81,525.91,118.6,30.29,89.22,183.9,-274.03,839.63,212.82,33.95,-212.82
2017-06-14,62.95,30.82,152.93,69.58,123.73,15.89,144.2,3.68,1.38,4.85,610.02,462.46,117.95,33.53,99.3,183.66,-266.54,786.87,176.85,28.99,-176.85
2017-06-15,59.11,27.48,155.9,63.15,110.28,12.33,127.39,3.65,1.37,4.53,565.17,361.27,119.27,32.49,95.6,179.05,-257.79,685.92,120.75,21.37,-120.75
2017-06-16,60.18,27.36,149.12,59.5,121.84,13.55,131.83,3.63,1.57,7.4,575.97,452.46,117.03,33.41,80.64,186.87,-270.17,728.76,152.79,26.53,-152.79
2017-06-17,45.08,23.18,113.35,48.3,103.22,9.2,122.49,5.54,1.39,7.42,479.18,460.98,114.01,22.37,62.81,183.17,-323.24,644.55,165.38,34.51,-165.38
2017-06-18,45.21,22.99,95.35,52.06,104.06,9.45,120.21,2.54,1.2,7.85,460.91,457.32,113.66,17.91,68.21,179.88,-346.95,614.75,153.84,33.38,-153.84
2017-06-19,63.2,29.11,142.82,68.17,130.56,16.3,140.85,3.43,1.37,8.82,604.62,450.15,113.56,25.28,64.81,177.01,-197.47,752.52,147.9,24.46,-147.9
2017-06-20,63.9,29.58,154.38,69.63,131.68,15.94,138.77,3.52,1.32,8.87,617.6,434.55,120.83,27.54,53.06,184.31,-161.35,782.29,164.7,26.67,-164.7
2017-06-21,61.73,29.84,160.49,69.05,132.81,16.35,141.38,3.65,1.41,8.85,625.55,442.35,122.91,23.12,61.67,184.45,-165.4,791.45,165.9,26.52,-165.9
2017-06-22,61.74,28.69,164.87,66.36,130.26,17.0,135.5,3.43,1.25,6.51,615.62,448.65,119.16,22.91,56.47,180.84,-149.42,792.39,176.77,28.71,-176.77
2017-06-23,55.72,26.56,159.95,64.32,112.42,14.32,128.93,3.45,1.17,5.86,572.71,476.78,120.95,21.88,57.1,185.43,-210.52,793.2,220.5,38.5,-220.5
2017-06-24,42.76,23.8,126.68,54.57,97.56,12.79,111.05,3.08,1.16,5.79,479.24,497.43,126.51,23.9,53.46,187.0,-363.57,662.63,183.39,38.27,-183.39
2017-06-25,43.43,23.58,110.82,55.94,106.69,10.66,113.14,2.87,1.11,6.96,475.19,500.71,126.5,20.19,51.8,186.93,-363.68,658.54,183.34,38.58,-183.34
2017-06-26,63.65,30.55,150.06,73.76,134.08,13.48,148.19,3.81,1.37,10.38,629.34,510.04,122.04,39.25,60.28,190.01,-227.88,821.73,192.39,30.57,-192.39
2017-06-27,64.28,31.42,152.54,73.71,136.25,14.1,149.91,3.66,1.52,10.15,637.54,510.1,122.18,41.03,65.83,187.22,-209.63,852.63,215.09,33.74,-215.09
2017-06-28,63.9,30.83,149.17,74.18,137.87,12.72,147.33,3.84,1.35,8.66,629.85,508.28,124.86,40.54,62.73,194.57,-221.48,846.71,216.86,34.43,-216.86
2017-06-29,64.32,30.05,135.59,71.37,143.32,12.46,149.7,4.09,1.48,5.93,618.31,517.51,123.33,41.06,50.01,199.84,-252.13,817.02,198.71,32.14,-198.71
2017-06-30,57.92,29.16,138.9,68.21,133.72,12.33,139.71,4.22,1.61,7.11,592.9,550.7,120.37,36.16,55.68,201.95,-284.85,815.52,222.61,37.55,-222.61
2017-07-01,50.34,27.57,99.9,56.85,104.07,9.25,125.43,3.37,1.52,6.28,484.58,554.02,115.11,36.26,68.21,207.69,-425.39,700.05,215.46,44.46,-215.46
2017-07-02,47.55,25.72,88.93,57.4,99.97,9.32,126.93,3.34,1.25,5.81,466.21,576.35,120.31,31.86,68.77,189.54,-447.66,681.12,214.91,46.1,-214.91
2017-07-03,67.48,29.45,136.86,67.34,128.77,13.99,151.48,3.86,1.5,9.85,610.58,585.08,120.51,44.2,76.41,193.83,-349.47,820.81,210.23,34.43,-210.23
2017-07-04,68.5,31.66,145.97,76.88,135.0,12.76,151.88,3.96,1.51,10.83,638.94,602.85,113.63,29.66,75.36,199.54,-293.26,883.14,244.2,38.22,-244.2
2017-07-05,67.17,30.01,155.92,75.48,136.2,11.98,153.33,3.99,1.4,11.49,646.96,615.87,119.81,37.63,73.66,184.13,-287.75,900.23,253.26,39.15,-253.26
2017-07-06,65.37,29.6,157.43,74.54,130.56,13.56,151.18,3.67,1.46,11.38,638.74,590.58,120.47,34.24,67.21,190.41,-273.54,881.42,242.68,37.99,-242.68
2017-07-07,62.64,28.39,154.97,72.01,126.49,14.37,143.12,3.4,1.42,9.4,616.22,621.74,120.49,28.98,64.93,206.47,-314.74,880.11,263.9,42.83,-263.9
2017-07-08,50.17,23.46,116.74,61.95,103.32,9.63,117.23,2.62,1.31,6.98,493.4,627.64,120.46,27.54,65.09,191.22,-445.52,739.82,246.42,49.94,-246.42
2017-07-09,49.65,24.67,108.65,60.07,106.92,10.32,118.01,2.79,1.12,7.21,489.41,631.81,120.5,34.6,66.88,185.79,-441.88,736.24,246.83,50.43,-246.83
2017-07-10,64.96,30.31,151.62,74.56,135.1,13.83,148.39,3.6,1.25,10.89,634.52,625.06,120.37,52.84,84.26,187.67,-262.35,934.34,299.82,47.25,-299.82
2017-07-11,64.47,29.65,157.94,76.19,138.87,13.59,151.25,3.67,1.34,10.13,647.09,555.57,120.09,55.84,99.37,182.17,-218.43,893.91,246.82,38.14,-246.82
2017-07-12,64.53,29.92,157.82,75.72,132.66,15.53,150.86,3.47,1.44,9.29,641.24,564.1,121.08,55.65,100.09,186.43,-218.68,901.69,260.45,40.62,-260.45
2017-07-13,62.62,29.99,160.11,76.31,125.38,11.06,159.38,3.46,1.38,7.4,637.08,610.89,120.8,56.11,93.9,196.35,-272.04,902.9,265.81,41.72,-265.81
2017-07-14,52.07,29.03,151.43,73.5,118.83,10.77,155.39,3.9,1.33,7.39,603.65,614.02,120.23,50.91,92.87,194.22,-297.53,872.08,268.43,44.47,-268.43
2017-07-15,47.53,24.29,110.73,57.59,96.11,9.03,133.44,3.15,1.45,5.29,488.59,612.93,120.16,39.76,89.8,177.71,-418.41,727.48,238.89,48.89,-238.89
2017-07-16,43.87,22.89,88.24,56.92,104.45,9.14,126.08,3.03,1.11,6.04,461.77,618.89,119.56,33.56,90.06,178.04,-464.7,681.49,219.72,47.58,-219.72
2017-07-17,62.49,28.11,139.65,72.65,122.39,13.12,150.51,3.41,1.42,8.26,601.99,599.22,121.82,49.9,99.43,190.92,-352.4,822.37,220.37,36.61,-220.37
2017-07-18,63.13,27.02,156.38,69.81,114.33,14.5,144.26,3.49,1.3,8.13,602.36,580.52,120.26,51.19,100.1,196.92,-320.85,854.0,251.64,41.78,-251.64
2017-07-19,63.18,26.84,159.26,67.33,119.24,15.36,140.07,3.41,1.34,8.01,604.04,605.75,124.74,45.67,99.42,189.5,-299.2,887.73,283.7,46.97,-283.7
2017-07-20,64.38,26.85,160.86,72.22,122.09,17.03,142.28,3.59,1.32,9.23,619.86,538.37,125.02,53.65,100.7,192.45,-279.23,856.2,236.34,38.13,-236.34
2017-07-21,60.44,25.24,155.08,67.09,113.84,15.14,134.21,3.39,1.36,6.47,582.25,579.13,124.22,26.73,97.68,181.79,-319.17,838.27,256.02,43.97,-256.02
2017-07-22,46.78,23.49,118.7,28.51,111.96,11.32,110.08,2.46,1.22,7.82,462.34,587.12,123.22,23.28,91.66,147.3,-466.64,670.06,207.72,44.93,-207.72
2017-07-23,44.75,22.92,111.86,54.52,109.76,11.57,112.72,2.65,1.12,6.95,478.82,575.16,123.23,18.86,91.54,176.07,-458.74,687.65,208.83,43.61,-208.83
2017-07-24,62.44,27.08,151.41,73.1,126.63,14.24,147.08,3.63,1.45,7.15,614.21,584.32,123.13,27.96,98.41,183.51,-334.69,843.08,228.87,37.26,-228.87
