Date,France_GtP,Belgium_GtP,GB_GtP,#Netherlands_GtP,Italy_GtP,Total_Gas_to_Power_Demand
2016-10-03,1.62,,48.36,,6.54,56.52
2016-10-04,1.58,,59.13,,6.56,67.27
2016-10-05,1.61,,57.14,,6.43,65.18
2016-10-06,1.83,,68.6,,6.9,77.33
2016-10-07,1.88,,69.03,,6.37,77.29
2016-10-08,1.53,,66.24,,5.24,73.01
2016-10-09,1.41,,67.57,,4.63,73.61
2016-10-10,1.91,,75.48,,7.49,84.88
2016-10-11,1.95,,76.01,,7.44,85.4
2016-10-12,1.9,,74.44,,7.2,83.54
2016-10-13,1.93,,73.94,,7.59,83.46
2016-10-14,1.85,,71.03,,6.98,79.85
2016-10-15,1.49,,58.57,,4.81,64.86
2016-10-16,1.52,,45.95,,4.07,51.54
2016-10-17,1.87,,59.64,,7.62,69.12
2016-10-18,1.89,,60.02,,7.55,69.46
2016-10-19,1.96,,71.17,,7.46,80.59
2016-10-20,1.99,,73.19,,7.43,82.61
2016-10-21,1.95,,70.59,,7.11,79.66
2016-10-22,1.69,,65.74,,5.67,73.11
2016-10-23,1.64,,57.47,,5.18,64.29
2016-10-24,1.99,,75.19,,7.47,84.65
2016-10-25,2.06,,75.93,,7.4,85.39
2016-10-26,2.05,,70.93,,7.38,80.36
2016-10-27,1.97,,65.1,,6.5,73.56
2016-10-28,2.0,,75.01,,6.07,83.07
2016-10-29,1.5,,70.96,,5.08,77.54
2016-10-30,1.36,,65.22,,4.06,70.64
2016-10-31,1.57,,73.46,,5.78,80.81
2016-11-01,1.52,,72.83,,4.87,79.22
2016-11-02,1.82,,78.66,,7.33,87.81
2016-11-03,2.03,,76.69,,7.92,86.64
2016-11-04,2.11,,68.14,,7.84,78.09
2016-11-05,1.62,,44.64,,5.95,52.21
2016-11-06,1.44,,49.42,,4.57,55.43
2016-11-07,2.16,,75.39,,7.25,84.8
2016-11-08,2.09,,77.65,,7.53,87.27
2016-11-09,2.09,,75.59,,7.54,85.22
2016-11-10,1.93,,76.87,,7.39,86.19
2016-11-11,1.78,,70.95,,7.15,79.88
2016-11-12,1.67,,67.33,,6.39,75.38
2016-11-13,1.56,,66.52,,5.92,74.0
2016-11-14,2.09,,69.74,,8.28,80.11
2016-11-15,2.16,,68.04,,8.13,78.33
2016-11-16,2.19,,62.46,,8.04,72.69
2016-11-17,2.07,,66.27,,8.01,76.35
2016-11-18,2.05,,73.74,,7.78,83.57
2016-11-19,1.41,,66.09,,6.04,73.54
2016-11-20,0.85,,71.33,,5.23,77.41
2016-11-21,1.62,,68.58,,7.36,77.56
2016-11-22,2.06,,73.65,,7.37,83.07
2016-11-23,1.77,,78.31,,7.32,87.4
2016-11-24,1.71,,76.22,,7.21,85.14
2016-11-25,1.81,,75.91,,7.01,84.73
2016-11-26,1.3,,74.88,,5.22,81.4
2016-11-27,0.87,,68.14,,4.79,73.8
2016-11-28,2.1,,78.07,,7.41,87.58
2016-11-29,2.34,,84.47,,7.57,94.38
2016-11-30,2.33,,78.66,,8.07,89.07
2016-12-01,2.37,,83.7,,8.5,94.57
2016-12-02,2.13,,90.24,,8.18,100.55
2016-12-03,1.57,,71.46,,7.07,80.1
2016-12-04,1.68,,69.09,,5.79,76.56
2016-12-05,2.3,,94.07,,8.46,104.83
2016-12-06,2.27,,82.79,,8.85,93.91
2016-12-07,2.24,,69.12,,8.36,79.71
2016-12-08,2.13,,78.95,,6.86,87.94
2016-12-09,2.22,,62.41,,7.66,72.29
2016-12-10,2.02,,59.89,,6.59,68.5
2016-12-11,2.03,,68.22,,5.65,75.9
2016-12-12,2.34,,90.43,,8.63,101.4
2016-12-13,2.27,,83.85,,8.78,94.9
2016-12-14,2.31,,82.15,,8.98,93.45
2016-12-15,2.19,,81.99,,8.83,93.01
2016-12-16,2.2,,85.64,,8.12,95.96
2016-12-17,2.01,,66.06,,6.74,74.81
2016-12-18,2.01,,67.36,,6.4,75.77
2016-12-19,2.36,,85.71,,8.65,96.72
2016-12-20,2.38,,73.31,,8.29,83.98
2016-12-21,2.33,,65.77,,7.82,75.92
2016-12-22,2.34,,61.07,,7.69,71.1
2016-12-23,1.83,,43.16,,6.94,51.92
2016-12-24,1.09,,34.06,,5.67,40.82
2016-12-25,0.49,,23.71,,4.17,28.36
2016-12-26,1.3,,33.14,,5.11,39.55
2016-12-27,1.73,,58.08,,6.13,65.94
2016-12-28,1.7,,62.46,,6.03,70.19
2016-12-29,1.98,,58.98,,6.19,67.15
2016-12-30,2.02,,54.71,,6.3,63.02
2016-12-31,1.76,,42.5,,6.44,50.7
2017-01-01,1.45,,41.2,,5.61,48.26
2017-01-02,2.08,,59.86,,7.04,68.98
2017-01-03,2.3,,66.01,,8.0,76.3
2017-01-04,2.26,,80.5,,7.66,90.43
2017-01-05,2.27,,84.2,,7.26,93.73
2017-01-06,2.1,,78.51,,6.21,86.81
2017-01-07,1.51,,72.83,,6.55,80.89
2017-01-08,1.1,,63.97,,6.9,71.97
2017-01-09,1.86,,61.11,,8.35,71.32
2017-01-10,1.84,,63.08,,9.02,73.93
2017-01-11,1.85,,52.94,,8.86,63.66
2017-01-12,1.73,,64.84,,8.15,74.73
2017-01-13,1.7,,61.44,,7.08,70.21
2017-01-14,1.32,,60.86,,6.89,69.07
2017-01-15,1.31,,61.31,,6.51,69.13
2017-01-16,2.21,,89.04,,8.33,99.58
2017-01-17,2.39,,89.51,,8.67,100.58
2017-01-18,2.47,,86.26,,8.55,97.29
2017-01-19,2.47,,87.94,,8.24,98.65
2017-01-20,2.4,,80.88,,7.93,91.21
2017-01-21,2.08,,73.54,,7.6,83.23
2017-01-22,1.57,,77.0,,6.78,85.36
2017-01-23,2.22,,80.81,,8.88,91.91
2017-01-24,2.4,,74.71,,8.73,85.84
2017-01-25,2.38,,66.66,,8.74,77.78
2017-01-26,2.23,,71.16,,9.11,82.5
2017-01-27,1.71,,70.68,,8.72,81.11
2017-01-28,1.38,,66.48,,7.13,75.0
2017-01-29,1.2,,70.25,,6.27,77.72
2017-01-30,1.87,,74.19,,8.78,84.84
2017-01-31,1.85,,73.99,,8.8,84.64
2017-02-01,1.42,,55.81,,8.27,65.51
2017-02-02,1.1,,42.63,,7.87,51.6
2017-02-03,0.89,,43.51,,6.8,51.19
2017-02-04,0.49,,44.22,,4.92,49.63
2017-02-05,0.7,,50.5,,4.42,55.61
2017-02-06,1.9,,55.2,,6.84,63.94
2017-02-07,1.88,,65.12,,7.34,74.34
2017-02-08,1.92,,69.76,,7.61,79.29
2017-02-09,2.01,,74.44,,7.58,84.03
2017-02-10,2.08,,73.92,,7.77,83.77
2017-02-11,0.49,,51.29,,5.8,57.58
2017-02-12,1.34,,43.82,,4.52,49.68
2017-02-13,1.97,,49.84,,7.49,59.3
2017-02-14,2.07,,71.02,,7.59,80.68
2017-02-15,2.03,,69.27,,7.6,78.9
2017-02-16,2.09,,58.83,,7.85,68.77
2017-02-17,2.06,,66.45,,7.61,76.12
2017-02-18,2.0,,46.38,,5.75,54.13
2017-02-19,1.93,,41.64,,5.54,49.11
2017-02-20,1.96,,47.7,,7.89,57.55
2017-02-21,1.82,,46.52,,7.83,56.18
2017-02-22,1.83,,51.24,,7.25,60.32
2017-02-23,1.94,,50.64,,7.14,59.72
2017-02-24,1.89,,64.55,,7.21,73.66
2017-02-25,1.84,,45.0,,4.85,51.69
2017-02-26,1.18,,36.56,,4.6,42.34
2017-02-27,1.73,,70.42,,6.72,78.88
2017-02-28,1.95,,69.21,,6.43,77.59
2017-03-01,2.0,,73.89,,6.17,82.06
2017-03-02,1.95,,58.59,,6.65,67.19
2017-03-03,1.53,,68.76,,6.75,77.05
2017-03-04,0.62,,52.2,,4.8,57.62
2017-03-05,0.3,,54.41,,4.18,58.9
2017-03-06,1.79,,73.83,,5.6,81.22
2017-03-07,1.89,,70.39,,5.84,78.12
2017-03-08,1.92,,57.7,,5.02,64.64
2017-03-09,1.92,,63.13,,5.14,70.19
2017-03-10,1.77,,67.5,,4.64,73.91
2017-03-11,0.72,,61.79,,3.38,65.89
2017-03-12,0.15,,54.43,,4.29,58.87
2017-03-13,1.79,,55.29,,5.67,62.74
2017-03-14,1.81,,50.0,,5.87,57.68
2017-03-15,1.93,,58.37,,5.88,66.18
2017-03-16,1.8,,48.79,,5.39,55.99
2017-03-17,1.28,,41.66,,5.27,48.21
2017-03-18,0.0,,40.27,,3.84,44.12
2017-03-19,0.09,,33.63,,4.13,37.85
2017-03-20,1.16,,43.87,,6.09,51.12
2017-03-21,1.89,,57.21,,6.35,65.45
2017-03-22,1.92,,60.94,,6.35,69.21
2017-03-23,1.93,,58.83,,6.0,66.76
2017-03-24,1.54,,59.85,,5.55,66.94
2017-03-25,0.14,,49.24,,4.47,53.85
2017-03-26,0.22,,47.0,,4.13,51.35
2017-03-27,1.83,,69.48,,5.19,76.49
2017-03-28,1.85,,69.11,,5.37,76.33
2017-03-29,1.85,,58.87,,5.06,65.78
2017-03-30,1.44,,50.15,,4.73,56.32
2017-03-31,0.73,,45.79,,5.07,51.59
2017-04-01,0.41,,47.03,,4.58,52.01
2017-04-02,0.34,,46.18,,4.26,50.78
2017-04-03,1.77,,51.07,,5.87,58.71
2017-04-04,1.78,,59.11,,6.18,67.07
2017-04-05,1.66,,61.54,,6.53,69.73
2017-04-06,1.65,,66.2,,5.98,73.82
2017-04-07,1.69,,70.11,,5.46,77.26
2017-04-08,0.75,,52.22,,4.55,57.52
2017-04-09,0.19,,35.31,,4.21,39.72
2017-04-10,1.28,,57.15,,5.35,63.78
2017-04-11,1.64,,42.67,,5.42,49.73
2017-04-12,1.47,,44.8,,5.4,51.68
2017-04-13,1.54,,64.17,,5.22,70.93
2017-04-14,0.6,,53.94,,4.26,58.8
2017-04-15,0.28,,37.36,,4.25,41.89
2017-04-16,0.17,,49.86,,3.67,53.71
2017-04-17,0.13,,58.39,,3.79,62.31
2017-04-18,1.67,,68.79,,5.28,75.74
2017-04-19,1.87,,75.66,,5.11,82.64
2017-04-20,1.95,,71.4,,5.75,79.1
2017-04-21,1.76,,62.73,,5.51,70.0
2017-04-22,0.21,,56.46,,4.71,61.37
2017-04-23,0.16,,44.56,,4.23,48.95
2017-04-24,1.39,,51.96,,5.38,58.73
2017-04-25,1.54,,49.97,,4.66,56.18
2017-04-26,1.61,,68.83,,5.91,76.36
2017-04-27,1.63,,69.48,,5.9,77.0
2017-04-28,1.6,,74.69,,5.33,81.63
2017-04-29,0.48,,47.37,,4.61,52.46
2017-04-30,0.0,,30.21,,3.85,34.06
2017-05-01,0.09,,47.91,,3.86,51.86
2017-05-02,1.55,,65.46,,5.84,72.85
2017-05-03,1.55,,60.43,,6.29,68.27
2017-05-04,1.45,,46.11,,6.18,53.74
2017-05-05,0.91,,41.17,,5.62,47.69
2017-05-06,0.13,,45.28,,4.7,50.11
2017-05-07,0.05,,41.72,,3.77,45.55
2017-05-08,0.6,,55.53,,5.4,61.53
2017-05-09,1.03,,69.25,,5.68,75.96
2017-05-10,1.03,,65.71,,5.41,72.15
2017-05-11,0.86,,59.42,,5.61,65.89
2017-05-12,0.73,,61.69,,5.57,67.99
2017-05-13,0.31,,37.44,,4.14,41.89
2017-05-14,0.1,,34.84,,3.68,38.62
2017-05-15,0.79,,49.99,,5.0,55.78
2017-05-16,0.77,,56.02,,4.74,61.53
2017-05-17,0.45,,65.81,,4.78,71.04
2017-05-18,0.77,,63.26,,5.57,69.6
2017-05-19,0.68,,58.03,,4.97,63.67
2017-05-20,0.17,,38.82,,3.33,42.32
2017-05-21,0.03,,30.95,,2.7,33.68
2017-05-22,0.72,,46.52,,5.01,52.24
2017-05-23,0.44,,55.53,,5.78,61.75
2017-05-24,0.36,,55.75,,5.96,62.07
2017-05-25,0.01,,53.33,,5.26,58.6
2017-05-26,0.21,,41.08,,4.39,45.68
2017-05-27,0.0,,34.88,,3.34,38.22
2017-05-28,0.11,,35.59,,3.17,38.87
2017-05-29,0.86,,50.81,,5.41,57.08
2017-05-30,0.8,,51.6,,5.38,57.78
2017-05-31,0.77,,54.56,,5.96,61.29
2017-06-01,0.76,,45.52,,6.18,52.46
2017-06-02,0.71,,57.27,,4.38,62.36
2017-06-03,0.29,,38.0,,4.61,42.9
2017-06-04,0.0,,29.97,,4.19,34.16
2017-06-05,0.05,,42.92,,6.05,49.01
2017-06-06,0.04,,33.96,,5.68,39.68
2017-06-07,0.01,,36.69,,5.32,42.03
2017-06-08,0.44,,41.27,,5.58,47.29
2017-06-09,0.36,,43.34,,5.73,49.43
2017-06-10,0.1,,21.95,,4.18,26.23
2017-06-11,0.13,,17.86,,3.43,21.42
2017-06-12,0.48,,38.62,,6.38,45.48
2017-06-13,0.74,,51.79,,6.91,59.44
2017-06-14,0.95,,49.39,,6.97,57.31
2017-06-15,0.6,,36.47,,7.24,44.3
2017-06-16,0.66,,46.64,,6.96,54.26
2017-06-17,0.06,,39.27,,4.88,44.21
2017-06-18,0.24,,41.4,,3.51,45.15
2017-06-19,1.14,,65.16,,6.44,72.74
2017-06-20,1.22,,65.65,,7.27,74.14
2017-06-21,1.11,,66.84,,7.84,75.79
2017-06-22,1.02,,62.2,,8.23,71.44
2017-06-23,0.67,,41.7,,7.91,50.28
2017-06-24,0.0,,30.85,,6.12,36.97
2017-06-25,0.13,,37.37,,4.79,42.29
2017-06-26,1.16,,59.87,,7.04,68.07
2017-06-27,1.11,,56.25,,7.02,64.38
2017-06-28,0.98,,48.68,,6.58,56.24
2017-06-29,0.85,,48.0,,5.5,54.35
2017-06-30,0.46,,50.0,,6.03,56.49
2017-07-01,0.35,,31.49,,3.6,35.44
2017-07-02,0.21,,30.0,,2.91,33.12
2017-07-03,1.26,,55.77,,5.8,62.84
2017-07-04,1.34,,58.75,,6.5,66.59
2017-07-05,1.37,,62.53,,7.37,71.27
2017-07-06,1.3,,60.29,,7.63,69.22
2017-07-07,1.23,,57.74,,7.56,66.52
2017-07-08,0.76,,40.04,,5.41,46.22
2017-07-09,0.75,,42.62,,4.78,48.15
2017-07-10,1.24,,63.31,,7.22,71.77
2017-07-11,1.09,,62.1,,7.53,70.73
2017-07-12,1.04,,58.82,,7.62,67.48
2017-07-13,1.08,,52.73,,7.76,61.57
2017-07-14,0.85,,46.66,,7.17,54.69
2017-07-15,0.55,,33.1,,4.66,38.31
2017-07-16,0.29,,37.41,,2.89,40.58
2017-07-17,1.25,,54.08,,5.97,61.3
2017-07-18,1.28,,47.37,,7.29,55.94
2017-07-19,1.24,,51.09,,7.62,59.96
2017-07-20,1.23,,51.07,,7.69,59.99
2017-07-21,1.05,,42.57,,7.27,50.89
2017-07-22,0.46,,41.95,,5.38,47.8
2017-07-23,0.38,,40.13,,5.19,45.69
2017-07-24,1.17,,52.72,,7.0,60.89
2017-07-25,0.95,,58.74,,6.18,65.87
2017-07-26,0.97,,40.8,,6.6,48.37
2017-07-27,0.95,,39.77,,7.15,47.87
2017-07-28,0.56,,33.04,,7.22,40.82
2017-07-29,0.04,,34.08,,5.81,39.93
2017-07-30,0.09,,28.16,,4.72,32.97
2017-07-31,0.86,,43.08,,7.63,51.57
2017-08-01,0.85,,46.42,,8.35,55.63
2017-08-02,0.7,,41.68,,8.64,51.02
2017-08-03,0.15,,34.86,,8.22,43.23
2017-08-04,0.27,,37.4,,7.77,45.44
2017-08-05,0.13,,37.42,,6.22,43.78
2017-08-06,0.1,,27.69,,5.48,33.27
2017-08-07,0.61,,53.44,,6.73,60.77
2017-08-08,0.53,,52.94,,6.92,60.38
2017-08-09,0.64,,46.62,,6.66,53.92
2017-08-10,0.69,,48.36,,6.17,55.22
2017-08-11,0.57,,38.93,,4.22,43.72
2017-08-12,0.05,,36.99,,3.2,40.24
2017-08-13,0.0,,39.84,,2.97,42.81
2017-08-14,0.03,,47.27,,3.82,51.12
2017-08-15,0.11,,47.66,,3.64,51.4
2017-08-16,0.63,,38.83,,5.01,44.47
2017-08-17,0.48,,38.97,,5.26,44.71
2017-08-18,0.52,,30.37,,5.45,36.34
2017-08-19,0.01,,20.38,,4.53,24.91
2017-08-20,0.01,,39.7,,3.84,43.55
2017-08-21,0.66,,59.14,,4.7,64.5
2017-08-22,0.89,,52.94,,5.38,59.21
2017-08-23,1.02,,52.57,,5.87,59.46
2017-08-24,1.16,,51.19,,6.11,58.46
2017-08-25,1.11,,51.83,,6.36,59.3
2017-08-26,0.71,,41.87,,5.4,47.98
2017-08-27,0.46,,34.68,,5.1,40.24
2017-08-28,1.3,,34.32,,7.37,42.99
2017-08-29,1.44,,53.08,,7.1,61.63
2017-08-30,1.51,,55.14,,7.46,64.11
2017-08-31,1.44,,51.58,,7.45,60.46
2017-09-01,1.55,,47.92,,6.61,56.08
2017-09-02,0.43,,33.74,,4.0,38.17
2017-09-03,0.13,,31.21,,3.45,34.79
2017-09-04,1.45,,48.83,,6.39,56.68
2017-09-05,1.51,,44.45,,6.75,52.7
2017-09-06,1.1,,40.5,,6.75,48.35
2017-09-07,0.98,,42.94,,6.7,50.62
2017-09-08,0.61,,42.96,,6.27,49.84
2017-09-09,0.25,,39.85,,3.78,43.88
2017-09-10,0.02,,26.3,,3.4,29.71
2017-09-11,0.3,,34.25,,4.74,39.29
2017-09-12,0.72,,44.77,,5.01,50.5
2017-09-13,0.22,,45.91,,5.71,51.84
2017-09-14,0.4,,45.95,,5.55,51.9
2017-09-15,1.02,,56.29,,5.87,63.17
2017-09-16,0.55,,50.92,,3.83,55.3
2017-09-17,0.49,,51.5,,2.79,54.78
2017-09-18,1.52,,63.68,,5.8,71.0
2017-09-19,1.5,,64.39,,5.46,71.35
2017-09-20,1.54,,56.34,,5.27,63.15
2017-09-21,1.57,,59.05,,5.77,66.39
2017-09-22,1.53,,53.92,,5.64,61.08
2017-09-23,0.77,,39.31,,4.04,44.12
2017-09-24,0.46,,43.14,,4.01,47.62
2017-09-25,1.61,,64.08,,5.83,71.52
2017-09-26,1.68,,64.63,,6.07,72.37
2017-09-27,1.47,,52.75,,5.87,60.08
2017-09-28,1.46,,61.14,,5.6,68.21
2017-09-29,1.42,,48.8,,5.67,55.9
2017-09-30,1.0,,51.3,,4.7,56.99
2017-10-01,0.32,,28.32,,4.39,33.04
2017-10-02,1.39,,40.97,,5.99,48.35
2017-10-03,1.64,,43.53,,6.21,51.38
2017-10-04,1.68,,49.94,,6.29,57.91
2017-10-05,1.85,,42.31,,5.93,50.08
2017-10-06,1.9,,55.81,,5.2,62.91
2017-10-07,1.74,,42.94,,3.59,48.27
2017-10-08,1.45,,57.37,,3.77,62.6
2017-10-09,2.03,,66.6,,6.31,74.94
2017-10-10,2.01,,51.31,,6.57,59.88
2017-10-11,1.78,,48.06,,6.86,56.7
2017-10-12,1.93,,54.94,,6.89,63.77
2017-10-13,2.06,,49.62,,6.35,58.02
2017-10-14,1.76,,37.76,,4.6,44.13
2017-10-15,1.09,,41.83,,4.31,47.23
2017-10-16,1.77,,50.99,,6.86,59.62
2017-10-17,1.96,,62.81,,7.18,71.95
2017-10-18,2.18,,75.89,,7.19,85.25
2017-10-19,1.97,,71.4,,7.22,80.59
2017-10-20,1.89,,63.5,,7.18,72.56
2017-10-21,1.43,,35.17,,5.44,42.03
2017-10-22,1.32,,36.36,,4.33,42.01
2017-10-23,1.99,,71.06,,5.88,78.93
2017-10-24,2.11,,64.75,,6.07,72.93
2017-10-25,2.07,,64.68,,6.27,73.02
2017-10-26,2.05,,76.53,,7.25,85.82
2017-10-27,1.85,,66.4,,6.54,74.79
2017-10-28,1.63,,33.53,,5.17,40.33
2017-10-29,1.39,,51.0,,4.98,57.36
2017-10-30,1.84,,75.42,,7.14,84.4
2017-10-31,2.0,,63.61,,7.18,72.79
2017-11-01,1.58,,63.83,,5.58,70.99
2017-11-02,1.7,,81.33,,7.57,90.6
2017-11-03,1.6,,79.33,,7.46,88.39
2017-11-04,1.13,,51.51,,6.05,58.69
2017-11-05,0.83,,52.13,,5.14,58.1
2017-11-06,1.72,,67.39,,7.83,76.94
2017-11-07,1.87,,76.08,,8.46,86.41
2017-11-08,1.87,,76.18,,8.28,86.32
2017-11-09,1.86,,69.38,,8.68,79.92
2017-11-10,1.79,,58.94,,8.27,69.01
2017-11-11,1.6,,63.98,,6.16,71.74
2017-11-12,1.18,,46.27,,5.11,52.56
2017-11-13,1.91,,73.9,,7.36,83.17
2017-11-14,2.05,,80.16,,8.25,90.47
2017-11-15,2.07,,80.02,,8.24,90.33
2017-11-16,1.95,,71.15,,8.06,81.16
2017-11-17,1.88,,65.47,,7.5,74.85
2017-11-18,1.8,,58.46,,6.73,67.0
2017-11-19,1.81,,65.66,,6.57,74.04
2017-11-20,1.98,,69.71,,8.18,79.88
2017-11-21,2.0,,59.91,,8.58,70.49
2017-11-22,1.58,,57.71,,8.91,68.2
2017-11-23,1.58,,59.55,,8.71,69.84
2017-11-24,1.75,,67.37,,8.71,77.83
2017-11-25,1.71,,36.93,,6.31,44.95
2017-11-26,1.67,,35.81,,5.24,42.72
2017-11-27,1.9,,52.45,,7.38,61.73
2017-11-28,2.09,,59.99,,8.54,70.62
2017-11-29,2.17,,65.93,,8.17,76.26
2017-11-30,2.15,,63.94,,8.41,74.5
2017-12-01,1.64,,76.71,,8.98,87.33
2017-12-02,1.71,,64.18,,7.43,73.32
2017-12-03,1.94,,62.89,,7.16,71.99
2017-12-04,2.32,,68.15,,9.0,79.47
2017-12-05,2.35,,61.26,,8.92,72.53
2017-12-06,2.36,,51.74,,8.6,62.7
2017-12-07,2.19,,47.96,,8.07,58.22
2017-12-08,2.07,,50.31,,6.02,58.4
2017-12-09,2.09,,65.79,,5.88,73.76
2017-12-10,1.14,,66.08,,5.77,72.98
2017-12-11,1.67,,73.54,,7.4,82.61
2017-12-12,1.98,,70.21,,7.47,79.66
2017-12-13,1.66,,59.76,,5.87,67.3
2017-12-14,1.53,,67.24,,7.06,75.84
2017-12-15,1.7,,66.83,,7.95,76.49
2017-12-16,1.59,,70.57,,6.6,78.76
2017-12-17,1.58,,50.72,,5.26,57.56
2017-12-18,2.0,,77.67,,8.08,87.75
2017-12-19,1.95,,76.31,,8.27,86.54
2017-12-20,2.03,,79.9,,7.84,89.78
2017-12-21,1.67,,77.76,,6.96,86.4
2017-12-22,1.46,,65.79,,5.75,72.99
2017-12-23,1.31,,39.83,,5.11,46.25
2017-12-24,0.75,,32.92,,5.0,38.67
2017-12-25,0.12,,37.37,,4.38,41.87
2017-12-26,0.23,,43.16,,4.57,47.96
2017-12-27,0.59,,45.73,,5.21,51.53
2017-12-28,1.18,,58.97,,5.31,65.46
2017-12-29,0.52,,54.16,,5.2,59.88
2017-12-30,0.0,,44.75,,4.73,49.49
2017-12-31,0.0,,33.18,,4.19,37.38
2018-01-01,0.0,,41.19,,3.68,44.87
2018-01-02,0.17,,60.62,,4.68,65.46
2018-01-03,0.01,,63.62,,5.16,68.79
2018-01-04,0.06,,76.85,,5.13,82.04
2018-01-05,0.25,,78.69,,5.3,84.23
2018-01-06,0.04,,61.97,,4.03,66.03
2018-01-07,0.08,,58.93,,4.02,63.03
2018-01-08,1.05,,73.29,,6.5,80.84
2018-01-09,1.2,,80.01,,6.57,87.78
2018-01-10,1.38,,85.83,,6.49,93.7
2018-01-11,1.47,,90.35,,6.99,98.81
2018-01-12,1.34,,73.77,,7.09,82.2
2018-01-13,0.16,,60.12,,5.11,65.4
2018-01-14,0.17,,50.97,,4.99,56.13
2018-01-15,0.81,,54.7,,7.21,62.72
2018-01-16,0.14,,55.6,,6.17,61.91
2018-01-17,0.44,,61.98,,6.15,68.57
2018-01-18,0.32,,76.06,,6.32,82.7
2018-01-19,0.7,,72.55,,6.49,79.74
2018-01-20,0.0,,80.57,,4.48,85.05
2018-01-21,0.04,,61.35,,3.42,64.8
2018-01-22,1.06,,65.03,,6.71,72.8
2018-01-23,0.53,,53.39,,7.14,61.06
2018-01-24,0.11,,53.86,,7.52,61.49
2018-01-25,0.76,,78.22,,7.56,86.54
2018-01-26,1.53,,85.1,,7.68,94.31
2018-01-27,0.2,,44.58,,5.63,50.41
2018-01-28,0.01,,41.36,,4.88,46.24
2018-01-29,0.73,,63.49,,7.47,71.69
2018-01-30,1.09,,65.99,,7.82,74.91
2018-01-31,0.16,,53.57,,7.65,61.38
2018-02-01,1.36,,55.26,,6.92,63.54
2018-02-02,1.54,,83.26,,6.05,90.85
2018-02-03,1.25,,75.58,,4.62,81.45
2018-02-04,0.39,,68.95,,4.65,74.0
2018-02-05,1.87,,89.72,,7.3,98.89
2018-02-06,2.13,,89.72,,7.74,99.59
2018-02-07,2.21,,88.23,,7.6,98.04
2018-02-08,2.18,,78.54,,7.81,88.52
2018-02-09,1.91,,63.48,,7.4,72.79
2018-02-10,0.84,,48.32,,4.31,53.47
2018-02-11,0.55,,38.54,,4.32,43.41
2018-02-12,1.99,,55.33,,7.03,64.36
2018-02-13,1.88,,63.46,,7.15,72.49
2018-02-14,1.66,,53.04,,7.29,61.99
2018-02-15,1.67,,48.25,,6.67,56.59
2018-02-16,1.77,,59.54,,7.32,68.64
2018-02-17,1.4,,61.98,,5.61,68.99
2018-02-18,0.91,,60.27,,4.83,66.0
2018-02-19,2.04,,75.75,,7.9,85.69
2018-02-20,1.98,,66.79,,7.94,76.71
2018-02-21,2.01,,73.5,,7.59,83.1
2018-02-22,1.94,,52.16,,7.38,61.48
2018-02-23,1.74,,34.57,,6.96,43.26
2018-02-24,0.43,,25.65,,5.21,31.29
2018-02-25,0.16,,30.55,,4.22,34.93
2018-02-26,1.89,,51.78,,6.24,59.91
2018-02-27,2.3,,58.39,,6.7,67.39
2018-02-28,2.04,,46.1,,6.94,55.08
2018-03-01,1.42,,38.03,,6.38,45.84
2018-03-02,0.22,,39.89,,5.19,45.3
2018-03-03,0.0,,36.03,,3.73,39.77
2018-03-04,0.16,,44.3,,3.94,48.4
2018-03-05,1.19,,66.96,,6.21,74.36
2018-03-06,1.84,,72.48,,6.36,80.68
2018-03-07,1.6,,71.2,,6.32,79.12
2018-03-08,1.32,,73.86,,6.27,81.45
2018-03-09,1.2,,74.91,,6.39,82.5
2018-03-10,0.0,,57.61,,4.34,61.96
2018-03-11,0.0,,63.85,,4.14,67.99
2018-03-12,0.2,,72.48,,5.04,77.72
2018-03-13,0.2,,61.33,,5.17,66.7
2018-03-14,0.37,,31.62,,6.02,38.01
2018-03-15,0.36,,40.34,,6.38,47.09
2018-03-16,0.35,,35.2,,6.23,41.78
2018-03-17,0.58,,30.56,,4.22,35.36
2018-03-18,0.45,,22.71,,3.64,26.79
2018-03-19,1.85,,51.83,,6.34,60.02
2018-03-20,1.98,,67.42,,6.58,75.98
2018-03-21,2.06,,51.14,,6.48,59.68
2018-03-22,2.01,,50.24,,6.15,58.4
2018-03-23,1.92,,54.67,,5.61,62.2
2018-03-24,1.22,,58.08,,4.54,63.84
