Date,France_GtP,Belgium_GtP,GB_GtP,#Netherlands_GtP,Italy_GtP,Total_Gas_to_Power_Demand
2021-04-12,1.89,,79.51,,7.48,88.89
2021-04-13,1.92,,81.19,,7.07,90.18
2021-04-14,1.75,,79.86,,6.86,88.47
2021-04-15,1.76,,77.09,,7.32,86.17
2021-04-16,1.64,,70.13,,6.75,78.52
2021-04-17,1.44,,59.43,,4.88,65.75
2021-04-18,1.56,,63.47,,5.47,70.51
2021-04-19,2.06,,78.03,,7.81,87.89
2021-04-20,1.71,,74.67,,7.9,84.28
2021-04-21,1.57,,66.39,,7.21,75.17
2021-04-22,1.5,,67.45,,7.47,76.42
2021-04-23,1.09,,61.43,,6.01,68.52
2021-04-24,0.38,,44.64,,4.07,49.09
2021-04-25,0.28,,41.54,,3.78,45.6
2021-04-26,1.27,,63.6,,5.92,70.79
2021-04-27,1.31,,61.11,,6.47,68.89
2021-04-28,1.25,,59.53,,6.33,67.11
2021-04-29,1.33,,70.27,,6.57,78.17
2021-04-30,1.11,,74.05,,6.08,81.24
2021-05-01,0.24,,67.87,,3.54,71.65
2021-05-02,0.32,,60.43,,3.47,64.22
2021-05-03,0.52,,30.08,,5.46,36.05
2021-05-04,0.28,,33.51,,5.55,39.34
2021-05-05,0.56,,61.15,,5.1,66.8
2021-05-06,1.01,,65.62,,5.26,71.89
2021-05-07,0.7,,60.96,,4.74,66.4
2021-05-08,0.04,,26.94,,3.84,30.82
2021-05-09,0.07,,26.74,,3.49,30.3
2021-05-10,0.46,,34.22,,4.95,39.63
2021-05-11,0.63,,54.6,,5.1,60.33
2021-05-12,0.61,,61.45,,4.12,66.18
2021-05-13,0.15,,63.96,,3.85,67.96
2021-05-14,0.19,,68.92,,3.81,72.92
2021-05-15,0.01,,58.84,,2.98,61.83
2021-05-16,0.12,,56.92,,3.1,60.14
2021-05-17,0.58,,66.21,,4.23,71.02
2021-05-18,0.67,,67.27,,4.09,72.03
2021-05-19,0.8,,66.65,,3.98,71.43
2021-05-20,0.45,,35.59,,4.01,40.05
2021-05-21,0.01,,30.38,,4.19,34.58
2021-05-22,0.01,,45.6,,2.9,48.51
2021-05-23,0.08,,25.48,,3.24,28.8
2021-05-24,0.06,,42.48,,4.92,47.46
2021-05-25,0.29,,48.15,,4.69,53.14
2021-05-26,0.39,,55.75,,5.39,61.53
2021-05-27,0.78,,58.82,,5.17,64.77
2021-05-28,0.67,,61.56,,4.61,66.84
2021-05-29,0.03,,48.95,,3.55,52.53
2021-05-30,0.09,,34.54,,3.15,37.78
2021-05-31,0.42,,30.33,,4.21,34.96
2021-06-01,0.41,,39.61,,4.67,44.69
2021-06-02,0.14,,38.87,,4.18,43.19
2021-06-03,0.24,,45.06,,5.34,50.64
2021-06-04,0.69,,48.79,,5.17,54.65
2021-06-05,0.27,,38.54,,3.52,42.33
2021-06-06,0.2,,45.72,,3.51,49.43
2021-06-07,1.0,,49.04,,5.48,55.53
2021-06-08,0.9,,40.47,,5.54,46.92
2021-06-09,0.82,,33.96,,5.28,40.06
2021-06-10,0.9,,34.56,,5.01,40.47
2021-06-11,0.64,,29.03,,4.73,34.4
2021-06-12,0.06,,29.21,,3.66,32.93
2021-06-13,0.02,,25.15,,3.47,28.64
2021-06-14,0.66,,37.66,,5.48,43.8
2021-06-15,0.89,,38.18,,6.24,45.31
2021-06-16,0.82,,48.76,,7.1,56.67
2021-06-17,0.82,,54.49,,6.97,62.28
2021-06-18,0.57,,46.67,,6.59,53.83
2021-06-19,0.31,,40.74,,4.32,45.37
2021-06-20,0.07,,43.0,,4.18,47.25
2021-06-21,0.6,,44.28,,6.78,51.66
2021-06-22,0.73,,48.98,,7.67,57.38
2021-06-23,0.83,,55.63,,8.02,64.48
2021-06-24,0.77,,50.59,,7.58,58.94
2021-06-25,0.75,,44.15,,6.87,51.78
2021-06-26,0.26,,40.16,,4.85,45.27
2021-06-27,0.14,,39.43,,4.93,44.5
2021-06-28,0.79,,58.89,,7.44,67.12
2021-06-29,0.86,,55.46,,7.53,63.85
2021-06-30,0.91,,52.32,,7.54,60.77
2021-07-01,0.9,,54.3,,7.14,62.34
2021-07-02,0.96,,52.47,,6.66,60.08
2021-07-03,0.35,,40.21,,4.78,45.33
2021-07-04,0.09,,36.75,,4.77,41.61
2021-07-05,0.88,,45.13,,6.83,52.84
2021-07-06,0.38,,35.1,,7.61,43.09
2021-07-07,0.96,,48.16,,7.93,57.05
2021-07-08,1.36,,58.64,,8.12,68.12
2021-07-09,1.18,,59.12,,6.99,67.29
2021-07-10,0.41,,50.82,,4.76,55.99
2021-07-11,0.35,,45.84,,4.19,50.38
2021-07-12,1.05,,59.47,,7.64,68.17
2021-07-13,0.93,,49.47,,7.33,57.73
2021-07-14,0.22,,38.0,,6.1,44.31
2021-07-15,0.39,,42.68,,6.39,49.46
2021-07-16,0.32,,39.48,,6.56,46.36
2021-07-17,0.19,,33.67,,4.55,38.42
2021-07-18,0.12,,43.2,,3.78,47.09
2021-07-19,0.99,,55.5,,6.98,63.47
2021-07-20,0.94,,55.11,,7.46,63.5
2021-07-21,1.08,,61.67,,8.02,70.77
2021-07-22,0.74,,61.79,,7.86,70.39
2021-07-23,0.33,,54.2,,7.68,62.2
2021-07-24,0.05,,50.9,,5.38,56.33
2021-07-25,0.08,,53.23,,4.83,58.14
2021-07-26,0.77,,57.13,,7.76,65.66
2021-07-27,0.28,,58.31,,8.4,66.98
2021-07-28,0.04,,36.03,,8.21,44.27
2021-07-29,0.0,,35.03,,7.85,42.88
2021-07-30,0.04,,49.71,,7.82,57.56
2021-07-31,0.02,,42.83,,5.18,48.03
2021-08-01,0.03,,48.0,,3.98,52.01
2021-08-02,0.12,,58.38,,7.0,65.49
2021-08-03,0.26,,57.9,,6.85,65.0
2021-08-04,0.24,,49.07,,6.77,56.08
2021-08-05,0.07,,30.41,,5.34,35.82
2021-08-06,0.01,,29.17,,5.24,34.42
2021-08-07,0.02,,28.91,,4.17,33.1
2021-08-08,0.03,,24.56,,3.74,28.33
2021-08-09,0.1,,47.02,,5.36,52.48
2021-08-10,0.36,,53.72,,5.68,59.76
2021-08-11,0.5,,42.5,,6.12,49.12
2021-08-12,0.5,,32.74,,6.45,39.69
2021-08-13,0.17,,22.01,,6.07,28.25
2021-08-14,0.05,,38.07,,5.08,43.2
2021-08-15,0.0,,34.39,,5.03,39.43
2021-08-16,0.0,,37.24,,5.28,42.52
2021-08-17,0.01,,38.83,,4.92,43.76
2021-08-18,0.12,,49.45,,4.85,54.42
2021-08-19,0.21,,62.06,,5.2,67.46
2021-08-20,0.33,,56.77,,5.21,62.31
2021-08-21,0.26,,53.7,,4.41,58.37
2021-08-22,0.14,,49.49,,4.33,53.96
2021-08-23,0.28,,57.42,,5.99,63.68
2021-08-24,0.27,,55.07,,6.47,61.8
2021-08-25,0.28,,48.41,,6.39,55.08
2021-08-26,0.29,,42.77,,6.48,49.53
2021-08-27,0.29,,51.13,,5.78,57.2
2021-08-28,0.0,,38.08,,4.12,42.2
2021-08-29,0.03,,33.25,,3.87,37.15
2021-08-30,0.45,,39.52,,6.88,46.85
2021-08-31,0.43,,52.03,,7.52,59.98
2021-09-01,0.3,,59.39,,7.28,66.98
2021-09-02,0.33,,63.6,,6.89,70.82
2021-09-03,0.35,,55.14,,7.48,62.97
2021-09-04,0.19,,49.54,,5.61,55.33
2021-09-05,0.17,,50.84,,4.52,55.53
2021-09-06,0.93,,61.19,,7.53,69.65
2021-09-07,0.73,,62.51,,7.81,71.05
2021-09-08,0.7,,60.86,,7.98,69.54
2021-09-09,1.36,,65.13,,7.66,74.15
2021-09-10,1.33,,61.73,,7.6,70.65
2021-09-11,0.68,,46.91,,5.45,53.04
2021-09-12,0.19,,57.8,,4.69,62.67
2021-09-13,1.27,,65.71,,7.56,74.54
2021-09-14,1.22,,67.98,,8.32,77.52
2021-09-15,1.02,,70.74,,8.51,80.27
2021-09-16,1.0,,62.48,,7.44,70.92
2021-09-17,1.0,,60.06,,6.56,67.62
2021-09-18,0.23,,55.06,,4.84,60.13
2021-09-19,0.18,,58.48,,4.26,62.92
2021-09-20,1.23,,60.42,,6.8,68.45
2021-09-21,0.74,,58.58,,7.26,66.58
2021-09-22,0.69,,41.78,,6.61,49.08
2021-09-23,0.27,,41.59,,6.9,48.76
2021-09-24,0.42,,37.8,,7.06,45.28
2021-09-25,0.48,,50.98,,5.5,56.95
2021-09-26,0.23,,27.14,,5.19,32.56
2021-09-27,0.83,,30.41,,7.5,38.74
2021-09-28,1.04,,47.52,,7.46,56.01
2021-09-29,0.16,,38.8,,7.64,46.6
2021-09-30,0.27,,35.74,,7.0,43.01
2021-10-01,0.01,,28.07,,6.79,34.87
2021-10-02,0.01,,31.39,,4.9,36.3
2021-10-03,0.07,,20.11,,4.57,24.75
2021-10-04,1.06,,46.61,,6.74,54.41
2021-10-05,0.28,,34.35,,6.14,40.78
2021-10-06,0.54,,51.17,,6.32,58.03
2021-10-07,0.89,,51.9,,6.4,59.19
2021-10-08,0.69,,61.53,,6.04,68.26
2021-10-09,0.15,,55.43,,3.79,59.38
2021-10-10,0.2,,40.5,,3.96,44.66
2021-10-11,1.13,,57.86,,6.06,65.05
2021-10-12,0.89,,64.09,,6.93,71.91
2021-10-13,1.22,,59.79,,6.76,67.77
2021-10-14,1.13,,41.13,,5.96,48.22
2021-10-15,0.95,,68.56,,5.79,75.3
2021-10-16,0.5,,57.16,,4.52,62.18
2021-10-17,0.29,,42.38,,4.37,47.04
2021-10-18,1.35,,47.26,,7.34,55.95
2021-10-19,0.51,,34.14,,7.7,42.34
2021-10-20,0.13,,38.31,,7.27,45.71
2021-10-21,0.78,,30.66,,6.95,38.39
2021-10-22,1.57,,56.81,,7.11,65.49
2021-10-23,1.11,,35.64,,4.87,41.61
2021-10-24,0.59,,20.78,,3.78,25.15
2021-10-25,1.63,,46.36,,7.35,55.34
2021-10-26,1.39,,38.27,,7.64,47.3
2021-10-27,1.5,,32.72,,7.28,41.5
2021-10-28,1.11,,36.1,,7.47,44.69
2021-10-29,0.51,,36.85,,7.1,44.46
2021-10-30,0.18,,29.88,,5.82,35.89
2021-10-31,0.0,,20.14,,5.3,25.44
2021-11-01,0.31,,38.3,,5.63,44.24
2021-11-02,1.74,,75.86,,7.45,85.05
2021-11-03,1.64,,62.84,,7.4,71.88
2021-11-04,1.52,,53.46,,8.02,63.0
2021-11-05,1.86,,54.76,,7.57,64.19
2021-11-06,1.03,,21.65,,5.67,28.36
2021-11-07,0.97,,28.99,,5.19,35.16
2021-11-08,1.76,,61.65,,8.35,71.76
2021-11-09,1.95,,59.33,,8.43,69.7
2021-11-10,1.99,,78.03,,7.9,87.92
2021-11-11,1.85,,61.61,,8.45,71.91
2021-11-12,1.46,,33.41,,8.54,43.41
2021-11-13,1.51,,49.09,,6.9,57.49
2021-11-14,1.21,,53.29,,6.07,60.57
2021-11-15,1.69,,73.02,,8.97,83.68
2021-11-16,1.75,,58.26,,8.75,68.76
2021-11-17,1.7,,43.96,,8.69,54.35
2021-11-18,1.96,,42.74,,8.6,53.3
2021-11-19,1.93,,52.37,,8.08,62.38
2021-11-20,1.83,,39.36,,7.56,48.75
2021-11-21,1.64,,32.99,,6.63,41.26
2021-11-22,1.77,,69.64,,9.05,80.46
2021-11-23,1.86,,78.78,,9.29,89.93
2021-11-24,1.87,,73.14,,9.76,84.78
2021-11-25,1.99,,58.49,,9.81,70.28
2021-11-26,1.6,,45.29,,8.37,55.26
2021-11-27,1.51,,45.12,,6.42,53.06
2021-11-28,1.36,,64.82,,6.07,72.25
2021-11-29,2.07,,67.29,,9.02,78.38
2021-11-30,1.63,,51.32,,8.99,61.94
2021-12-01,1.67,,49.32,,8.67,59.66
2021-12-02,2.02,,68.26,,9.17,79.45
2021-12-03,1.94,,67.53,,8.96,78.44
2021-12-04,1.41,,40.56,,6.76,48.74
2021-12-05,1.76,,58.22,,6.2,66.18
2021-12-06,1.98,,69.62,,8.79,80.38
2021-12-07,1.65,,60.33,,8.31,70.29
2021-12-08,1.7,,60.37,,6.84,68.91
2021-12-09,1.66,,66.8,,8.72,77.18
2021-12-10,1.65,,61.78,,8.48,71.91
2021-12-11,1.73,,45.71,,7.07,54.51
2021-12-12,1.45,,33.64,,6.06,41.15
2021-12-13,1.94,,67.52,,9.01,78.47
2021-12-14,1.91,,56.6,,8.88,67.39
2021-12-15,2.0,,66.4,,8.89,77.29
2021-12-16,1.73,,82.9,,9.24,93.87
2021-12-17,1.82,,81.29,,8.72,91.83
2021-12-18,1.85,,76.44,,6.38,84.68
2021-12-19,1.83,,77.9,,7.27,86.99
2021-12-20,2.1,,87.93,,10.11,100.14
2021-12-21,2.26,,84.66,,10.68,97.6
2021-12-22,2.06,,75.65,,9.9,87.61
2021-12-23,1.53,,62.2,,8.31,72.04
2021-12-24,1.06,,45.03,,5.24,51.33
2021-12-25,0.55,,19.84,,3.87,24.26
2021-12-26,0.7,,34.97,,4.01,39.67
2021-12-27,0.23,,45.46,,5.61,51.29
2021-12-28,0.02,,43.15,,4.78,47.95
2021-12-29,0.17,,20.98,,4.31,25.46
2021-12-30,0.15,,18.35,,3.46,21.96
2021-12-31,0.2,,25.39,,3.23,28.82
2022-01-01,0.13,,14.29,,3.24,17.66
2022-01-02,0.1,,15.66,,3.79,19.55
2022-01-03,0.31,,27.49,,5.59,33.39
2022-01-04,0.95,,38.31,,5.56,44.83
2022-01-05,1.08,,60.26,,5.33,66.67
2022-01-06,1.22,,49.74,,5.56,56.52
2022-01-07,1.11,,48.12,,5.56,54.79
2022-01-08,0.26,,31.17,,5.0,36.43
2022-01-09,1.07,,56.41,,4.8,62.28
2022-01-10,2.09,,74.58,,8.45,85.12
2022-01-11,2.06,,83.38,,8.39,93.83
2022-01-12,2.09,,84.67,,8.72,95.48
2022-01-13,2.12,,80.24,,9.12,91.48
2022-01-14,2.13,,82.88,,8.9,93.91
2022-01-15,2.01,,67.97,,6.75,76.74
2022-01-16,1.94,,51.56,,6.34,59.83
2022-01-17,1.9,,79.77,,9.12,90.79
2022-01-18,1.91,,76.07,,9.72,87.7
2022-01-19,1.95,,63.08,,9.81,74.84
2022-01-20,1.93,,81.02,,9.52,92.47
2022-01-21,1.93,,76.33,,9.22,87.48
2022-01-22,2.06,,64.41,,7.25,73.72
2022-01-23,1.99,,63.82,,6.2,72.01
2022-01-24,2.01,,88.01,,9.6,99.62
2022-01-25,1.89,,84.59,,9.98,96.47
2022-01-26,1.75,,55.61,,10.08,67.44
2022-01-27,2.0,,63.4,,9.64,75.04
2022-01-28,1.76,,50.89,,8.17,60.81
2022-01-29,1.56,,25.63,,5.66,32.85
2022-01-30,1.42,,36.48,,5.53,43.43
2022-01-31,1.44,,43.55,,8.38,53.38
2022-02-01,1.66,,33.08,,8.0,42.74
2022-02-02,1.74,,53.22,,8.33,63.29
2022-02-03,1.69,,43.74,,8.42,53.85
2022-02-04,1.55,,31.37,,8.44,41.36
2022-02-05,0.71,,18.54,,6.72,25.98
2022-02-06,0.45,,17.29,,4.99,22.73
2022-02-07,1.64,,42.44,,7.04,51.12
2022-02-08,1.91,,35.51,,7.62,45.04
2022-02-09,1.85,,43.02,,8.23,53.1
2022-02-10,1.93,,45.9,,8.39,56.23
2022-02-11,1.92,,55.97,,8.22,66.11
2022-02-12,1.53,,23.73,,5.79,31.05
2022-02-13,0.35,,31.3,,4.88,36.53
2022-02-14,1.27,,37.97,,7.99,47.23
2022-02-15,1.03,,39.11,,7.62,47.76
2022-02-16,0.24,,24.77,,7.73,32.74
2022-02-17,0.74,,27.18,,7.59,35.52
2022-02-18,0.26,,30.21,,6.82,37.28
2022-02-19,0.01,,34.84,,5.07,39.92
2022-02-20,0.01,,17.94,,4.13,22.08
2022-02-21,0.48,,36.28,,6.52,43.28
2022-02-22,0.88,,27.56,,6.07,34.5
2022-02-23,1.26,,27.08,,6.0,34.34
2022-02-24,0.36,,20.63,,6.71,27.7
2022-02-25,1.0,,46.36,,5.75,53.11
2022-02-26,0.96,,21.47,,3.74,26.17
2022-02-27,0.46,,15.82,,3.85,20.12
2022-02-28,1.89,,50.23,,7.26,59.37
2022-03-01,2.09,,59.95,,7.57,69.6
2022-03-02,1.73,,50.78,,7.78,60.29
2022-03-03,1.55,,58.57,,7.63,67.75
2022-03-04,1.28,,59.68,,7.67,68.63
2022-03-05,0.75,,43.12,,4.2,48.06
2022-03-06,0.91,,47.88,,4.75,53.54
2022-03-07,1.42,,46.95,,7.45,55.82
2022-03-08,1.55,,30.09,,7.07,38.71
2022-03-09,1.41,,38.71,,6.69,46.81
2022-03-10,1.43,,33.51,,7.13,42.07
2022-03-11,1.13,,26.51,,8.25,35.89
2022-03-12,0.87,,20.02,,5.98,26.87
2022-03-13,1.29,,25.91,,5.42,32.62
2022-03-14,2.25,,56.77,,8.14,67.16
2022-03-15,2.22,,60.43,,8.68,71.32
2022-03-16,2.05,,65.48,,8.3,75.83
2022-03-17,1.91,,47.47,,7.81,57.2
2022-03-18,1.34,,41.06,,6.92,49.32
2022-03-19,0.69,,16.0,,4.86,21.54
2022-03-20,1.61,,40.93,,4.72,47.25
2022-03-21,1.94,,65.19,,7.38,74.51
2022-03-22,1.86,,61.78,,7.13,70.76
2022-03-23,1.89,,68.27,,7.6,77.76
2022-03-24,1.95,,69.62,,7.37,78.94
2022-03-25,1.9,,65.35,,6.67,73.92
2022-03-26,1.22,,49.35,,4.45,55.02
2022-03-27,1.32,,59.68,,4.15,65.15
2022-03-28,1.79,,77.93,,7.5,87.23
2022-03-29,2.0,,77.02,,8.07,87.09
2022-03-30,1.82,,61.63,,7.72,71.17
2022-03-31,1.82,,45.94,,7.0,54.76
2022-04-01,2.01,,70.12,,6.48,78.61
2022-04-02,2.04,,71.34,,4.7,78.08
2022-04-03,1.94,,48.04,,5.82,55.8
2022-04-04,2.08,,38.18,,8.64,48.9
2022-04-05,2.04,,37.47,,8.34,47.85
2022-04-06,1.73,,30.28,,7.58,39.59
2022-04-07,1.13,,32.39,,5.46,38.98
2022-04-08,2.01,,54.26,,5.06,61.33
2022-04-09,1.75,,48.37,,3.7,53.82
2022-04-10,1.01,,47.8,,3.33,52.15
2022-04-11,1.06,,31.53,,6.03,38.63
2022-04-12,1.54,,61.37,,6.36,69.27
2022-04-13,1.76,,71.22,,5.45,78.44
2022-04-14,1.36,,77.41,,5.0,83.77
2022-04-15,0.71,,52.32,,4.44,57.47
2022-04-16,0.13,,28.75,,2.98,31.86
2022-04-17,0.09,,19.43,,2.47,21.99
2022-04-18,0.81,,50.07,,3.16,54.04
2022-04-19,1.69,,76.45,,5.55,83.69
2022-04-20,1.71,,68.38,,6.12,76.21
2022-04-21,1.36,,55.03,,5.9,62.29
2022-04-22,1.21,,40.08,,5.55,46.85
2022-04-23,0.19,,16.91,,3.96,21.06
2022-04-24,0.52,,32.49,,3.14,36.15
2022-04-25,1.77,,73.97,,4.38,80.13
2022-04-26,1.86,,79.42,,6.14,87.42
2022-04-27,1.85,,80.43,,5.97,88.25
2022-04-28,1.83,,83.21,,4.53,89.56
2022-04-29,1.66,,85.55,,4.82,92.03
2022-04-30,1.37,,76.54,,3.48,81.39
2022-05-01,1.03,,77.51,,3.22,81.76
2022-05-02,1.4,,80.86,,5.86,88.12
2022-05-03,1.74,,78.86,,6.42,87.02
2022-05-04,1.76,,80.07,,6.01,87.84
2022-05-05,1.77,,76.84,,5.98,84.58
2022-05-06,1.58,,77.21,,5.22,84.01
2022-05-07,0.96,,74.26,,3.04,78.26
2022-05-08,0.97,,55.94,,3.18,60.09
2022-05-09,1.6,,49.74,,5.43,56.77
2022-05-10,1.62,,40.7,,5.07,47.39
2022-05-11,1.35,,51.13,,5.09,57.57
2022-05-12,1.71,,49.18,,5.09,55.97
2022-05-13,1.45,,42.38,,4.55,48.38
2022-05-14,1.06,,66.13,,3.26,70.44
2022-05-15,0.9,,44.17,,3.34,48.41
2022-05-16,1.69,,62.28,,5.29,69.26
2022-05-17,1.68,,56.16,,5.37,63.21
2022-05-18,1.42,,57.65,,4.65,63.72
2022-05-19,1.5,,70.41,,4.91,76.82
2022-05-20,1.42,,60.71,,4.66,66.79
2022-05-21,0.77,,51.35,,3.05,55.17
2022-05-22,0.8,,53.71,,2.88,57.39
2022-05-23,1.29,,64.17,,5.17,70.63
2022-05-24,1.27,,59.85,,5.66,66.78
2022-05-25,0.93,,33.23,,5.72,39.88
2022-05-26,0.29,,30.71,,5.86,36.87
2022-05-27,0.29,,31.22,,6.04,37.55
2022-05-28,0.27,,38.49,,3.72,42.48
2022-05-29,0.59,,44.24,,3.12,47.95
2022-05-30,1.2,,74.27,,5.87,81.33
2022-05-31,1.19,,75.7,,5.92,82.8
2022-06-01,1.22,,78.39,,5.88,85.5
2022-06-02,0.91,,70.88,,4.33,76.12
2022-06-03,1.07,,52.59,,5.72,59.38
2022-06-04,0.79,,40.12,,4.47,45.38
2022-06-05,0.49,,45.71,,4.1,50.3
2022-06-06,0.66,,63.15,,6.5,70.31
2022-06-07,1.48,,70.0,,6.45,77.93
2022-06-08,1.49,,61.21,,6.0,68.7
2022-06-09,1.43,,56.62,,6.0,64.05
2022-06-10,1.17,,36.4,,4.26,41.83
2022-06-11,0.39,,23.49,,2.63,26.51
2022-06-12,0.66,,24.29,,2.76,27.71
2022-06-13,1.39,,56.44,,6.56,64.39
2022-06-14,1.33,,66.35,,7.23,74.9
2022-06-15,1.44,,65.46,,7.36,74.27
2022-06-16,1.43,,60.21,,7.41,69.05
2022-06-17,1.47,,40.01,,6.67,48.14
2022-06-18,0.97,,40.02,,4.16,45.15
2022-06-19,0.55,,39.45,,4.19,44.19
2022-06-20,1.04,,64.92,,7.19,73.15
2022-06-21,1.04,,73.75,,7.39,82.18
2022-06-22,1.17,,70.94,,7.65,79.77
2022-06-23,1.07,,71.04,,7.95,80.05
2022-06-24,0.94,,57.01,,6.37,64.32
2022-06-25,0.6,,28.0,,4.41,33.01
2022-06-26,0.63,,30.56,,4.29,35.49
2022-06-27,1.24,,61.87,,8.19,71.3
2022-06-28,1.21,,53.54,,8.25,63.0
2022-06-29,1.22,,62.97,,8.11,72.3
2022-06-30,1.27,,68.87,,8.01,78.15
2022-07-01,1.07,,60.01,1.14,7.09,69.31
2022-07-02,0.38,,48.92,0.88,4.87,55.05
2022-07-03,0.48,,47.47,0.31,5.41,53.67
2022-07-04,1.24,,48.23,0.81,7.98,58.26
2022-07-05,1.13,,58.99,0.98,6.64,67.74
2022-07-06,1.28,,40.74,0.66,7.44,50.12
2022-07-07,1.54,,59.62,0.47,7.34,68.97
2022-07-08,1.47,,55.24,0.71,4.53,61.95
2022-07-09,0.81,,47.93,0.69,2.77,52.2
2022-07-10,0.73,,52.98,1.26,3.16,58.13
2022-07-11,1.52,,58.71,2.3,6.71,69.24
2022-07-12,1.58,,56.79,1.7,7.14,67.22
2022-07-13,1.63,,57.26,1.39,7.24,67.53
2022-07-14,1.47,,60.78,1.69,6.55,70.49
2022-07-15,1.46,,61.61,1.41,6.88,71.36
2022-07-16,1.12,,57.66,0.73,5.09,64.6
2022-07-17,1.07,,51.39,1.61,4.89,58.96
2022-07-18,1.73,,66.15,3.76,7.85,79.48
2022-07-19,1.73,,61.3,2.51,8.79,74.33
2022-07-20,1.76,,57.75,2.25,8.9,70.66
2022-07-21,1.8,,67.17,3.2,8.62,80.8
2022-07-22,1.71,,67.33,2.58,8.2,79.81
2022-07-23,1.47,,38.09,1.04,6.39,46.99
2022-07-24,1.12,,28.33,0.88,5.35,35.67
2022-07-25,1.48,,42.58,1.53,8.43,54.03
2022-07-26,1.51,,61.97,2.23,8.62,74.33
2022-07-27,1.58,,62.74,1.34,8.53,74.19
2022-07-28,1.55,,69.25,1.22,7.88,79.9
2022-07-29,1.38,,63.25,1.65,7.29,73.58
2022-07-30,1.25,,57.45,1.04,4.43,64.18
2022-07-31,1.19,,58.56,0.93,3.52,64.21
2022-08-01,1.28,,55.98,1.88,7.25,66.39
2022-08-02,1.28,,35.25,0.95,7.51,44.98
2022-08-03,1.37,,56.9,1.05,7.97,67.29
2022-08-04,1.37,,70.08,1.11,8.13,80.69
2022-08-05,1.17,,58.63,1.0,7.67,68.47
2022-08-06,0.6,,37.43,0.19,5.43,43.65
2022-08-07,0.65,,41.46,1.48,4.59,48.18
2022-08-08,1.0,,69.13,1.61,6.18,77.91
2022-08-09,1.08,,65.28,0.98,5.92,73.26
2022-08-10,1.05,,67.49,1.2,5.07,74.82
2022-08-11,1.07,,69.23,1.31,5.39,77.0
2022-08-12,1.07,,69.68,1.24,4.73,76.71
2022-08-13,1.07,,59.32,1.4,3.33,65.12
2022-08-14,0.92,,54.05,1.42,2.74,59.14
2022-08-15,1.12,,65.94,1.69,3.3,72.04
2022-08-16,1.2,,63.06,1.9,5.92,72.07
2022-08-17,1.2,,67.2,2.62,6.8,77.83
2022-08-18,1.3,,55.22,1.84,6.59,64.96
2022-08-19,1.36,,54.07,2.34,5.19,62.96
2022-08-20,1.25,,39.96,1.1,3.04,45.35
2022-08-21,0.92,,47.31,1.8,3.38,53.41
2022-08-22,1.48,,58.79,3.29,6.61,70.17
2022-08-23,1.53,,62.2,2.7,6.53,72.96
2022-08-24,1.52,,60.88,2.87,6.85,72.12
2022-08-25,1.56,,63.82,2.94,6.94,75.26
2022-08-26,1.6,,64.51,2.82,6.45,75.38
2022-08-27,1.49,,62.19,2.06,4.77,70.51
2022-08-28,1.28,,55.05,1.63,4.16,62.12
2022-08-29,1.55,,62.62,2.0,8.01,74.19
2022-08-30,1.51,,64.79,2.08,7.98,76.36
2022-08-31,1.44,,63.14,2.19,8.19,74.96
2022-09-01,1.58,,66.69,2.06,6.64,76.97
2022-09-02,1.68,,61.06,0.86,6.62,70.22
2022-09-03,1.52,,44.75,0.22,4.66,51.15
2022-09-04,1.44,,42.46,0.34,4.0,48.24
2022-09-05,1.69,,57.17,0.75,7.47,67.08
2022-09-06,1.82,,62.19,0.86,7.15,72.01
2022-09-07,1.8,,69.96,2.11,6.93,80.8
2022-09-08,1.54,,65.6,1.85,6.14,75.12
2022-09-09,1.49,,66.43,2.12,5.71,75.75
2022-09-10,1.2,,62.87,1.97,3.64,69.68
2022-09-11,1.24,,53.81,1.44,3.76,60.25
2022-09-12,1.38,,59.94,1.52,7.07,69.91
2022-09-13,1.3,,67.52,1.36,7.66,77.84
2022-09-14,1.35,,64.24,1.73,7.51,74.83
2022-09-15,1.34,,47.88,1.15,6.69,57.06
2022-09-16,1.03,,26.47,0.23,5.31,33.04
2022-09-17,0.73,,23.29,0.57,3.13,27.72
2022-09-18,0.51,,28.37,1.18,3.37,33.43
2022-09-19,1.34,,65.35,1.61,5.92,74.22
2022-09-20,1.51,,72.74,2.03,6.77,83.04
2022-09-21,1.49,,61.81,1.9,6.03,71.24
2022-09-22,1.51,,66.1,1.38,5.19,74.19
2022-09-23,1.41,,65.58,1.61,5.19,73.78
2022-09-24,1.2,,57.36,1.65,3.22,63.43
2022-09-25,1.07,,38.19,1.56,2.66,43.47
2022-09-26,1.37,,35.28,1.44,5.49,43.58
2022-09-27,1.49,,60.27,1.96,5.1,68.81
2022-09-28,1.66,,71.56,2.15,5.72,81.09
2022-09-29,1.65,,76.0,1.82,6.49,85.96
2022-09-30,1.24,,44.49,1.48,5.47,52.69
2022-10-01,0.61,,18.03,0.69,2.84,22.17
2022-10-02,0.99,,40.52,1.46,2.74,45.71
2022-10-03,1.71,,62.37,1.84,4.98,70.9
2022-10-04,1.62,,43.75,1.38,5.91,52.65
2022-10-05,1.24,,31.64,0.95,5.99,39.82
2022-10-06,1.46,,32.8,1.52,6.25,42.03
2022-10-07,1.58,,25.31,0.96,5.28,33.14
2022-10-08,1.47,,37.24,1.23,3.57,43.5
