,Demand,,,,,,,,,,Demand (Net),,,,
,,,,,,,,,,,,,,,
,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Island of Ireland,Island of Ireland,Total,Industrial,LDZ,Gas-to-Power
,,,,,,,,,,,,,,,
43720,73.04719091,37.41345455,162.4556455,82.85218182,114.6,18.65727273,169.4175455,5.166336364,1.554727273,0,14.98,680.1443545,214.0756394,250.4760091,209.180797
43721,68.80071818,36.93481818,156.6234091,81.43854545,126.94,18.83818182,164.2197273,4.370145455,1.465727273,0,14.73,674.3612727,209.4679424,239.6236091,220.0925394
43722,55.33405455,30.47218182,121.2093909,70.82009091,101.32,15.68090909,142.8179091,3.517145455,1.429727273,0,6.32,548.9214091,183.5175394,203.7228545,157.5338333
43723,51.45443636,31.47509091,114.5605636,67.61290909,117.8,15.13818182,135.1822727,2.592590909,1.229272727,0,9.65,546.6953182,194.3199879,201.2705909,146.7331939
43724,70.12860909,38.51227273,163.3757909,86.589,143.14,19.59545455,175.4931818,3.4157,1.355909091,0,11.13,712.7359182,218.2606,249.1784273,240.5401636
43725,72.24154545,37.76590909,167.6781455,82.26772727,145.41,20.10090909,179.0746364,3.764690909,1.474,0,11.51,721.2875636,222.0083909,267.4020545,227.6613909
43726,74.23705455,39.99009091,170.2372818,89.53127273,159.15,20.81,203.397,5.125863636,1.655272727,0,11.9,776.0338364,233.7625636,290.7983818,247.1839818
43727,76.33088182,42.10654545,165.6862182,91.44863636,152.87,23.14181818,219.721,5.715081818,1.689181818,0,10.24,788.9493636,228.5195788,299.1354909,255.9962939
43728,70.961,40.80618182,151.8697909,90.54090909,123.61,24.69454545,215.8761818,6.238709091,1.780727273,0,7.34,733.7180455,221.2041394,289.2402455,217.7530242
43729,55.8338,31.66590909,122.1929,77.10418182,90.1,20.08545455,173.6876364,4.980181818,1.499363636,0,5.78,582.9294273,193.5855909,234.6210909,151.2558364
43730,53.41352727,29.75427273,116.3284182,73.43554545,115.05,16.64181818,157.3894545,3.550272727,1.295090909,0,9.54,576.3984,195.3890818,219.1522455,157.7535273
43731,73.89939091,39.37890909,157.3208818,83.91127273,137.1,23.47272727,189.1009091,5.035118182,1.419090909,0,9.3,719.9383,224.4596939,257.7296727,233.1596606
43732,74.84079091,40.35072727,159.9743273,87.62409091,143.03,24.56909091,187.2686364,6.650554545,1.786090909,0,11.27,737.3643091,219.3830333,268.4841818,243.6633667
43733,78.51053636,40.00790909,160.7450364,86.62727273,139.74,23.22090909,193.4517273,6.677454545,1.680727273,0,11.07,741.7315727,225.0091121,272.2765909,238.9213242
43734,75.29935455,39.11527273,163.5594364,86.46436364,121.61,21.86272727,186.8129091,4.756109091,1.669909091,0,9.7,710.8500818,217.9781636,266.2966636,221.0261636
43735,70.1472,38.39090909,156.6031636,81.77918182,128.88,19.14454545,173.7234545,4.840572727,1.738272727,0,12.15,687.3973,207.8769303,270.3868273,203.5556333
43736,56.25071818,29.42427273,122.6351727,67.50372727,116.73,16.94272727,144.5790909,6.014090909,1.664454545,0,16.29,578.0342545,190.4566182,252.3935727,131.3834273
43737,52.6561,31.10509091,115.8670455,76.25227273,123.7,17.59363636,144.812,4.704481818,1.433363636,0,16.89,585.0139909,196.5308333,260.6063909,123.4119485
43738,75.75642727,38.25627273,156.0767636,86.37254545,164.02,19.41545455,182.2935455,4.6429,1.714909091,0,18.8,747.3488182,232.7616455,299.7557273,210.9949909
43739,75.46395455,40.47681818,158.1558636,90.12390909,162.19,20.11818182,195.8681818,6.288872727,1.732,0,17.32,767.7377818,221.8177152,308.1275455,232.6118848
43740,86.19045455,43.50809091,158.0472727,96.13845455,188.35,22.83909091,210.8974545,6.381572727,1.901181818,0,18.57,832.8235727,226.7015,367.4494,234.8582182
43741,92.63922727,47.28436364,159.3348,98.78545455,207.35,24.51181818,214.4980909,7.724263636,2.044545455,0,15.31,869.4825636,221.8509818,415.3486455,227.9356636
43742,89.03485455,47.29372727,151.7549182,102.6896364,182.21,23.35363636,230.8466364,7.989345455,2.072181818,0,17.64,854.8849364,222.4085879,413.0084455,215.7873576
43743,79.13960909,42.64727273,126.9586,91.97072727,152.48,20.47454545,221.7470909,7.572472727,1.949909091,0,15.86,760.8002273,208.7897061,372.8877,175.1960939
43744,71.5223,42.15609091,120.7102455,102.1530909,138.8,20.69,235.45,6.349209091,1.794636364,0,9.83,749.4555727,213.5271697,382.6755091,149.9053485
43745,96.12586364,50.77745455,152.2839,109.0150909,176.12,26.30545455,268.2915455,7.743818182,1.993727273,0,8.77,897.4268545,239.1430606,434.6756727,219.3103939
43746,95.62195455,48.751,160.3477636,97.51190909,156.56,24.32727273,246.0012727,8.084827273,2.063727273,0,9,848.2697273,233.1401424,405.2547364,206.3036667
43747,101.0210545,50.227,169.0204455,103.5115455,163.6,26.20636364,240.5522727,7.683090909,2.317181818,0,14.11,878.2489545,240.1295091,428.1167545,206.3193273
43748,97.98148182,46.96009091,174.5167182,97.79609091,162.68,24.32909091,233.4725455,7.612336364,2.166454545,0,9.45,856.9648091,238.9608,411.4108455,202.9459818
43749,90.0591,44.86709091,167.7880909,96.366,152.76,21.26272727,208.647,9.423027273,2.156181818,0,10.14,803.4692182,232.6179697,380.6796636,186.1887667
43750,71.27847273,39.42436364,138.6438545,91.27672727,173.26,20.71454545,176.195,6.344581818,1.800454545,0,9.93,728.868,204.5653061,335.0566818,184.9875576
43751,59.54103636,32.63918182,128.1064273,78.25081818,180.02,20.30818182,157.9028182,5.404036364,1.391272727,0,10.86,674.4237727,195.3736879,307.6129091,167.7321758
43752,85.74368182,43.03363636,172.4540727,89.12463636,211.98,24.68454545,189.9713636,6.300763636,1.636818182,0,12.83,837.7595182,224.1867667,357.5233636,251.5769333
43753,97.11599091,46.69872727,171.928,92.29654545,204.63,24.39363636,194.8089091,8.360354545,1.873181818,0,11.89,853.9953455,227.6214333,363.5141091,258.3865303
43754,100.7646273,48.92872727,174.7492364,100.5738182,193.25,26.45727273,206.2241818,8.677872727,1.907272727,0,11.87,873.4030091,231.912,387.9826182,248.6932091
43755,100.1852273,47.57681818,178.6463909,97.60363636,210,24.73,210.5274545,7.659354545,1.994363636,0,11.84,890.7632455,230.3101182,394.3812091,261.2234636
43756,99.31342727,46.40081818,172.3863636,97.50845455,201.42,26.17181818,202.5443636,6.776990909,2.082272727,0,13.51,868.1145091,220.8441515,404.9736091,237.4295667
43757,91.39347273,44.54581818,137.2841909,95.57681818,177.28,21.97181818,192.4665455,7.128863636,1.767272727,0,9.77,779.1848,206.178697,375.9730091,191.8556394
43758,94.49714545,46.41563636,125.0469909,101.8411818,192.25,22.35909091,192.0311818,5.713454545,1.671090909,0,10.87,792.6957727,203.9691697,392.9583455,190.5628939
43759,114.0181182,53.28609091,173.3145273,107.5798182,232.94,25.32181818,218.6459091,6.181381818,1.992181818,0,15.62,948.8998455,231.019297,438.4204727,274.1100758
43760,118.8485,52.19045455,177.1891727,106.0065455,227.26,25.67545455,227.4452727,7.521709091,2.140272727,0,14.87,959.1473818,235.5566333,447.3605636,271.4238212
43761,112.0304727,49.97627273,171.1475,105.2069091,221.81,24.94272727,227.0581818,7.316763636,2.137818182,0,12.31,933.9366455,233.5253545,434.9474636,260.3447364
43762,106.4736091,45.46890909,179.9714182,93.91872727,212.89,24.82636364,216.3600909,7.391463636,1.868,0,16.22,905.3885818,230.1957667,419.8939909,250.4054606
43763,102.0056182,43.57109091,168.0813455,90.22627273,216.26,24.95090909,207.2178182,7.179018182,1.897636364,0,18.21,879.5997091,222.3833394,429.1679818,223.3207515
43764,82.72733636,33.86790909,131.5549364,75.23336364,199.73,21.11636364,176.7173636,9.482163636,1.616272727,0,13.7,745.7457091,209.4322455,388.1957636,143.9266091
43765,101.8818091,46.41509091,125.0217727,97.24845455,216.04,22.52,195.1420909,6.725309091,1.858,0,14.93,827.7825273,221.2503909,433.8542909,168.1448455
43766,130.1119909,57.68036364,178.9448636,113.9210909,277.33,27.50545455,266.7100909,8.902645455,2.337727273,0,14.51,1077.954227,252.7968727,544.2618636,276.4278545
43767,135.4760636,59.59472727,184.2512818,120.0160909,273.03,30.91727273,297.8044545,10.10068182,2.552727273,0,14.1,1127.8433,252.7603364,584.0199182,284.9957727
43768,137.8694636,65.77163636,189.5869455,132.8612727,264.76,32.29545455,324.131,9.816281818,2.664909091,0,12,1171.756964,257.9269212,628.6279273,279.819297
43769,135.9364,65.32536364,189.8057455,136.6696364,259.59,32.10545455,330.5573636,10.31174545,2.617363636,0,15.66,1178.579073,250.1022121,652.6728364,270.0348424
43770,110.7039545,50.90136364,148.2297818,121.2716364,207.31,25.65,301.51,9.090390909,2.309181818,0,14.54,991.5163091,224.5133394,572.3732727,189.8974242
43771,101.6381818,41.27072727,144.4791182,89.249,193.62,24.45181818,236.0383636,7.6704,1.984454545,0,11.21,851.6120636,216.2193545,496.5774364,133.5688182
43772,108.4359273,45.62218182,135.1967636,97.83172727,209.41,22.32181818,229.7940909,7.9303,1.864909091,0,13.92,872.3277182,221.2346364,500.7489364,145.0958727
43773,140.4249,56.84154545,177.8159091,109.0219091,231.15,28.13,260.1839091,9.228336364,2.423818182,0,14.44,1029.660327,252.7589909,555.3620727,215.8511727
43774,151.7489818,62.02554545,187.9178818,116.5258182,250.2,29.47272727,273.2187273,10.24028182,2.506545455,0,16.9,1100.756509,255.8910303,586.1618091,252.4740333
43775,157.1191364,62.86845455,210.9036364,117.7669091,277.31,29.63818182,295.3474545,11.43179091,2.506272727,0,17.06,1181.951836,259.8751939,642.0278364,273.8832606
43776,169.9882636,63.86472727,214.7510909,125.8558182,253.59,30.41636364,299.7654545,12.05139091,2.547181818,0,15.98,1188.810291,265.1491727,679.3517545,239.0946364
43777,177.6523182,65.82690909,207.9113909,127.3779091,288,29.65090909,311.3583636,11.9846,2.784909091,0,17.48,1240.027309,261.6796485,722.0560091,250.1366515
43778,163.4146,59.953,173.1982455,123.8553636,278.34,26.19454545,294.9071818,11.74737273,2.859272727,0,14.82,1149.289582,241.8600697,712.1758364,190.1816758
43779,162.9030818,59.47472727,175.31,125.973,259.43,28.41090909,313.8008182,12.96139091,2.782636364,0,13.52,1154.566564,247.386197,715.6356455,186.3141758
43780,176.3162364,63.603,232.4857727,135.6789091,259.08,32.25727273,351.8098182,13.63851818,3.046181818,0,13.8,1281.715709,277.8613424,794.5434182,204.5402212
43781,194.2349364,69.65509091,233.4718455,136.7606364,279.75,33.88,356.324,14.13535455,3.206,0,15.39,1336.807864,285.0855182,825.4222818,220.0407
43782,194.8126545,71.21763636,243.9656091,134.265,296.43,37.97363636,368.3043636,13.45840909,3.222181818,0,16.33,1379.979491,288.8427212,830.3711091,254.4837515
43783,205.6677455,74.351,257.5278273,135.229,302.8,35.96363636,361.0383636,14.7924,3.158090909,0,14.29,1404.818064,279.2381636,855.8784636,262.7415273
43784,211.8658273,75.24236364,244.3125,138.7776364,296.79,30.88727273,342.6394545,14.32145455,3.268636364,0,18.07,1376.175145,280.8047576,845.6437455,243.7241879
43785,192.6308636,68.08263636,204.8844,126.0054545,285.12,25.20545455,320.1204545,13.2046,3.176727273,0,18.14,1256.570591,250.6694273,774.5387,225.9694636
43786,190.0010818,63.38636364,193.2064636,124.4230909,278.7,24.93363636,325.6097273,13.57295455,2.892909091,0,15.73,1232.456227,257.6307697,768.9418455,200.4507939
43787,209.1375727,72.35945455,258.5840455,133.7086364,319.32,32.71454545,351.0881818,14.72667273,3.237454545,0,17.24,1412.116564,286.5625636,852.5723182,267.0068636
43788,213.3453091,77.70227273,267.3952727,144.4621818,339.97,35.54454545,362.4420909,15.1609,3.348454545,0,16.53,1475.901027,302.7671545,881.4083818,285.3440364
43789,220.782,81.92454545,252.2857909,155.7479091,307.22,35.01909091,377.436,15.39508182,3.472272727,0,16.01,1465.292691,299.4323364,885.4111727,273.7077273
43790,205.7439545,80.55709091,252.3581273,155.7080909,307.25,33.14636364,370.0770909,14.46786364,3.313272727,0,17.59,1440.211855,289.7423485,879.0041,264.9009515
43791,178.8059455,65.95654545,239.4643364,133.0369091,275.57,29.08727273,349.595,13.57682727,3.029181818,0,16.86,1304.982018,272.4260879,799.0207909,228.3513212
43792,155.0292909,62.63672727,195.8196364,127.6067273,242.87,25.36909091,302.758,11.5768,2.947090909,0,14.96,1141.573364,255.0281788,715.2106545,165.8966212
43793,156.7048455,59.72645455,184.3623455,119.9480909,236.82,26.65727273,308.0243636,11.60355455,2.663363636,0,13.24,1119.750291,254.3724667,682.2073273,177.1746788
43794,173.1710636,64.58281818,228.1276273,130.7590909,246.67,34.14,346.5394545,13.2953,2.666727273,0,15.91,1255.862082,282.1471818,717.5412182,250.0015
43795,161.1836455,60.84472727,233.0334091,122.8058182,227.31,32.96454545,323.2915455,12.20200909,2.710090909,0,13.36,1189.705791,267.6277303,687.1705636,228.585497
43796,156.3193364,56.13790909,231.7747091,114.3589091,240.07,29.40363636,295.5206364,11.94164545,2.686181818,0,16.23,1154.442964,271.3149485,681.4763545,197.0160242
43797,164.5201091,60.41518182,226.6592273,123.1292727,259.4,28.10636364,283.3895455,12.52046364,2.753363636,0,16.7,1177.593527,280.5621576,696.5330364,194.4518788
43798,173.9968636,64.40454545,232.8838727,135.8089091,309.2,29.80272727,310.4819091,12.5158,2.928181818,0,16.97,1288.992809,285.9575879,771.7211,225.4218485
43799,174.4753727,63.60563636,212.0846455,134.8320909,310.22,30.81181818,324.8067273,13.23051818,3.018363636,0,14.97,1282.055173,267.2211606,809.5616818,201.1943303
43800,182.2317636,71.49318182,206.3012909,145.9713636,305.32,32.52636364,354.3576364,13.87560909,3.098272727,0,15.9,1331.075482,269.8310606,865.6671364,191.9663758
43801,214.8121545,80.09927273,267.4739909,142.9780909,339.43,36.70636364,401.0420909,15.73365455,3.554090909,0,18.27,1520.099709,309.1427182,941.2906,264.7444818
43802,224.6100818,79.05390909,280.8134545,141.0533636,315.61,40.58181818,401.9038182,17.2612,3.218454545,0,16.48,1520.5861,304.0106091,938.9710545,272.1849818
43803,235.4637818,82.46118182,296.4276182,149.3591818,312.65,40.41727273,402.269,17.37641818,3.408272727,0,15.29,1555.122727,310.5636242,971.8897636,267.5888848
43804,238.5382273,83.31963636,313.4307091,148.8025455,289.38,41.42545455,411.5045455,16.25862727,3.688,0,12.77,1559.117745,304.5381727,994.2115182,256.1902364
43805,212.7441364,73.00845455,301.3474636,132.7357273,234.17,39.94272727,370.5029091,14.97605455,3.300636364,0,11.91,1394.638109,291.6582091,894.1736636,205.0208727
43806,167.8703,58.58936364,238.9536909,110.7944545,215.91,31.31818182,310.5190909,12.81408182,2.018909091,0,10.17,1158.958073,250.8144242,752.703,151.0818303
43807,148.7506182,56.731,221.0642727,105.9114545,215.8,30.08363636,285.4713636,11.49823636,2.544909091,0,9.71,1087.565491,247.5582182,731.2260545,105.3257636
43808,196.6255818,70.36981818,280.9581727,136.474,280.11,38.03272727,323.8444545,14.4166,3.024272727,0,13.74,1357.595627,297.6802424,846.3592727,208.1582939
43809,211.3297364,74.97518182,286.8055818,142.643,272.32,37.94454545,358.757,15.77397273,3.295818182,0,10.45,1414.294836,297.3474818,888.5009364,222.0870545
43810,211.8969727,74.80836364,302.8301909,142.3846364,297.24,39.93636364,380.6317273,16.67871818,3.374,0,14.52,1484.300973,306.8035121,928.0483364,244.2483061
43811,207.7596818,74.69136364,327.4111,143.3212727,310.17,41.83363636,386.0833636,16.29048182,3.295636364,0,14.57,1525.426536,289.1194242,967.4781545,262.2288667
43812,190.9332636,70.52390909,319.4497182,140.3398182,280.98,38.9,376.5959091,14.70875455,3.295636364,0,12.98,1448.707009,289.7538909,940.0016,213.2809727
43813,150.6160818,58.94745455,259.6858909,121.2358182,263.28,32.16,344.2,12.34505455,2.911909091,0,14.04,1259.422209,258.3632182,872.3271182,125.2530545
43814,148.8999818,58.65136364,235.3326091,118.1607273,265.88,32.22545455,303.5827273,10.98013636,2.460090909,0,16.6,1192.773091,257.2941939,807.5906727,124.3730424
43815,174.0339182,68.46309091,281.5825273,135.8631818,314.38,35.50181818,328.9430909,13.04085455,2.633,0,19.04,1373.481482,279.9871818,839.3130091,248.4143818
43816,160.1531091,61.01963636,268.0591273,126.8650909,289.91,33.29818182,294.0791818,12.36978182,2.371363636,0,20.11,1268.235473,267.7947939,749.7716455,245.1845788
43817,164.7522364,62.713,257.0803364,130.3399091,294.29,31.59090909,309.9154545,12.90734545,2.451727273,0,13.63,1279.670918,268.5205152,785.0061545,220.0133394
43818,143.6945636,51.75927273,240.2501455,108.1226364,243.61,28.49636364,293.3823636,14.11290909,2.244545455,0,16.3,1141.9728,261.1616333,706.1945636,169.8804212
43819,141.7931636,50.78090909,215.0944455,105.6080909,258.51,26.48363636,280.5441818,13.36061818,2.260545455,0,17.05,1111.485591,249.6322576,706.0164,151.8939333
43820,137.0929727,51.123,181.1859545,108.9530909,248.4,25.61,274.9767273,10.75191818,2.370181818,0,17.24,1057.703845,238.0445485,690.1222818,126.4041061
43821,139.0705909,50.25990909,178.2055727,107.7583636,244.95,26.39272727,277.1602727,11.40528182,2.246090909,0,12.79,1050.238809,233.5508303,692.9098727,120.7205606
43822,145.0918273,53.28090909,195.2416818,115.1759091,245.24,26.84090909,283.5972727,12.41152727,2.339454545,0,14.49,1093.709491,231.8858394,738.3510091,120.2101879
43823,130.7496182,48.26154545,189.4389636,110.7048182,238.03,25.57181818,272.245,12.04240909,2.159181818,0,14.86,1044.063355,214.0988879,708.5397273,118.7225576
43824,136.3963091,50.846,178.3233364,109.4895455,239.6,24.44,277.0288182,11.61987273,2.212363636,0,11.43,1041.386245,215.9102758,700.0054636,122.5226879
43825,150.0612091,57.58527273,197.5647,123.6683636,232.22,28.79727273,294.1988182,13.25946364,2.453090909,0,11.11,1110.918191,221.7728667,760.3731545,125.8931697
43826,152.6933727,56.649,229.1446364,139.1551818,243.36,31.43636364,326.7924545,12.97720909,2.510090909,0,11.36,1206.078309,233.3386485,797.6916545,169.8345515
43827,154.4818273,58.41963636,220.1005818,143.6667273,213.68,32.36636364,351.1591818,13.76294545,2.622363636,0,7.87,1198.129627,230.8720485,826.6605545,135.8679333
43828,172.2736,60.59718182,226.8269091,138.2195455,214.57,33.96363636,362.5945455,14.98896364,2.772454545,0,7.2,1234.006836,238.2997909,876.638,116.1716818
43829,194.5780636,61.07590909,255.3836273,140.9379091,246.48,35.62727273,364.0327273,15.74691818,2.978545455,0,14.16,1331.000973,244.8017242,922.9674273,158.3870939
43830,196.5285818,61.48172727,247.1723727,140.4605455,263.99,31.97454545,351.4794545,15.42226364,3.067181818,0,15.1,1326.676673,233.0602455,911.7642909,175.9201364
43831,183.3990818,61.69172727,224.7031455,100.2396364,200.17,32.64909091,356.745,16.0171,3.090636364,0,10.9,1189.605418,212.3968182,854.9389,116.3745182
43832,190.7741364,66.97609091,268.3326636,150.1953636,236.6,37.31545455,383.1523636,15.78913636,3.061818182,0,9.99,1362.187027,260.5807636,914.8191273,181.0007727
43833,179.5279727,64.37563636,275.0516182,137.0522727,239.61,38.20909091,345.6091818,14.88061818,2.866636364,0,13.61,1310.793027,255.5830788,870.9554364,177.9799667
