,Demand,,,,,,,,,,Demand (Net),,,,
,,,,,,,,,,,,,,,
,France,Belgium,Italy,Netherlands,GB,Austria,Germany,Switzerland,Luxembourg,Island of Ireland,Island of Ireland,Total,Industrial,LDZ,Gas-to-Power
,,,,,,,,,,,,,,,
44054,52.62423636,34.21109091,129.5616545,79.99536364,139.56,13.18636364,138.4529091,2.887109091,0.902272727,0,15.98,607.361,179.0994576,165.0820273,258.2838788
44055,53.317,33.85790909,126.2763818,78.44554545,129.38,12.90818182,138.3745455,3.729936364,0.868727273,0,15.68,592.8382273,180.1232667,161.3431818,248.2334152
44056,52.86904545,35.582,126.0636,82.43954545,133.37,11.72636364,139.3992727,3.605290909,0.922636364,0,14.02,599.9977545,181.4396212,163.0605273,250.6405152
44057,54.26613636,34.09409091,119.9578364,81.60409091,132.12,11.75545455,138.5761818,2.679727273,0.961545455,0,14.19,590.2050636,176.0074242,162.2307455,247.4331667
44058,49.94457273,30.96054545,96.41298182,77.21618182,117.88,10.37,125.6982727,3.124627273,0.806181818,0,12.27,524.6833636,163.9089636,144.2543818,212.8928364
44059,49.99631818,31.01854545,99.92615455,75.98409091,119.47,10.76272727,122.1955455,1.6993,0.727909091,0,13.46,525.2405909,168.3613212,149.5269182,202.9742606
44060,58.2586,34.79890909,126.0008364,80.34972727,142.16,14.61636364,146.0306364,4.409863636,1.057,0,15.82,623.5019364,187.3800879,182.2757909,247.8695121
44061,59.31290909,34.12418182,129.6633182,84.40236364,138.05,14.87272727,149.9171818,3.799545455,1.109909091,0,15.85,631.1021364,192.358697,184.6665545,248.6299758
44062,59.14358182,32.76381818,131.3679364,83.39645455,125.72,13.08545455,149.979,3.507745455,1.048272727,0,12.92,612.9322636,192.1473333,182.8171182,232.9836303
44063,58.80383636,33.63309091,131.4149636,80.74763636,98.61,13.44636364,145.6899091,3.059881818,0.923090909,0,8.48,574.8087727,186.8089515,172.0542727,211.4328212
44064,56.11300909,31.22463636,127.4551455,73.16218182,90.83,12.42909091,132.318,2.678790909,1.012363636,0,7.79,535.0132182,179.5631424,166.9247545,185.2337758
44065,45.73719091,27.56127273,112.5326636,58.13118182,89.14,10.73090909,109.8049091,2.127518182,1.016636364,0,7.97,464.7522818,167.9114667,151.3032273,142.2244061
44066,47.04531818,28.40463636,104.4960182,63.92645455,114.72,10.08090909,119.2753636,2.519945455,0.918454545,0,9.63,501.0171,185.6206818,157.8215818,154.7620182
44067,63.92604545,34.51854545,151.6285818,80.12354545,135.85,14.12545455,154.3758182,4.426181818,1.134545455,0,12.5,652.6087182,201.5448212,199.9973818,246.2549697
44068,63.40754545,34.41927273,155.1595545,77.10154545,109.4,13.89090909,150.0342727,2.832018182,1.249181818,0,9.26,616.7543,193.4940788,206.1547455,212.942203
44069,63.94198182,39.09945455,161.4585364,72.83136364,141.21,13.50636364,138.1194545,3.9668,1.189272727,0,13.88,649.2032273,216.9675303,215.4490818,214.2573424
44070,64.67446364,38.98009091,163.8107182,84.94854545,146.27,14.16272727,158.1753636,3.962081818,1.260454545,0,14.65,690.8944455,212.8688303,223.4720545,249.2909242
44071,62.54399091,37.20690909,158.4492727,35.91945455,132.54,12.59636364,151.9686364,3.7688,1.245545455,0,8.99,605.2289727,164.7456909,207.3327818,227.9739545
44072,53.84995455,34.84209091,122.2899818,75.13490909,120.25,11.33636364,137.0339091,3.908463636,1.246,0,9.72,569.6116727,186.2216939,207.4930364,171.4404879
44073,53.00842727,32.55690909,113.9685727,74.19263636,134.97,11.60545455,142.0782727,3.992936364,1.037818182,0,12.28,579.6910273,185.0458727,210.2951455,180.2696455
44074,67.71436364,37.11427273,165.8284636,84.41845455,156.12,13.85272727,167.8556364,4.405018182,1.291454545,0,11.07,709.6703909,210.7705152,242.3849091,250.5236939
44075,70.07422727,37.11127273,168.9823364,85.85918182,153.18,15.48545455,176.5894545,2.377963636,1.431,0,11.01,722.1008909,212.5741,248.6443182,255.4672909
44076,68.6495,37.92890909,172.9988818,83.04290909,138.37,14.52454545,177.0118182,4.129072727,1.451909091,0,10.62,708.7275455,214.1614152,251.2978091,238.3185939
44077,65.15430909,35.53218182,164.6002091,81.03245455,122.62,14.29636364,169.8993636,5.905745455,1.250636364,0,11.28,671.5712636,209.5351909,241.4583545,216.8860818
44078,63.66610909,35.44118182,152.7187545,76.96454545,122.71,12.91363636,155.7760909,5.403709091,1.305272727,0,11.85,638.7493,207.9213939,227.8018182,200.1925424
44079,54.76826364,30.13890909,119.4021818,66.11727273,116.51,11.27909091,129.7670909,4.699163636,1.125454545,0,11.4,545.2074273,190.5447394,207.2560364,144.4378333
44080,57.3892,31.92636364,115.2331182,70.35063636,138.48,11.97545455,143.2916364,5.135672727,1.188272727,0,11.76,586.7303545,199.2639909,214.7865818,170.5481455
44081,70.59830909,36.17818182,166.4751182,76.59181818,136.67,14.10272727,171.7670909,5.942563636,1.286909091,0,13.76,693.3727182,211.5946303,253.1324,224.1668697
44082,69.72980909,38.15563636,164.3620909,76.32881818,131.9,14.25545455,165.9314545,3.415709091,1.409272727,0,16.61,682.0982455,217.6329636,238.3234091,221.8899636
44083,69.58851818,36.68463636,170.5332,76.95754545,138.77,13.63636364,162.8786364,3.750963636,1.241181818,0,17.37,691.4110455,215.2917515,235.0227545,236.5255394
44084,70.66948182,37.04418182,171.5709,79.29190909,160.84,13.73727273,170.145,1.219354545,1.211454545,0,18.53,724.2595545,213.7358848,247.2986909,257.9792515
44085,68.16926364,36.58790909,160.9561455,79.21290909,134.52,12.53090909,161.3880909,1.157018182,1.278,0,16.64,672.4402455,205.1925758,237.1121,224.5575697
44086,57.04923636,30.821,126.7208455,68.60609091,98.4,11.23090909,133.1038182,8.238127273,1.109727273,0,12.56,547.8397545,185.9415121,206.8989636,152.0845515
44087,53.59566364,29.18090909,113.3462273,63.29090909,94.48,11.93272727,133.5614545,8.387454545,0.947636364,0,10.76,519.4829818,193.1149879,192.8474273,130.9910212
44088,65.89241818,36.36036364,167.0777364,75.17936364,146.87,13.95636364,153.9034545,6.197890909,1.223636364,0,14.87,681.5312273,206.3519576,216.7080818,253.9963697
44089,67.28789091,36.52036364,173.5254636,76.77409091,149.96,14.48454545,155.7067273,7.219581818,1.249363636,0,14.34,697.0680273,211.1560758,215.7885182,264.7271606
44090,65.91173636,36.18490909,167.7064636,76.53790909,139.49,18.36545455,151.9053636,5.874890909,1.184909091,0,14.04,677.2016364,209.9922879,218.3136727,243.5144939
44091,66.1976,36.00054545,163.0892273,80.11363636,138.87,15.78090909,161.0863636,4.570827273,1.222454545,0,13.85,680.7815636,218.0089879,224.8332636,232.4314939
44092,64.04255455,35.62381818,162.5789091,81.77763636,124.33,14.57909091,166.8908182,4.5765,1.306363636,0,12.63,668.3356909,211.6388182,231.8073364,219.6481727
44093,56.56701818,30.47536364,133.4284545,74.22918182,100.99,13.45181818,152.0339091,3.082609091,1.177272727,0,13.44,578.8756273,193.1013606,207.3382727,175.2803576
44094,57.09427273,30.001,127.1561182,76.67481818,122.61,12.25545455,153.0628182,3.017827273,0.952909091,0,13.89,596.7152182,193.1619818,206.3639636,193.7095455
44095,70.90069091,34.84727273,172.5172636,88.47963636,152.12,14.07818182,175.7218182,4.818327273,1.302454545,0,14.7,729.4856455,216.5756879,238.4559364,268.7420212
44096,73.47396364,36.65718182,170.2132727,90.26163636,135.79,13.81363636,173.0848182,9.082827273,1.338181818,0,13.65,717.3655182,216.4969,240.2460182,255.8138727
44097,73.30211818,34.70845455,168.0713,82.40227273,155.83,17.04181818,167.0301818,5.956427273,1.232181818,0,15.83,721.4047545,210.9126152,255.1080818,251.5288758
44098,74.47836364,34.97109091,161.1789545,79.64563636,165.65,17.17181818,165.2162727,4.972263636,1.492545455,0,14.26,719.0369455,225.5193515,284.1288727,206.9339939
44099,78.31819091,39.18581818,143.3707727,88.12190909,157.28,15.23454545,181.1921818,7.740427273,1.527181818,0,13.64,725.6110273,218.2109182,326.2633091,177.3767091
44100,70.98469091,34.81445455,110.7121182,77.31118182,156.98,15.76363636,176.9527273,8.084472727,1.677545455,0,12.59,665.8708273,204.4800212,339.4021182,119.1933242
44101,77.80399091,35.18254545,110.1989455,77.41463636,164.71,15.32090909,191.9467273,7.842018182,1.523909091,0,15.26,697.2036818,215.6555333,339.7758727,137.9258212
44102,104.0828455,45.14754545,161.9062727,95.95763636,200.66,19.40090909,225.8730909,7.782245455,1.933454545,0,14.95,877.694,234.9309333,390.0592545,248.1506303
44103,102.2616455,42.79363636,172.6544727,90.90818182,175.46,19.21272727,224.3099091,7.265609091,1.876727273,0,14.27,851.0129091,230.2100091,357.7177909,258.2902909
44104,97.42891818,39.87809091,161.0041545,87.19090909,180,19.41909091,209.585,8.3278,1.660363636,0,14.85,819.3443273,226.4705758,349.4702727,238.4844788
44105,101.5088636,44.24954545,163.0088364,94.30545455,187.12,20.25909091,212.7860909,8.295154545,1.734545455,0,16.04,849.3075818,233.5324333,367.6163182,243.9606485
44106,105.4044727,44.22245455,144.5122636,91.03927273,183.9,18.86181818,189.2806364,8.156572727,1.819818182,0,12.59,799.7873091,222.8645424,381.2222273,192.6853576
44107,91.9037,39.57772727,110.3090545,87.42818182,168.75,14.77454545,166.9016364,7.8939,1.730818182,0,12.63,701.8995636,211.0730667,353.9722,134.4014788
44108,87.8962,35.01345455,105.2638364,74.37454545,175.68,15.00181818,173.9086364,7.997445455,1.844363636,0,11.66,688.6403,213.9546758,366.8103,105.6105061
44109,109.6870636,43.40227273,147.6193818,98.06572727,194.95,20.94272727,220.5607273,8.934590909,2.075727273,0,12.88,859.1182182,248.5636788,416.5894455,191.7571848
44110,107.6343273,43.14290909,150.6773273,95.30127273,179.86,21.54,217.9219091,8.570481818,2.127818182,0,12.95,839.7260455,249.1432545,413.3687545,174.7707636
44111,108.2932818,45.65472727,149.7060727,96.50945455,177.16,22.36181818,226.9947273,8.863036364,2.105181818,0,15.57,853.2183,244.4125576,420.2768364,186.5031788
44112,99.8183,45.61018182,150.0329727,99.61572727,190.28,21.92454545,218.9386364,8.828945455,2.038363636,0,13.67,850.7576727,251.8335515,415.3033455,180.2278667
44113,105.3348818,44.944,158.1384182,101.3126364,196.98,20.21181818,220.3776364,8.356936364,2.086090909,0,14.4,872.1424182,236.3011576,426.9099273,204.9049697
44114,92.95612727,38.732,126.9737273,93.86172727,181.95,18.25636364,207.3102727,8.082881818,1.996,0,12.55,782.6691,224.3145091,432.1911182,123.1428364
44115,101.5737909,40.08609091,125.7571818,90.17345455,188.68,21.77272727,228.5157273,8.045481818,1.850181818,0,13.63,820.0846364,232.6906485,451.9512091,133.0629606
44116,132.7988364,49.52090909,177.5352636,113.8344545,225.01,27.10818182,280.3791818,8.975309091,2.278545455,0,14.57,1032.010682,262.6435061,527.2653818,237.6740667
44117,139.3100545,54.63527273,188.3773727,110.1443636,220.66,28.33,287.3810909,11.72821818,2.415,0,18.16,1061.141373,259.0721424,566.7103818,231.287303
44118,138.8722818,57.21918182,183.1307,109.2598182,223.89,30.47181818,281.2456364,11.09267273,2.405272727,0,15.38,1052.967382,273.1372939,568.4826,208.7952152
44119,149.1961818,56.40018182,203.2580636,116.1658182,245.01,28.03090909,293.4037273,11.17512727,2.460363636,0,16.33,1121.430373,277.6149091,594.8130455,246.1236909
44120,142.5368455,56.57272727,194.7874727,118.5810909,247.95,27.25181818,288.609,10.84354545,2.406454545,0,19.15,1108.688955,262.8022182,582.8739727,259.9888545
44121,128.3237182,50.84036364,165.0504545,110.1058182,225.24,24.27090909,262.0771818,9.975363636,2.313272727,0,14.44,992.6370818,233.1581091,537.5300545,219.1120091
44122,119.6547636,46.84563636,156.3268545,100.0096364,227.14,24.30272727,255.3480909,9.181927273,2.093454545,0,13.11,954.0130909,245.8639303,530.2791545,174.7936424
44123,133.1603273,50.25009091,202.3321,113.2332727,203.52,27.12909091,291.3626364,10.86102727,2.225636364,0,12.58,1046.654182,263.5628424,563.7923636,216.1264303
44124,123.1538364,46.87154545,202.8310545,104.7644545,174.02,27.03454545,263.2898182,10.51440909,2.067272727,0,12.47,967.0169364,271.4384909,516.4146727,175.9424091
44125,103.5315273,40.46654545,199.4990818,86.34590909,185.12,28.04636364,226.9578182,9.198245455,0.723545455,0,14.3,894.1890364,259.3446212,453.3984091,178.3667333
44126,106.7262182,46.94454545,198.5789364,90.17427273,196,26.72090909,214.3594545,8.938409091,0.115181818,0,15.48,904.0379273,258.2252606,445.9688455,196.9151848
44127,104.0144727,45.99936364,189.7270727,96.11563636,207.5,25.08818182,217.1379091,8.904272727,0.580272727,0,12.93,907.9971818,242.7693091,451.0641909,208.9208636
44128,90.11004545,35.83890909,145.2908,72.86636364,192.53,19.89272727,190.8091818,7.777409091,1.751272727,0,10.76,767.6267091,237.3633152,427.4278455,99.34982121
44129,96.58278182,39.18027273,137.2475909,78.82945455,194.17,19.76181818,191.1684545,8.407863636,1.892090909,0,10.13,777.3703273,231.9113455,442.622,98.78961818
44130,132.9292,47.87463636,176.8310364,101.538,215.42,22.88454545,247.0946364,10.84096364,2.229363636,0,11.99,969.6323818,263.9438485,533.5082909,167.8938788
44131,129.7016909,48.69563636,190.1923818,101.7937273,226.16,27.94454545,253.7244545,10.73291818,2.285,0,13.87,1005.100355,264.5511333,572.8105091,163.0130758
44132,124.0237273,47.19263636,189.4746182,99.78218182,223.31,26.25272727,249.0734545,9.892445455,2.209272727,0,14.19,985.4010636,263.1797515,567.4879091,150.4986758
44133,119.3500182,52.59036364,197.7066455,98.72754545,197.5,26.56363636,251.7223636,9.177909091,2.249181818,0,12.52,968.1076636,259.4530242,535.3143364,168.9200303
44134,110.3678273,44.067,192.7711455,86.66836364,189.91,24.98454545,228.696,8.052690909,2.056454545,0,12.34,899.9140273,243.0456939,483.3886727,170.2834788
44135,95.78965455,36.83927273,154.8143909,75.50727273,164.42,21.46727273,203.6906364,9.082490909,1.973090909,0,9.35,772.9340818,218.0633212,443.5575455,108.0749424
44136,90.53716364,35.747,149.1855182,71.04490909,161.33,20.19545455,189.928,8.027209091,1.679090909,0,9.9,737.5743455,214.2386606,424.5573182,95.85891212
44137,107.4146182,38.906,195.5939182,80.70154545,186.73,23.89090909,192.9102727,7.616472727,1.702636364,0,13.36,848.8263727,240.4884667,459.9492182,145.6567788
44138,147.4441727,51.79709091,198.8206455,108.9551818,245.84,23.59545455,235.0431818,8.271981818,2.383636364,0,17.69,1039.841345,259.0127061,564.7201727,211.8819212
44139,162.2977818,59.87881818,193.6233545,118.3290909,269,24.57909091,274.6472727,10.57533636,2.593,0,18.59,1134.113745,263.4167455,621.1508,244.1275636
44140,167.2408909,60.76627273,183.8611182,119.7587273,266.56,26.16454545,302.3593636,10.65086364,2.680272727,0,19.27,1159.312055,264.3762364,651.3991273,238.1943273
44141,152.9605,59.20809091,182.0489091,111.9750909,253.09,27.12909091,309.1289091,10.08196364,1.605636364,0,17.32,1124.548191,254.4017848,644.1360182,221.5449333
44142,116.2395091,47.45227273,164.3413455,100.5891818,229.38,25.54454545,281.0678182,9.289354545,2.507272727,0,16.09,992.5013,235.1502939,584.9641273,168.7254242
44143,109.0662545,43.72636364,153.3292636,95.50936364,206.4,27.71181818,274.8487273,9.386554545,2.126909091,0,14.01,936.1152545,240.9680061,542.8868636,148.8005667
44144,132.8276091,53.18790909,202.1706091,109.1877273,216.51,32.21454545,311.1680909,11.36792727,2.431272727,0,16.07,1087.135691,262.2659818,564.1435455,255.3432545
44145,138.5972727,53.29581818,207.7923182,109.0184545,209.61,32.97636364,324.2445455,11.87501818,2.210454545,0,14.46,1104.080245,262.1831515,576.2758545,259.8683303
44146,128.5078364,48.22736364,219.5270091,104.8748182,198,33.40090909,312.9023636,12.39953636,2.369727273,0,11.32,1071.529564,251.4834,585.1344909,229.2612182
44147,142.2049545,52.35790909,220.6109182,109.8693636,198.84,31.82818182,299.7359091,10.77601818,2.395636364,0,12.41,1081.028891,265.6464758,599.4148545,212.0457424
44148,135.3931545,52.18036364,221.5099273,112.5446364,203.43,32.09272727,284.1864545,11.03007273,2.358,0,14.16,1068.885336,246.6405485,595.4075636,221.4984061
44149,107.3617455,39.38545455,186.8742,82.85154545,178.29,28.64727273,237.9322727,9.728527273,2.064,0,10.85,883.9850182,221.4741152,516.6801636,142.4329212
44150,107.9438545,41.48054545,175.2990091,79.72236364,184.25,27.65363636,222.3406364,9.660454545,1.884636364,0,11.48,861.7151364,226.774697,518.9200727,112.6480939
44151,146.7237,52.89918182,221.2909455,104.2769091,211.33,32.68636364,262.0783636,11.48870909,2.442,0,13.49,1058.706173,263.3001121,607.0191818,185.0518788
44152,151.6463545,55.15663636,224.1349818,102.9351818,183.73,33.58727273,270.2562727,12.66456364,2.445545455,0,12.24,1048.796809,262.0982364,596.4140909,186.6968455
44153,143.0574727,48.15818182,236.8156818,87.13554545,190.21,31.45636364,268.362,12.94081818,2.494545455,0,12.99,1033.620609,255.9874091,599.3933727,175.0916455
44154,154.1584818,58.539,242.5700364,110.3089091,255.56,31.76181818,283.6873636,12.15216364,2.647181818,0,16.61,1167.994955,280.660397,686.9077,197.7312212
44155,174.7523091,65.94954545,240.9305091,124.5296364,254.47,30.95,340.0967273,14.24290909,2.956,0,13.33,1262.207636,276.2529152,749.6093818,232.768703
44156,168.1874818,53.15718182,218.1289545,103.2198182,197.53,32.18818182,312.7185455,14.83444545,2.908818182,0,13.38,1116.253427,254.5293182,707.0585636,152.0584545
44157,168.7245909,58.09090909,223.0795273,108.4310909,217.84,32.43090909,309.0444545,14.27070909,2.493,0,16.05,1150.455191,253.9380121,716.5348273,176.8144424
44158,181.7699636,65.361,281.7121364,124.9076364,258.16,36.96545455,354.297,14.88988182,2.801272727,0,14.52,1335.384345,274.2810091,804.3258364,252.3935
44159,188.1063545,64.77890909,283.3906727,128.2668182,225.33,38.05727273,363.8540909,15.71211818,2.945818182,0,16.99,1327.432055,282.9920061,794.9512818,245.3703121
44160,180.9474091,69.468,286.7105364,129.4700909,267.16,38.02181818,378.4788182,15.31452727,2.987181818,0,19.82,1388.378382,285.9099818,805.1625727,292.2481
44161,181.5889818,69.34945455,290.8990727,125.4445455,305.4,38.17363636,382.8467273,15.49172727,3.122909091,0,20.83,1433.147055,282.1093576,832.8765364,312.0716152
44162,177.0153091,69.58054545,286.0028182,130.6686364,309.16,38.53636364,382.1756364,15.80300909,3.119,0,21.95,1434.011318,276.8564909,848.1911091,303.3544455
44163,168.8404091,64.49336364,246.0984,133.1670909,271.25,33.73909091,364.2470909,15.63334545,2.936818182,0,18.06,1318.465609,253.2847879,792.0297273,268.9895485
44164,189.4490636,73.301,229.4788364,148.567,260.14,33.30454545,390.0620909,16.17862727,3.076727273,0,17.12,1360.677891,260.8052303,832.8473364,260.8738697
44165,214.1978545,77.37318182,293.9250818,154.7904545,265.81,40.47090909,432.2540909,17.52100909,3.590272727,0,17.88,1517.812855,293.3346576,941.4866818,277.9143333
44166,205.2858273,73.42136364,310.6922727,135.751,304,42.66818182,424.2784545,17.29727273,3.234181818,0,18.39,1535.018555,299.4194879,927.1157727,307.4660212
44167,207.7331273,74.08081818,326.0491455,140.0692727,301.52,43.54545455,437.3475455,16.95452727,3.342363636,0,18.05,1568.692255,300.7429939,950.8717455,317.0775152
44168,200.5629455,71.968,320.2663545,133.1614545,310.2,44.33545455,423.87,16.50385455,3.208090909,0,19.88,1543.956155,288.4464485,967.8254091,287.684297
44169,201.9882636,73.56372727,307.2718091,128.2527273,301.1,37.32909091,407.2098182,16.43796364,3.033181818,0,17.25,1493.436582,293.4441758,962.6951909,237.2972152
44170,193.9633909,72.81372727,245.0448818,137.714,298.88,31.25090909,382.2045455,15.30850909,1.032636364,0,17.11,1395.3226,262.7504606,891.2873182,241.2848212
44171,195.8663455,76.13481818,237.8617273,141.5585455,316.65,29.62272727,377.5094545,14.86480909,2.889818182,0,20.51,1413.468245,259.8519515,899.4589636,254.1573303
44172,220.5386182,86.27936364,284.1847091,150.011,348.01,34.94181818,403.011,16.53446364,3.250545455,0,22.99,1569.751518,292.9753,982.4092818,294.3669364
44173,224.0075455,83.46827273,271.9130091,153.6689091,334.23,35.54909091,413.3590909,16.78194545,3.496181818,0,22.26,1558.734045,291.8338242,976.9426455,289.9575758
44174,226.4819455,85.34090909,313.4677636,163.4095455,318.12,38.74090909,426.0092727,16.62405455,3.500909091,0,21.75,1613.445309,302.206203,1002.415491,308.8236152
44175,215.0408273,82.44890909,311.7481091,165.2765455,296.62,39.28818182,435.8901818,17.78180909,3.521363636,0,18.77,1586.385927,301.2702636,991.8924273,293.2232364
44176,193.2033,75.81927273,308.3945364,155.2343636,279.39,38.53454545,420.4984545,17.27379091,3.418090909,0,18.28,1510.046355,288.3821606,932.2427,289.4214939
44177,172.3232364,65.522,264.2678727,131.0796364,266.77,35.49272727,373.3745455,14.09537273,2.734454545,0,15.7,1341.359845,257.7054515,834.9159727,248.7384212
44178,173.7879455,60.22572727,245.3107273,116.9809091,241.76,33.02272727,352.5403636,13.57501818,2.588909091,0,13,1252.792327,252.6553273,823.6647182,176.4722818
44179,178.4120455,61.35181818,309.4555818,119.3152727,244.22,38.92636364,361.6481818,16.04683636,2.911727273,0,16.86,1349.147827,296.6978273,840.8458545,211.6041455
44180,175.8387455,67.69727273,321.2447364,130.1143636,262.27,37.80818182,347.9257273,14.82250909,2.733909091,0,16.69,1377.145445,289.1652485,825.3327818,262.6474152
44181,178.0304545,64.44,314.0188,120.752,257.29,42.24181818,336.0779091,14.9351,2.668454545,0,16.85,1347.304536,271.6910545,826.1487,249.4647818
44182,175.7199273,62.85454545,305.7106909,114.663,253.2,40.61272727,334.3949091,14.35213636,2.651090909,0,16.13,1320.289027,280.5664606,806.7963182,232.9262485
44183,168.9332,56.65072727,296.3209091,110.265,213,39.08090909,330.7554545,14.46744545,2.638181818,0,14.92,1247.031827,271.8318939,779.8601727,195.3397606
44184,140.9309909,50.54227273,251.8452909,103.3059091,199.2,34.48272727,304.5460909,13.21450909,2.183545455,0,12.8,1113.051336,253.4775333,726.0094909,133.5643121
44185,146.4750909,53.00590909,237.2714,106.0748182,227.39,35.16090909,307.7912727,12.44766364,1.860454545,0,15.33,1142.807518,248.9131364,740.2845182,153.6098636
44186,152.7947364,55.67363636,284.0947091,118.1597273,251.08,37.13090909,314.8737273,12.7421,2.077909091,0,18.96,1247.587455,257.9145758,782.4811,207.1917788
44187,133.5890636,52.21627273,272.1164273,106.2458182,270.43,34.45545455,275.5037273,11.10358182,1.827090909,0,20.51,1177.997436,248.1480515,707.1982182,222.6511667
44188,130.3632455,48.58872727,243.6061,104.514,242.2,29.17818182,267.3619091,10.28143636,1.753818182,0,15.28,1093.127418,228.6318485,689.8570091,174.6385606
44189,147.2404455,54.05772727,191.4577273,113.3478182,278.6,25.74818182,267.629,10.95201818,2.173636364,0,18.18,1109.386555,222.2196545,765.6413,121.5256
44190,163.8984818,56.55690909,193.6260818,111.5540909,279.82,28.62272727,314.7937273,13.88434545,2.331454545,0,15.13,1180.217818,229.2245939,823.5810364,127.4121879
44191,171.7556818,58.87972727,212.3715273,115.3907273,230.1,30.65272727,331.5086364,14.80503636,2.509181818,0,11.83,1179.803245,230.8583212,846.4812727,102.4636515
44192,169.2026182,59.85581818,230.3238182,126.0435455,253.71,30.98818182,338.3830909,15.21396364,2.644909091,0,13.42,1239.785945,239.6100818,880.8267364,119.3491273
44193,184.9139455,64.88118182,267.6661909,132.9072727,323.61,34.75272727,367.525,15.49884545,2.681454545,0,13.31,1407.746618,255.0277303,957.7058636,195.0130242
44194,187.6063182,66.36536364,268.3583636,138.2629091,325.3,33.23363636,372.9184545,13.90772727,2.710454545,0,17.93,1426.593227,253.5351091,970.3815364,202.6765818
44195,189.0864364,67.79245455,263.0712727,139.9971818,338.08,33.42363636,367.0985455,14.57764545,2.655818182,0,21.23,1437.012991,252.2786273,976.1056545,208.6286182
44196,189.2849091,63.26,251.5347182,142.2275455,339.5,33.69363636,360.4904545,14.54494545,0.775272727,0,17.73,1413.041482,242.0046152,979.4669364,191.5699303
44197,182.6556909,60.819,238.5238545,126.028,313.78,34.78363636,362.0080909,14.76403636,2.705272727,0,17.41,1353.477582,229.9600333,948.9829727,174.5345758
44198,195.8485091,67.45218182,237.4236636,135.5885455,295.83,34.39545455,375.2158182,14.87497273,2.810636364,0,17.89,1377.329782,243.9264303,934.0992545,199.304097
44199,195.7715,67.02263636,236.1784,131.6064545,308,33.67727273,377.2532727,15.43792727,2.896454545,0,18.26,1386.103918,256.4978758,960.2507,169.3553424
44200,231.8172364,79.82563636,287.1902182,145.2879091,345.44,36.44363636,422.0018182,17.13359091,3.306090909,0,20.91,1589.356136,287.9039697,1056.106618,245.3455485
44201,239.4387,86.402,294.9082455,152.2006364,354.59,37.75545455,426.7789091,17.88076364,3.366272727,0,21.67,1634.990982,293.7009576,1074.506791,266.7832333
44202,241.0158455,86.10427273,278.1655636,160.8921818,367.78,36.18727273,429.1502727,17.36386364,3.402727273,0,25.06,1645.122,297.9773879,1073.127927,274.0166848
44203,244.5228818,85.899,331.3980182,165.0719091,385.39,39.07272727,442.0303636,17.93657273,3.562727273,0,25.25,1740.1342,310.9786333,1119.4852,309.6703667
44204,245.9531091,87.307,331.8216273,164.8817273,386.01,39.09909091,441.5608182,18.33312727,3.486727273,0,17.39,1735.843227,303.0765788,1115.592691,317.1739576
44205,235.2392182,79.89381818,301.8148545,156.2821818,349.88,37.58,420.9654545,18.08396364,3.279727273,0,21.69,1624.709218,276.6687182,1082.816518,265.2239818
44206,236.9098273,77.39354545,296.7886545,139.6412727,324.75,39.56727273,421.3800909,18.71342727,3.307545455,0,16.97,1575.421636,280.5528121,1063.689745,231.1790788
44207,248.8780364,77.87118182,366.4169727,140.9420909,302.49,44.19181818,440.4464545,20.31969091,3.752272727,0,15.3,1660.608518,314.7991273,1101.658973,244.1504182
44208,227.1725182,78.17163636,360.3967818,136.2282727,319.76,44.84090909,421.215,18.51155455,3.655545455,0,20.6,1630.552218,312.6223727,1062.453318,255.4765273
44209,205.8308909,80.64727273,336.8008,145.4913636,330.74,42.39545455,421.4727273,17.47319091,3.548818182,0,19.93,1604.330518,316.0240152,1046.337245,241.9692576
44210,205.2796818,84.20145455,332.1603364,169.2829091,334.09,41.95636364,455.9941818,16.03592727,3.719909091,0,19.83,1662.550764,320.2473485,1062.402127,279.9012879
44211,228.6479364,85.35681818,344.4602545,173.351,350.17,42.12818182,466.4311818,18.24151818,3.830909091,0,15.35,1727.9678,311.5802515,1115.973073,300.4144758
44212,220.0479545,75.35663636,302.0547727,167.4778182,281.12,40.43,444.0822727,18.82129091,3.758909091,0,12.54,1565.689655,277.4823242,1065.600582,222.6067485
44213,204.0658364,72.291,301.2246455,149.6785455,276.93,41.37181818,437.0374545,17.78120909,3.261,0,16.32,1519.961509,279.9576788,1021.873782,218.1300485
44214,223.0431273,77.274,367.5338818,148.1984545,305.75,44.39,436.0235455,17.88534545,3.567,0,19.77,1643.435355,297.7952606,1077.916445,267.7236485
44215,208.5519091,71.63636364,369.0622455,128.8997273,271.18,41.33545455,402.4496364,17.4619,3.772545455,0,21.59,1535.939782,302.6137273,1011.660555,221.6655
44216,181.3360545,65.01981818,351.4020182,116.0017273,275.17,38.54,364.0142727,16.36042727,3.248181818,0,21.66,1432.7525,290.1488212,939.2967,203.3069788
44217,172.2633727,66.63909091,328.3153545,125.9321818,290.45,38.13090909,337.7581818,14.12437273,3.015545455,0,20.23,1396.859009,288.7900576,934.5621455,173.5068061
44218,188.7470455,70.26181818,301.3540545,136.9741818,320.13,34.23727273,349.3499091,13.16353636,3.307636364,0,21.67,1439.195455,283.4791788,929.8069545,225.9093212
